question,answer,srno
Who assesses the value of materials brought on site by the contractor for purpose of allowing secured advance,Engineer in charge of work,83:
An advance payment for work actually executed but not measured may be made with the previous sanction of ___,S.E,84:
Pay and allowance of work charged establishment borne on regular establishment should be charged under,Budgeted Head (2059),85:
Supervision and contingency charges for materials issued to contractor for bona fide use on work ____(%),NIL. It is charged @10% when sold to contractor/public.,86:
"when materials are purchased direct for work, the detail should at one be recorded in",MB,87:
Register showing clearance of suspense head Material is CPWA ___,CPWA 38,88:
Work abstract encompasses the transaction ralating to a work during ____(period),A Month,89:
The cost of material issued direct to work shall be shown in Work Abstract under the head,Material. Under head other transaction when issued to contractor of finished rate.,90:
"Storage charges added to issue rate on a _____ basis (fixed, average etc)",% basis,91:
work of construction or maintenance of a water course is called ____,Takavi Work,92:
The classification and head of government account is given in ____,CGA's List of Major & Minor heads,93:
Advance to the family of deceased govt servant shall be adjusted within ____,Six months,94:
All sum paid into treasury a forest division shall be _____ to ______,"Debited, forest remittance",95:
"Advance to contractor, supplier and labourer in a forest division shall be accounted as",Work Advance. Forest advance when given to disbursers,96:
Sub ordinate forest officers should close their accounts by ____,27 th or such earlier date,97:
Contractor and Disburser ledger is maintained in form,F.A. 4,98:
No formal correction shall be allowed in forest account when the amount involved does not exceed __,10,99:
A reference to each items of remittance shall invariably be made ____,Consolidated Treasury Receipt from Treasury,100:
"charges in account of general services like establishment, live stock and tools and plant in a Forest Division should be classified under the sub head",Estt./Conservancy/work,101:
"In respect of a forest division, the abstract for the month of March each year should be accompanied by a brief statement explaining the circumstances for each items outstanding for a period ____",More than 12 months,102:
An objection Book is maintained in the O/o the AG (AE) for objection relating to,Non receipt of vrs and stamped receipt,103:
An annual review on the working of all pwds is required to be conducted each year and sent to State Govt. by _____(date),15 th Dec,104:
"Advance payment to firms for supply if stores should be debited (work concerned, functional revenue head etc)",Contractor Other Transaction,105:
The standard MB will be brought up to date under the Supervision of ___,SDO,106:
pay to permanent and temporary employees of the division is charged to __,Direction & Administration,107:
The subsequent payment of unpaid wages on Muster Roll should be made on ____(form),Hand Receipt CPWA 28,108:
Each distinct item if work or supply should be shown separately in the Contractors'/soldier's bill in terms of ___ (quantity/value),Both Quantity & Value,109:
The licensee fee for Govt residential building's shall be revised by _____,Directorate of Estate,110:
"If a building is actually occupied prior to closing the accounts of expenditure on its construction, acquisition etc, the license fee is chargeable from ___",Date of occupancy,111:
Debit & credit entry with heads for Interest on Provident Fund,"Dr. 2049, Cr. 8009",112:
True or False; A Transfer Entry Order may not be initialed by the SDO even for the cases come under his cognizance,False. SDO may initial and c/signed by DO,113:
"The Statement of Receipt, Issues and Balances of road metal in CPWA 16 should be maintained in ____(office)",SD office,114:
The materials should be issued only on receipt of an indent Form CPWA 7 signed by ____,DO,115:
The two distinct categories in which all the four classes of PWD stores are grouped (with details),"Suspense (stock) and Final(road metal, tools & plant and machinery especially for a work)",116:
"When road metal is acquired especially for use in the construction of a road, its cost will be debited ___(major head)",5054,117:
The disbursing officer should verify the total of all the posting in the bank column on the payment side with reference to ____,Counterfoil and Record slips of cheque book.,118:
Debit and credit entry when a permanent impress is drawn for the first time (major head),Dr 8672 Cr 8782 (On close reverse),119:
The initial responsibility for reconciliation of accounts rests with ____,PAO,120:
Competent to grant advance to the family of deceased Govt servant __,Head of Off/Deptt.,121:
The two accounts involved with manufacture and workshop account,Operation & Outturn,122:
Major Head Security deposit made by pwd/govt deptt,8674,123:
Major head for cash in transit,8999,124:
Expenditure on account of direct relief work shall be debited to,2245,125:
Cash book entry for a cheque received on account of earnest money that is refunded after a week,Receipt in cash column on the day received and on the day of refund/issue of cheque in bank column of payment side,126:
Completion statement of work is submitted to,PAO/AG,127:
Works slip is prepared in form __,CPWA 39,128:
"State the price at which Unused material, issue rate of that was Rs. 525 including storage @ 5%, returned to store will be accounted for",500 (exclusive of storage charges),129:
The supplementary accounts of a forest division shall be submitted to AG by,1st Jnue. Supplementary account should be closed by 20th May.,130:
"If against a single sanction two or more disbursing officers have to operate simultaneously, the DA should see that orders imposing a definitive limitation on the money transaction of each officer are obtained from ____",DO,131:
The two months in schedule of which all works are included whether a transaction has appeared or not ____,Sep & Mar(Suppl ),132:
The objection book maintained in AG office in Form 22 should be closed ____,Annually,133:
Items should be referred to Divisional Forest officer for speedy settlement when the items are unadjusted at the treasury for the period ____,More than 3 months,134:
No. of days within which Conservator has to pass the abstract of contractor & disburser ledger to AG,10 days,135:
Register of cheque drawn FA 2 is submitted to on/by ____,Never. The abstract is submitted on the last day of the month,136:
A payment vr is exempted from submission provided amount does not exceed ___,1000/25 for pwd & forest respectively,137:
Work contingency means ___,The expenditure which cannot be classified into a distinct sub head,138:
Local loan work means ____,Work by pwd on behalf of local bodies etc out of loan given to pad by govt.,139:
The value of finished products in respect of manufacturer/workshop operations are accounted for in _____,Outturn account,140:
When a division undertakes a Service on behalf of another division or supplies material to another division the settlement is resorted through,Advance Payment,141:
Immediate assistance to the family if deceased govt servant shall be ____,Two months' basic+DA subject to max 8000/-,142:
Who permits the DO through LoC to obtain fund for all disbursements by cheque on bank,Chief Controller of Acct,143:
The three fold Functions of DA are ____,"Accountant, Internal checker & Financial Asstt",144:
Action by DA when a fact brought to the notice of DO and the same is overruled by the later ___,Abide by the orders of DO and free to put the same in objection book CPWA 60.,145:
Sanction accorded by the DO except sanction to write off stores or loss of public money is checked by ____,DA. Sanction to write off store or loss of Public money is checked by PAO.,146:
The two criteria on the basis of which working division prepares the budget for stock ____,Direct purchases & indenting on store division,147:
"For purpose of financial control, the grants allotted to each major head of accounts is divided into _",Primary unit,148:
The three sectors into which the Consolidated Fund of India is divided,"General, Social and Economic",149:
The first LoC of a FY is given to the DDO by __,Beginning of the FY,150:
All che should bear two signatures of the amount of the cheque is ____,10 lakh or more,151:
Permanent cash imprest is recouped by (Dr or cr and head),Debit to office contingency,152:
"Advances drawn by the DO for Republic Day, ID etc should be adjusted within ___",A month,153:
Payment of the bills of SE and CE are made by ____,PAO,154:
"As per fundamental principle of store, the cost of acquisition of store shall be debited to ___",Suspense account,155:
Issue rate in priced vocabulary of stores is filled in by ___,Div Office,156:
Excess on adjustment of store in revenue division/account should be accounted for in ___,0059 and minus debit to 4059 in case of capital division,157:
The numerical accounts of tools and plant of general as well as specific categories should be kept at ____,Sub Division Office,158:
"Receipt, disposal and balance of road metal of each kind in CPWA 16 should show ____(denomination such as feet by feet, ton by ton etc)",Km by km,159:
"If an item which properly belongs to a revenue or expenditure head is wrongly classified under another such head, the rectification shall be corrected by ____(timeline)",Before the account of the year is closed.,160:
The three initial records on which accounts of work are based ___,"Muster Roll, MB and WCE",161:
Standard MB is maintained in Form ___,23 A,162:
"In all cases where work is susceptible of measurement, progress of work by labour should be recorded in ____",Part II of MR,163:
The responsibility of clearing suspense head Material of the work abstract rests with ____,DO,164:
The register of works is posted ___,Monthly,165:
The works abstract should be checked and closed under the Supervision of ____,DA,166:
The suspense account of the work should be closed by transferring the balances of all those accounts to the general suspense account PW Deposit or MWA on ___,In the last month of working year,167:
"The estimate, account and completion certificate of petty works should be prepared on a single Form ___",CPWA 32,168:
"Credit and debit of value of all surplus material at site of work, if brought on the stock shall be made in the stock account in Form ___",CPWA 73,169:
"When an advance payment has been allowed to contractor, the detailed measurements should be conducted at most within ___",Two months,170:
Who shall be held personally responsible for any over/irregular payment on account of secured advance,Officer granting certificate about material.,171:
The Standard MB should be written by ___,SDO/Engineer in charge work under charge of SDO,172:
An advance payment for work actually executed but not measured may be made with the previous sanction of ___,S.E,173:
"Contractor A has been provided with all the material by PWD for a work scheduled to be completed within 12 months, the contractor is bound to complete the work within ___","18 months, schedule completion time+50% thereof",174:
Form for the verification of unused balances of materials shall be laid down by ___,Adm Min/Deptt. in consultation with CCA,175:
The accounts relating to issue of materials direct to work when contract is of labour/work to be done departmentally with be maintained in form ___,CPWA 43A,176:
Pay bills for WCE may be signed at any time before the last working day of the month but not earlier than ___(days),5 Days,177:
The rate of interest chargeable on Mobilisation Advance is ___,0.1,178:
Omnibus Transfer entry order is prepared in form ____,53 A,179:
Transactions under MWA under minor head 799 of functional major head are divided into four classes ____,"(I) Sale on cr, (ii)Exp incurred in deposit work in excess of deposit received, (iii)Losses, retrenchment, error etc and (iv) Other items",180:
True/false; Detailed measurements of the work done under Lump sum contract are not required to be recorded,False. Detailed measurement required in case of addition of alteration otherwise not required.,181:
Accounts of transactions relating to Lump sum contract should be maintained in form ___,CPWA 43,182:
Deposit transactions of the PWD are of ____ kinds,Two kinds. (i) PWD deposit and (ii) Interest bearing securities,183:
The value at which promissory notes/stock certificates of the Govt shall be accepted as security deposit ____,5% below market value or face value whichever is less,184:
The three classes of non-governmental works are ____,"Deposit Work, Local Loan Work and Takavi Work",185:
Chief Accounting Authority means ___,Secretary of the Ministry,186:
Each CE submits quarterly projection of expenditure and receipt to __,DG (Works ),187:
The receipt and issue transactions if store of entire division should be abstracted in Form _____,CPWA 9 & 10,188:
The recovery of all debts due to the Govt in PWD should receive special attention of ____,DO,189:
"If the license fee chargeable from a Govt servant on a percentage basis of his emoluments, in case of such emoluments changes retrospectively, the rate of licensee fee shall be revised from ____",Retrospectively,190:
Expenditure incurred on Deposit work in excess of deposit received should be debited to ____(with major head),2059 ( MWA ),191:
Full form of CAN,Cash Assignment Number,192:
Assets in PWD means,All outstanding/anticipated receipt/credits,193:
The Article of Indian Constitution deals with Charged Expenditure is __,Article 112(3),194:
The introduction of the detailed classification of any PW major head for booking of special expenditure may be prescribed by ___,Govt of India with consultation of CAG,195:
The award of a arbitral tribunal is a ____expenditure,Charged,196:
True/false; Administrative sanction shall be communicated to accounts officer only when cost involved in Rs. 50 lakh and above.,False. Irrespective of amount the administrative sanction need not be communicated.,197:
Provision regarding reappropriation of fund is given in Rule,"Delegation of Financial Power Rules, 1978 (Rule 10)",198:
Gain on account of exchange rate shall be accounted in PWD Road & Bridge division (capital) _____(dr/cr with major head),Minus debit to 5054,199:
All liabilities and assets of the division by transfer cr/dr to remittance heads of accounts should be registered in form ___,CPWA 57,200:
"Whenever a cheque book is brought into use, the intimation shall be given to ____",Bank and PAO,201:
Action to be taken by Division when a cheque is issued and withdrawn ______,Deface the cheque and forward to PAO and appropriate endorsement in accounts.,202:
The imprest cash account in CPWA 2 should be kept in _____copy.,Duplicate,203:
Earnest money pertaining to a forest division deposited directly to treasury by the party should be treated as ____,Revenue deposit,204:
"In forest division, advance given to a disburser should be _____ to his accounts.",Debited,205:
Classified abstract of Revenue and Expenditure in FA 5 is prepared from __,The entries made in cash book.,206:
Each item entered in the cash book of forest division under the head forest/work advance should be posted at once in ____,Contractor/Disburser Ledger,207:
All revenue receipts of the division should be classified and abstracted in a Register of Revenue in CPWA ___,F.A. 5,208:
The DO should be reported by the SDO for wages on a muster roll remaining unpaid for ____,3 months,209:
Payment for hiring casual labour for urgent silt clearance or closing of breaches may be made on form ___,CPWA 22,210:
Sanction of the competent authority for granting advance payment for work actually executed but not measured shall be based on certificate rendered by an officer not below the rank of ____,SDO,211:
Wages of members of the WCE should be dream and paid on form ___,CPWA 29,212:
"Where the contract is not for finished item of works, the material should not be issued without the express authority of ___",S.E,213:
The price allowed to the contractor for return of unused store shall be determined in such way that it does not exceed ____,The rate at which items were issued minus storage charge,214:
"When materials are issued to contractor and direct to work from stock/manufacture account, the adjustment will be effected ____",In the end of the month,215:
Surplus materials which were originally procured by the contractors for themselves can also be taken over the Govt only on special arrangement at the prevailing _____rate.,Market Rate,216:
Profit on valuation or store found surplus on verification shall be credited to ____,59,217:
Cost of maintenance of residential building shall be debited to ____,2216,218:
Contribution to CGEIS by Govt servant shall be credited to ____,8011,219:
Payment for materials purchased for general store is on the basis of __,Details entered in Good Received Sheet,220:
The DO of Division A allowed a secured advance of Rs. 50000/ to a contractor for steel worth Rs. 100000/ brought on site by him. He challenged the orders of DO. State whether secured advance allowed by DO was according to the provision or not?,Action of the DO is in order. Secured Advance should be up to 75/90 per cent i.e. the maximum ceiling. There is no problem if advance sanctioned is within the limit.,221:
Sanction of detailed estimates is also known as ___,Technical sanction,222:
A party reted for issue of a fresh cheque after 15 months as previously issued cheque was lost. Action to be taken by Division,Stop cheque payment to bank. Postal acknowledgement sufficient. Principal PAO may instruct old cheque up to 3 1/2 years,223:
"Notes and cones- 500 (including Rs. 50 soiled)Revenue stamps-25, undisbursed TA advance- 500, temporary impress with SDO R-300 (Calculate OB of cash book)",825 (soiled notes rejected by bank should be excluded),224:
Temporary advance shall be accounted for in form ___,Same as inprest CPWA 2,225:
Entry of payment of temporary advance in cash book (receipt/payment),Payment side in inner column in Red Ink,226:
A fine of Rs. 1000/- was recovered from a contractor for a bad work done by him in another division. Cash book entry with head.,Receipt side 8443,227:
Material for a work W has been purchased on credit. State the accounting procedure (cr/dr with head),Debit the work and credit the MPSSA,228:
Who has to see that register of building is updated regarding its cost before closing the accounts of a work relating to annual repairs of residential buildings,DA,229:
Goods Received Sheets are obtained from ___,Division Office,230:
"If the issue rate of an item is appreciably less than the market rate of that item, the same will be issued to other division and departmental at the ____rate",Higher than issue rate,231:
An amount of Rs. 1000/- received on account of security deposit from a Contractor A. It will be posted in contractor ledger under the head ___,No where. SD is not recorded in Contractor's Ledger,232:
Refund of unexpended balance of a deposit work on completed works shall be shown as (dr/cr with head),Minus credit 8443,233:
Major head for takavi advance ___,. 8550,234:
In case of instances of gain or loss on foreign exchange shall be recorded by a revenue division___,"0075( gain), 2075(loss )",235:
When Final acquaintance for a private cheque and draft should be given,Only after clearance.,236:
"When cheque accepted from private individuals are dishonored on presentation to the bank, the cash book should be adjusted by ___entry in cash book.",Minus entries on both the side.,237:
Abstract of charges printed overleaf of CPWA 2 shall be completed by ___,Advance disgusting office be it DO or SDO.,238:
"A duplicate key register should be maintained and the keys should be sent for, examined and returned under a fresh seal once a year in the month of ____",April,239:
"To ensure accuracy of posting of all transactions and facilitate the preparation of valuation of indents, the list of materials in stock, showing their correct description and identifying number is called __",Priced Vocabulary of Store,240:
Recovery on account of storage charge during the year is accounted for in the head ____,59,241:
CPWA 9 and 10 should be posted on a ____basis.,Daily,242:
Remission of revenue allowed before collection should be treated as ____,Reduction in demand,243:
The Standard MB shall be made upto date within ___,One month of closing of accounts of work estimate.,244:
When a single payment is made for a job or contract on its completion the form used for payment is ___,CPWA 24,245:
Issue of materials to works whether from stock or by purchase transfer or manufacture are divided into two classes ___,Final and suspense,246:
The transfer entry order book of a division for a month is closed ___,As soon as possible after month and before submission of monthly accounts to PAO/AG,247:
"If there is necessarily and delay in closing the accounts of a work, no further charges shall be incurred without the permission of ___",DO,248:
If any wages of labourer is unpaid the accounts of the work shall be kept open for a month which can be extended to three months by ___,DO,249:
The contractor's ledger shall be written up at ___(name of place/office),Division Office,250:
The cost of carriage of material shall be debited ___,Work concerned,251:
Direct charges in a PWD means__,Direct expenses pertaining to work.,252:
Charged Expenditure means,Expenditure not subject to vote of the Lol Sabha under Article 112(3),253:
"When surplus materials are transferred to another work, the carriage/incidental charges should be borne by __",Either work as may be equitable,254:
Permissible Percentage to which PWD may exceed over its preliminary estimates/administrative sanction,0.1,255:
Which part of Tools and plant ledger deals with Article in Hand,Part I . Tools and Plant Ledger in 3 parts.,256:
A total of Rs. 5000/ was received on 06 Feb 17 as earnest money and out of this Rs.4500/- refunded on same date. State cash book entries.,Rs. 500 only will pass through the cash book by debiting the receipt side and credit the head 8443.,257:
Motor car advance to Govt servant shall be booked under the head ____,7610,258:
Cash book entry for purchase of revenue stamp worth Rs. 100,No entry required as revenue stamp is a component of cash.,259:
The suspense account material in the works abstract is cleared ____,Never. Final charges are transferred to Register of Works,260:
The date on which ordinary maintenance and repair relating to Takavi Work is treated as closed,31 st October,261:
Authority to prescribe form of Lump sum contract,By Govt. in consultation with Law Officer,262:
Carriage charges for materials supplied direct to work or on hired labour shall be debited to work abstract under the head ____,Material,263:
Transaction of the Verna government or railways or other governments is shown by book transfer. State the book transfer entry in cash book with Dr/Dr,Debit and credit entries in cash simultaneously.,264:
Advance given to disburser in forest division will be treated as ____ advance,Forest Advance. Work advance when given to contractor/supplier.,265:
Petty advance to labourer out of the imprest or advance of the sub-ordinate should be classified as ___,No classification as it a part of cash/advance/imprest.,266:
"When a cheque in a forest division is drawn to replenish the chest, it should be shown is cash book as _",Debit entry,267:
Forest Divisional Officer should submit the completion report in respect of a work to ___,Conservator,268:
Payment for work executed but not measured shall be reflected in the Contractor ledger under the head ___,Advance payment,269:
Cost of transportation of material to store godown should be debited ___,Stock suspense,270:
Watch and ward of residential buildings is debitable to _____,Maintenance and repair (2216),271:
Cash found deficient on physical count shall be classified under ____,"MWA(minor head 799), (major head2059)",272:
During the progress of work is the expenditure recorded in the work abstract inclusive of cost of material or exclusive.,Exclusive. Inclusive cost is transferred to Register of Work after completion.,273:
Register of Revenue is maintained in ___(office),Divisional office,274:
"Where the license fee is recoverable in cash, a bill should be sent to licensee by ___(time)",The end of the month/on or before last day of month.,275:
"When the correction affects a head for which budget provision is obtained, the correction transfer may be effected by affording ____",Credit or minus credit as the case may be.,276:
Tools and plant ledger CPWA 15 is maintained in ___(office),Sub-division office,277:
Kinds of Tools and plant of a division ___(with name),General and Special,278:
Government che are grouped in to ___categories,Three categories A B and C categories.,279:
Division Office should obtain CPWA 3 and 3A from __,"Central Form Store, Kolkatta",280:
Who shall check the sanctions accorded by DO to cases of write off of store or loss of Public money,PAO,281:
The DA is responsible for bringing to the notice of DO all the irregular transactions on which action has not been taken at least once in ____,A month.,282:
"Based on the cost, the works in PWD are classified into ____class","Three. Major, Minor and Petty Works",283:
Percentage rate tender means,Percentage above or below the SoR or estimated rate.,284:
Matching contribution paid by PWD to employees' CPF will be debited to ____,2071,285:
"Materials worth Rs. 50000/ purchased in Jan 17, payment of which was made in Feb 17, the head to be debited on payment ___",MPSSA,286:
Amount deducted from contractor for bad work in building division reducing the value of work will be credited ___,"Reduction of the expenditure under Functional head (construction 4059 , maintenance/repair 2059)",287:
Income tax deducted from the bill of a contractor will be recorded in line ___of contractor bill.,8(B). 8(a) for deduction creditable to same head and 8(b) to other heads.,288:
Carriage charge for supply of material to a contractor of finished rate beyond promised place of delivery will be reflected in the work abstract under the head ___,"Contractor ""Other transaction""",289:
"If a contractor's bill has been prepared and passed for payment but not paid, the entry will be made in contractor's ledger under the head ____",Not to be entered in the ledger in such cases. If not paid for a month of more then credit to PW deposit and at that time appropriate entries will be made in all relevant accounts.,290:
"If a contractor handles more than one work in PWD, the number of contractor ledger will be maintained __",In PWD single ledge and in forest division a ledger for each such works.,291:
For item rate contractor the Form CPWA 26 is used for running account bill whereas CPWA ___is used for final payment,Same CPWA 26 but on yellow coloured form.,292:
Payment for Labour employed on commission basis through a contractor in PWD shall be made on form ___,Hand Receipt CPWA 28,293:
Amount payable on bill which is under check in the Divisional office and likely to be delayed ____,80 % of net amount payable.,294:
Unpaid muster roll wages are shown in the works abstract under the head ___ as___entry(+ -),Labour (-),295:
Operation accounts comprises the charges on three component ____,"Direct Materail, Labour and indirect and incidental charges",296:
Incidental charges are of two kinds ____,Ordinary and Special or Capital charges.,297:
An amount of 5000/ of 8009 was erroneously debited 2059 and when detected year of account was closed. Set the error correct,Dr 8009 cr 0059. If year was not closed then (-) debit 2059.,298:
Recovery on account of postal life insurance from the pay bill of forest division is classified as ___,"Under Book Transfer ""India Post""",299:
"If an error regarding classification came to notice in Forest account after the close of month's account, error will be set right by_",In the accounts of next month,300:
True/False; DA should personally check the arithmetic accuracy of all bills and accounts.,False. But he should ensure that 100% check conducted under his supervision.,301:
The amount of excess or shortfall representing the differences in value due to revision if rates etc.should be worked out ___,Yearly. At the end of each year.,302:
The expenditure incurred on ceremonies connected with the inauguration of important public works in the case of irrigation project(commerci) should be debited to __,Revenue head (2701/2702),303:
Who should ensure that correctness of the contractor ledger and also further see that there is no indication of a transaction pertaining to a running account having been settled in a form of bill not permitted to be used for the purpose,DA,304:
A material at site account in form CPWA 35 should not ordinarily be kept for ___,Petty Works,305:
"Once the verification of the unused balances if material is completed the first step should be taken with regard to disposal of ___(lost, surplus, damaged etc) store",Surplus material.,306:
DG(Works) is to give a division wise projection of expenditure and receipt to ___,Chief Controller of Acct,307:
State true/false; DO may make use of departmental cash receipt temporarily for current expenditure,Yes. But he has to deposit the cheque to treasury/bank before close of that month.,308:
When money is received by a Govt officer towards govt due it should be brought to the account in cash book after ___,At once.,309:
"If any case the material supply of which is stipulated in the contract do not become available in time, the action should be taken by DO __",Arrange it from market or other source and make available to the contractor.,310:
Conservator and other forest officers other than Divisional Forest Officer are also to submit their separate accounts to ___,AG,311:
In forest accounts no formal where the amount of error affecting does not exceed ____,Rs. 10/,312:
"When expenditure on Takavi work is not received in cash direct from persons interested , it is recoverable through/from ___",District and Revenue Authorities.,313:
Outturn accounts accounts means,Represents the value account of finished products of manufacturing/workshop account,314:
Recoverable payment in PWD means.,Payment recoverable from contractor which made to him for work not creditable to him.,315:
The main unit of classification in accounts denoting function is ____,Major head,316:
Grant is approved by __,Parliament,317:
Operation undertaken in the manufacturories/workshop of a division on behalf of other division/deptt shall be treated as operations of ___,Operation taking division,318:
Advance paid to family of deceased govt servant in excess of death benefit and irrecoverable should be debited to ____(Major head),2075,319:
Who should affix dated initial after the last entry of the day's transactions in the divisional cash book and stock accounts as a token of check.,DA,320:
Technical sanction need be communicated to Accounts Officer only when cost in respect of project and non project work exceed Rs. __ and Rs. __respectively,25 and 10 lakh,321:
"Once a transaction has been entered in Audit Note, the responsibility for having objection removed shall devolve upon ___",DO,322:
Who sanctions advance payment to contractor,SE. Secured advance may be sanctioned by DO,323:
Subject to fulfillment of certain conditions the extent of percentage of advance payable to the suppliers of store by PWD is __,0.9,324:
