question,answer,srno
"Receipts in the form of local cheques, or demand drafts (to be crossed) in favour of PAO (or endorsed in their favour) accepted by non-cheque drawing D.D.Os should be entered in___",The Register of Valuables (Form G.A.R. 5). These need not be entered in the Cash Book.,27:
"Receipts in the form of local cheques, or demand drafts (to be crossed) in favour of PAO (or endorsed in their favour) accepted by non-cheque drawing D.D.Os should be____",Remitted into the accredited bank duly supported by challans for credit to Govt. Account.,28:
The cash book should be closed regularly and completely checked. The Head of the Office should verify the totalling of the cash book or have this done by the writer of the cash book and initial it as correct-True/False,False. Not by writer of the cash book but some other responsible subordinate,29:
The Ministry/Department which keeps its cash book open even after the month of March in order to minimise the traffic suspense- cash-in-transit?,"Railways. (up-to 18th April for N.F. Railway, and up-to 10th April in respect of other Indian Railways)",30:
________should verify _______the cash balance in the cash book and record a signed and dated certificate to that effect,"Head of the Office, monthly (at the end of each month)",31:
"In case the verification of cash balance is not possible on the last working day of a month, it may be done on the ________",first working day of the next month before making any transactions on that day,32:
Cheque drawing D.D.O.s should indicate ___________against the original entry in the cash book so as to keep track of outstanding items from _______,"the actual date of realisation of the cheque or draft , receipt scroll",33:
A mistake in cash book should be corrected by drawing the pen through the incorrect entry and inserting the correct one in red ink between the lines and should be initialled by_____,The Head of Office (dated initial),34:
"A Government officer who handles Government money should not, except with the special sanction of the __________be allowed to handle also in his official capacity money which does not belong to the Government",Head of Office,35:
"Where large number of bank drafts, cheques are received by any departmental office action required for recording the same in the cash book are____",receipt and remittance of cheques and drafts into bank need not be entered individual item wise in the cash book(ii) The individual wise details should be recorded in the Register of Valuable (GAR 5). (iii) The total of the daily entries pertaining to the same classification from this register is carried to the cash book giving cross reference in the cash book,36:
Important point of security of Cash Chest are____,"(i) The cash chest/ almirah should be secured by two locks of different patterns so that the keys of one do not fit into the other.;  (ii) The keys of such locks should be kept in different persons’ custody and should not be opened unless both the custodians of the two locks are present for the purpose;  (iii) Duplicate keys thereof should be placed in separate sealed covers and lodged with different officers of higher rank or should be kept in accredited bank conducting business of the department concerned;  (iv) Rotation of the duplicate keys kept in sealed cover should be once a year, in April. ;  (v) the detailed procedure to be observed with regard to the custody of Government money in the possession of the departmental officers may be laid down by departmental regulations",37:
Adjustment of transactions of the Government with a State Government shall be made in accordance with such directions as may be given by __________ on the advice of _____,"The CGA, the CAG",38:
"The bank will be kept open for the conduct of Government transactions on a recognised holiday, or beyond normal business hours on any day under the direction/orders of the _____",The CGA or any officer so nominated by him.,39:
A departmental officers may normally receive cash up-to an amount not exceeding______.,Rs. 100 in each case,40:
"A Ministry, Department and, or union territory in consultation with the _____ may specify that only bank drafts but not cheques should be tendered in payment of Government dues",Controller General of Accounts,41:
"Where the payment of governmental due is tendered by the means of cheque or bank draft, the acknowledgement to having payment received should be given as soon as cheque or bank draft is received by the department-True/False","False. (Until cheque or draft is cleared, the Government cannot admit that payment has been received; consequently, the receipt of the cheque/draft alone may be acknowledged when it is tendered).",42:
Actions required to be taken in case a cheque/draft is dishonoured are___,(i) It should  be reported at once to the tenderer with a demand for payment in cash ; (ii) The dishonoured cheque/draft should be returned to the tenderer on surrendering the preliminary acknowledgement of the receipt of the cheque or draft or any token previously granted. ; (iii) The challan accompanying the cheque or draft and presented to the bank should not be returned to the tenderer but the same should be retained and destroyed in due course.,43:
"In the case of Government dues which are payable by a certain fixed date, The bank and or departmental office may, at its discretion, refuse to accept cheques or drafts tendered on ___ respectively",the last day by bank and on the last two working days by department offices.,44:
"Where the cheque or draft towards government due is tendered to the bank, it shall be deemed to have been paid on the date ______",on which it was cleared and entered in the receipt scroll.,45:
"Where a cheque or draft towards government is tendered to a departmental officer, it shall be deemed to have been paid on ______",the third working day after its presentation,46:
"Where the payment towards government due is sent by post (Money order), it shall be deemed to have been paid on_____",the date on which the cover containing it is put into the post,47:
The Head of an office at his discretion may authorise any other officer subordinate_____(gazetted/non-gazetted/either) to him to sign receipts for government dues for him.,Either gazetted or non-gazetted.,48:
"Where the field staff of the National Savings Organisation receive moneys on account of sale of savings boxes, the receipt need not be issue for the purpose- True/False",True.,49:
Receipt Book (GAR 6) may be obtained from____,"the Central Forms Store, Kolkata.",50:
_______may issue duplicates or copies of receipts granted for money received on the allegation that the originals have been lost.,No Government officer,51:
"Moneys received on account of revenues, receipts of the Government instead of being paid into the bank are utilised to meet departmental payments, _____(gross/net) receipts and the payments made should be accounted for in departmental records.",Gross receipt and payment.,52:
"When the departmental officer submits a formal claim, or bill to the Accounts Officer in adjustment of departmental receipts temporarily utilised for departmental payments, the words ""received payment by transfer credit to ______",the head of account to which the amount is creditable.,53:
"The supply of challan forms, printed forms of challan, which may with advantage be bi-lingual, shall be supplied by _________",the departmental officer or by the bank free of charge,54:
Receipts relating to _____ shall be credited or remitted by the _____ into the Reserve Bank of India and branches of specified public sector banks at a selected centre,"direct taxes and indirect taxes,  tax payers",55:
"In making rupee deposits to the Government Account in respect of imports financed under Direct Payment Procedure applicable to various foreign loans or credits, Form ______ shall be used invariably in ____","GAR 8, quadruplicate",56:
Fees payable by candidates in India for examinations conducted by the Union Public Service Commission or Staff Selection Commission should be remitted to_____,the Secretary of UPSC/SSC.,57:
Fees payable by candidates residing outside examinations conducted by the UPSC/SSC may be received by the ______,Missions abroad,58:
Withdrawal of money from the Government Account is made by presentation of bill. Who can authorise otherwise?,Department of Expenditure (Ministry of Finance)/Special Rule,59:
"When a person not in the Government employment claims payment for work done, service rendered or articles supplied, such claims shall, unless there are express orders of the Government to the contrary, be submitted through______",Head of Department or other responsible Government officer under whose immediate order the service was done or supply made.,60:
Payments to pensioners are governed by _____,Treasury Rules of the Central Government (319 to 374 both inclusive and 441),61:
Income Tax is deducted from the bill of the contractor/supplier under in accordance with provision contained in_____,"Section 194 C of Income Tax Act, 1961. It is deducted @2% provided the amount of bill is Rs. 30000/- or Rs. 100000/- in a year.",62:
Claims against the Government will become time barred if not preferred within _____ of their becoming due.,two year,63:
A time barred claim is paid after relevant requirements are met and pre-checked by the Accounts Officer in terms of the provision given in GFR-True/False.,True.,64:
Bill for all debt-head items should be drawn in separate forms printed in ______,red ink on white paper,65:
"Where the use of a bill purely in any regional language becomes unavoidable, a brief abstract should be endorsed in English under the signature of ________ stating the amount, the name of payee and the nature of the payment",the preferring officer,66:
"If any correction be necessary, the incorrect entry should be cancelled neatly in red ink and the correct entry inserted. Each such correction or any interpolation deemed necessary should be authenticated by the drawing officer under his/her initials with date against each-True/False",Full signature and not initial.,67:
The full accounts classification must be recorded on each bill by the_____,Drawing officer,68:
Charges against two or more major heads____(should/should not) be included in one bill.,Should not be (exception allowance pertaining to two or more major may be drawn on s single bill),69:
A Bill Register in Form GAR 9 maintained by all Heads of Offices should be reviewed ____,monthly by a gazetted officer.,70:
A Bill Transit Register in Form GAR 10 maintained by all Heads of Offices should be reviewed___,bi-weekly by a gazetted officer.,71:
"________ may authorise any Gazetted Officer serving under him to sign a bill or order for him, communicating the name and specimen signature of the officer to the _____ concerned.","The Head of an Office, the disbursing officer. However, the HoO will continue to be responsible for the accuracy.",72:
"When any kind of bill is required to be prepared in duplicate or triplicate, only one copy shall be signed or counter-signed in full and the other copy or copies may be only initialled and only the original copy shall be sent Accounts Officer or cheque-drawing D.D.O. for payment-True/False",FALSE,73:
Receipts from all sums exceeding _______ must be stamped otherwise exempted.,Rs.5000/- w.e.f. 10.09.2004. Prior to this it was Rs. 500/- (Applicable on net amount and not on gross amount),74:
Affixing of stamp for receipt of payment outside India will be governed by _____,The local rules of the country where payment is made.,75:
Who supplies Cheque books for departmental transactions?,The Accounts Officer (PAO) or Cheque Drawing DDO,76:
"Drawing Officers of the Defence, Railways and Posts and Telegraphs shall obtain their supplies of cheque books from____",respective departmental arrangements,77:
______can be authorised by______ to write cheque by means of cheque- perforating machines,"Accounts Officer, the Government (in such case the cheque form is obtained from the Deputy Controller of Stamps, Central Stamp Stores, Nasik Road)",78:
"Where cheques are authorised to be written by means of cheque perforating machines, the numbers assigned to cheque forms intended to be used during a particular period shall be intimated to the relevant branches of the accredited bank by the concerned ______",Principal Accounts Office.,79:
"The Accounts Officer or cheque-drawing D.D.O. shall notify to the branch bank upon with he draws, the number of each cheque book which, from time to time; he brings into use and the number of cheques it contains-True/False.",True.,80:
"Cheque books shall, on receipt, be carefully examined by _______who should count the number of forms contained in each and record a certificate of count on the flyleaf.",the drawing officer,81:
"In cases where withdrawal of funds by cheques is no longer necessary, all the cheque forms of cheque books which remain partly or wholly unused shall be surrendered to ______",the Accounts Office. The wholly unused will put to proper use after bringing them on charge and under intimation to the Principal Accounts Office. Partly used cheque forms are destroyed by burning under the personal supervision of the Accounts Officer.,82:
The loss of a cheque book or a blank cheque form shall be notified promptly to the ______,dealing bank branch,83:
"Cheques payable to Government officers to enable them to make disbursement in cash, such as of pay and allowances of establishments, of contingent expenditure on behalf of the Government, shall be issued in favour of _____","the disbursing Government officer concerned by designation, the word ""only"" being added after the designation of the payee officer on the cheque",84:
"Cheque bearing ""Account Payee only"" shall be issued wherever the amount exceeds Rs. _____ and Rs.____ in regard to salary cheque and non-salary cheques respectively.",1000 & 500,85:
Govt. servants shall exercise their option to receive their salary in cash or by cheque in the of _____,March every year for the ensuing financial year.,86:
"At Ministry/Department or UT’s headquarter level, the relaxation with regard to issue of salary cheques may be issued 'open' instead of 'Account Payee' cheques even when the amount to be paid in a case exceeds Rs. 1000 may be accorded by______",Controller of Accounts/Deputy/Chief Controller of Accounts with the approval of the Financial Adviser.,87:
"At other than headquarter level, the relaxation with regard to issue of salary cheques may be issued 'open' instead of 'Account Payee' cheques even when the amount to be paid in a case exceeds Rs. 1000 may be accorded by______",PAO with the approval of HoD (Report is submitted to CCA/DyCA/CA),88:
The period of validity of a cheque is_____,Three (3) months from the date of issue w.e.f.  01.04.2012 (CGA corrigendum 41). Prior to this three months after the month of issue,89:
The period of validity of a cheques drawn on local banks by the Indian Missions and Posts abroad is_____,subject to local regulations of the country concerned.,90:
Changing the date of cheque under the signature of the drawer was called_____,"Revalidation. It has been dispensed with. Presently, a fresh cheque to be issued by cancelling the old cheque.",91:
The fact of receipt of the time-barred cheque and action taken should be noted on _____,"The counterfoil of cheque and in the register of cheques delivered. When a new cheque is issued, the cross reference to be made in counterfoil of the new cheque.",92:
"In case of issue of a fresh cheque instead of a time-barred cheque by a cheque drawing D.D.O., he should ______",deface it suitably and forward it to the Pay and Accounts Office,93:
"where a cheque is issued and withdrawn, the cheque should be cancelled and defaced after making a note on its counterfoil and should be forwarded to ______",the PAO in case drawer in an NCDDO and where the drawer is a cheque-drawing D.D.O. entries in the accounts should be suitably reversed.,94:
"If cheque issued is not in the drawer's possession and also not paid, he should promptly send an intimation to stop payment of the cheque by registered post (acknowledgement due) to the ____","Bank branch on which it is drawn. In case the drawer is a CDDO, he should inform the PAO.",95:
A cheque remaining unpaid for any cause for a period of ______and not surrendered for renewal should be cancelled.,Six months after the month of its issue/from the date of issue.,96:
Fan-fold cheques are used in the ______,Defence Accounts Department. It does not have counterfoil and so cancellation of such cheque is recorded on schedule of cheque issued or bill payment register.,97:
A fresh cheque in lieu of a cheque alleged to be lost may be issued by PAO/CDDO within a period of ______,"one year from the date of issue of the original cheque. With the concurrence of Principal Accounts Officer, one year from the date of issue of the original cheque or 3-1/2 years from the date on which the relevant claim had become due, wherever this is beneficial",98:
Who issues a Non Payment of cheque certificate to the CDDO?,"PAO. On receiving a copy of bank’s acknowledgement to Stop Cheque Payment request from the cheque-drawing D.D.O, PAO issues the said certificate.",99:
"In cases where a fresh cheque is issued for a cheque allegedly lost and both are noticed to paid, the amount of ________ shall be placed to______","Old cheque, Suspense Accounts (8658-Cheque cancelled but paid). The cheque cancelled but paid are taken out of payment scroll and placed under the personal custody of the PAO till the same is either recovered or written off.",100:
"If a cheque is handed over to the payee or to his authorised messenger, the date of payment will be reckoned from the day_____","the bank's working day next to the date of the cheque or the specific date i.e. post- paid. In case of bank draft, the date handed over or specific date mentioned on the DD. In case put to post, then date of putting into post or specific date whichever is later.",101:
"Cases of payment of Rs. ______ to a _______ have to be authorised by the ________through the Reserve Bank of India, New Delhi","1 crore and above, public sector undertaking/ Government aided institution, concerned PAO at New Delhi",102:
The amount of _______ assignment authorised in favour of cheque drawing D.D.O.s shall be communicated to the accredited bank branch by the _____,"Quarterly, Accounts Officer concerned. This is applicable in case of cash assignment number and Letter of Credit.",103:
__________ is responsible to ensure that at no time the amount assigned in the letter of credit is exceeded by the payment of any cheque.,The paying branch,104:
The cheques issued during the last quarter but presented for payment during the next quarter within the period of validity will be taken by the bank against the assignment of the year in ___,Which they were drawn and not against the assignment of the year in which they are paid,105:
Specimen signatures of every Government officer handling government transaction shall be communicated to_____,Accounts Officer & bank branch concerned. It is sent by a superior officer or his predecessor.,106:
_______ are exempted from circulating the specimen signature of their officers,The Mint Masters,107:
The cost of remittance where money due by the Government is paid by Postal Money Order shall be borne by _____,the payee,108:
"When money is withdrawn for payment and payee does not receive it (or arrange to receive it) within ______ in spite of intimation and where individual payments are of value upto _____, the money may be remitted to the payee by postal money order irrespective of whether a request to this effect has been received from the payee or not.","a month from the date of drawal, ₹ 100",109:
"In all cases in which it is not possible or expedient to support a payment by worker or by the payee's receipt, a certificate of payment duly signed by the _______ and counter-signed by ______","disbursing officer, his superior officer",110:
"Where it is necessary to complete the record of office,  a certified copy, marked 'duplicate', of a receipted voucher duly acknowledged by the payee may be retained by the disbursing officer-True/False",False. A duplicate copy may be retained but it should not be acknowledged by the payee,111:
Every voucher must bear a pay order signed or initialled duly by hand and in ink by the ________,responsible disbursing officer.,112:
The responsibility for an overcharge shall rest primarily with the drawer of a bill and therefore no recovery from controlling officer or of the Accounts Officer may be considered in any case-True/False,False. In the event of culpable negligence on the part of the controlling officer or of the Accounts Officer that the question of recovery from either of them may be considered.,113:
"When an Accounts Officer disallows a payment as unauthorised, the disbursing officer should_____",not only to recover the amount disallowed without listening to any objection or protest but to refuse to pay it in future till the Accounts Officer authorises the payment to be resumed.,114:
Recoveries may not ordinarily be made at a rate exceeding ______ of pay,"one-third. Recovery at Higher rate when the Government servant affected has acted contrary to orders or without due justification or taken an advance for a specific purpose, not utilised it for the purpose (for which the advance was sanctioned) within the prescribed period, and failed to refund the outstanding amount within the stipulated date.",115:
Bills for monthly pay and fixed allowances of Government servants may be signed at any time not earlier than _______ before the last working day of the month,5 days,116:
Working day with respect to day on which payment is made means_______,"The office in which the disbursement is to be made, the Accounts/Pay & Accounts office which has issued the salary cheque and the bank are all open for transacting their respective ordinary business",117:
The monthly salary bills to be presented at the offices of the departmental PAO and CDDOs may be signed well in time to ensure that they reach the concerned office by the _____of the month to which the bills relate,20th,118:
"The monthly bills or pay and allowances of all Government servants posted at localities remote from the station of the concerned drawing and disbursing officer may be presented to the Accounts Officer, or Cheque Drawing DDO as the case may be, not earlier than the ____ of the month to which pay and allowance belongs to.",15th (in order to obtain DD and ensure to reach by the 7th of following month),119:
"In the case of the Indian Missions abroad, pay and allowances of the locally recruited staff may be disbursed in accordance with the _______",local laws and customs.,120:
"Heads of Indian Embassies, High Commissions or other Missions abroad, may authorise payment of salary and allowances of the locally recruited employees for the period not beyond the date preceding the day of payment (part payment) on account of_____",local importance and following local practice.,121:
Who shall make necessary deductions for licence fee of public buildings recoverable from Government servants when demand statements are received from the Public Works Divisional office or any other authority in charge of such buildings?,HoD or DDO. Demand Statement is received in duplicate in case where the Accounts Officer is same for building in charge and Department and in triplicate where the Accounts Officer are different.,122:
"Where the licence fee of a Govt. servant is limited to a certain percentage of his emoluments and his emolument is changed retrospectively, recovery of changed licence fee will be made from ____effect",Retrospective.,123:
The recovery of licence fee from the Central Government servants in respect of buildings belonging to a State may be made in accordance with such procedure as may be prescribed by ____,the State Government concerned.,124:
The detailed rules or procedure for recovery of licence fee in respect of such buildings under administrative control of a Departments of the Central Government other than Public Works Department are prescribed by______,Department concerned in consultation with its Accounts Officer.,125:
General Pool accommodation falls under the Control of ______,Director of Estates,126:
"A sum disallowed by the Accounts Officer from a travelling allowance bill may be recovered from the next payment of travelling allowance, or in cash or from the next pay bill if the Government servant concerned does not present any other travelling allowance bill within _____",a month.,127:
"When the pay of a Government servant is attached by any order of a Court of Law, it is the duty of the ________to see that the proper deduction is made in satisfaction of such order.",officer receiving the attachment order.,128:
"in execution of any decree other than a decree for maintenance, salary liable to be attached to the extent of ______",One third of (salary-1000). Exemption Salary-1000* 2/3,129:
"Where any part of the salary that has been under attachment, whether continuously or intermittently, for a total period of _______ such portion shall be exempt from attachment until the expiry of further period of ____","twenty-four (24) months, twelve (12) months- other than maintenance case",130:
"Where attachment has been made in execution of one and the same decree, shall be finally exempt from attachment in execution of that decree after the attachment has continued for a total period of _____",twenty-four (24) months- other than maintenance case,131:
In execution of any decree for maintenance portion of salary exempted from attachment is___,One third of the salary. Attachable portion 2/3 of salary.,132:
Salary with respect to attachment of pay by order of a Court means____,the total monthly emoluments excluding any allowance derived by a person from his employment whether on duty or on leave.,133:
Is Dearness Pay exempt from attachment by order of a Court? -Yes/No.,Yes. It is actually a part of the dearness allowance and is treated as pay for certain specific purposes only.,134:
"If an order of attachment against a Government servant is received before a previous order of attachment against the same Government servant has been fully complied with, the disbursing officer will______",honour the order if the total amount of decree is within the prescribed limit. In case exceeds the limit the disbursing officer will return the orders to courts with an statement showing the detail of existing attachment order.,135:
"In the event of attachment of pay, deductions on account of subscriptions to provident funds recognised by Government, Income Tax, dues of co-operative societies and debts due to Government should be made from the ______ portion of the Government servant's salary.",non-attachable part of the salary.,136:
"When the salary is payable in cash in the event of attachment, it should be paid on form___",Form GAR 24,137:
"In the case of an attachment order issued by a Court in India against a Government servant whose pay and allowances are to be disbursed outside the local limits to which the Code of Civil Procedure, 1908 extends, who shall be responsible for deduction and remitting the amount to the Court?",DDO of the concerned Ministry/Department/UT,138:
The cost of remittance to a Court of money realised under its attachment order shall be borne by_____,amount deducted from the amount realised and the net amount remitted to the Court,139:
Profession tax is levied by_____,The State Government where the Government Servant works.,140:
The competent authority may authorises the drawal of pay and allowances of a newly appointed Government servant without a medical certificate of fitness for a period ___,not exceeding two months,141:
The cost of remitting salary him by bank draft at par or Postal Money Order to a Government servant is out-stationed on tour shall be borne by_____.,The Government and amount is debited to office contingency.,142:
"The pay and allowances due in respect of the old post which could not, be drawn at the time of a transfer should be paid on the basis of a Due & Drawn Statement raised by_____","The DDO where the Govt. servant was transferred and get it pre-check and confirmed from the previous DDO. In case of inter-departmental transfer, the previous office will have to accept the debit.",143:
Pay and allowances or leave salary Government servant is permissible to be paid away through agent-True/False,True. It is subject to special authority of the Govt. and production Government servant's formal acquaintance through messenger or agent.,144:
In cases where any general pool accommodation is allotted to Officers whose pay and allowances are drawn from other than Central Government's Civil Estimates licence fee recovered is required to be remitted by the respective Accounts Officer to ________,"the Directorate of Estates (Other department .i.e. Posts and Telegraphs, Railways, Defence or State Governments and other cash paying departments).",145:
"A Government servant or a single person cannot be constituted as an 'agent' for the purpose of this rule, except_______",when he/she holds a legally valid power of attorney to act for the Government servant concerned,146:
"When an agents is authorised to receive payment on behalf of a Government Servant, Who should give the Government a bond of indemnity as a security against any loss in the case of over-payment?",the Agent.,147:
"In cases in which a judgment-debtor does not sign the acquaintance roll and intentionally allows his pay to remain undisbursed, the Head of Office should_______",the pay of the judgment-debtor in satisfaction of the attachment order and remit the amount to the court concerned,148:
"In case of transfer of a Government Servant, the arrears on account of dearness allowance is paid by_____",DDO of the new office without raising a Due & Drawn Statement.,149:
A register of power of attorney should be maintained by _____ in the form prescribed in the _____,"the disbursing officer, Government Securities Manual",150:
"State Cooperative banks, State-owned or control-led banks, which are not included in the Second Schedule to the Reserve Bank of India Act, 1934 may be allowed to render a bond of indemnity by _______ in consultation with ____","the Government, the RBI",151:
A Government servant may specifically requests for the remittance of his dues by means of demand draft if he/she is on earned leave exceeding _____,one month. Same applies to Group D employees where the cost is borne by the Govt.,152:
"In cases where a period of leave is followed by transfer, any portion of leave salary which was not drawn at the old station, may be drawn at the ______",New office.,153:
"Government servants serving in the Missions abroad may, for the period of leave spent in India, draw their leave salary in India on bills drawn by _______",the Department concerned on the basis of the last pay certificate issued by the Mission concerned,154:
"Arrears of pay, fixed allowances or leave salary shall be drawn in the ordinary monthly bill-True/False",False. It should be drawn in a separate bill and not in ordinary monthly bill.,155:
"The travelling allowance bills of Government servants proceeding on tour shall be presented at convenient intervals during the period of their tour or immediately on return to the headquarters and, as far as practicable, before ________ if the tour has been completed before that date",31st day of March,156:
________ is personally responsible for the amount drawn on a bill signed by him or on his behalf until ______,"The Head of an Office, he has paid it to the person entitled to receive it and has obtained a legal quittance",157:
The detail of legal acquittance for having received payment obtained in an Acquittance Roll in Form G.A.R. 24 will be filled in from ______,Bill Check Register in Form G.A.R. 19,158:
The amount of undisbursed pay and allowances may be retained for any period not exceeding____ by ______,"three months, the Head of Office. Short-drawl in another bill or refund the amount.",159:
An abstract of amounts remaining undisbursed for three months should be prepared on the basis of entries made in _____,GAR 25,160:
Security for an amount at the time of retirement of a Government servant towards Government demand may be obtained by with-holding a part of _____,the gratuity,161:
Day in the context of death of a Government Servant means_____,a calendar day beginning and ending at midnight,162:
Pay and allowances of all kinds claimed on behalf of a deceased Government servant may be paid without production of usual legal authority by the Head of Office provided value of such claim___,"does not exceed ₹ 10000/- . However, Indemnity Bond (GAR 26) and minimum one surety is required. Where the value is in excess of ₹ 10000/- on production of Indemnity Bond (GAR 26) and minimum two sureties",163:
It should be ensured by the officer accepting Indemnity Bond in GAR 26 that the obliger as well as the sureties executing the indemnity bond should have attained majority-True/False,True. So that the bond may have legal effect or force. The bond should be in in the name of the President of India {Article 299(1)},164:
All incidental and other expenses pertaining to works and tools and plant will be classified as_____,Work or Tools and Plant as the case may be but Not Contingent expenditure.,165:
Contingent charges are of_____ types.,"Five. Contract, Special, Scale-Regulated, Counter-signed and Fully Vouched.",166:
The maximum amount that can be disbursed out of Permanent Imprest Advance towards payment of contingent charges is___,"₹ 2000/- The monetary limit will not apply in regard to claims relating to Telephone, Electricity and Water bills in the case of a non-cheque drawing DDO stationed away from PAO and CDDO.",167:
"The pay of Group D servants, by whatever designation they may be called, who have been or may be, declared by competent authority to be ineligible for pensions may be treated as contingent expenditure-True/False",TRUE,168:
No sub-vouchers may be destroyed until after a lapse of _____,three years,169:
A sub-vouchers for more than _____ each shall be submitted to the Accounts Office in respect of contingent charges,₹ 500/- (the CGA on the advice of the CAG may direct otherwise),170:
"In respect of contract contingencies, the bill shall be presented in a form _____","GAR 29. No sub-voucher needs to be attached and sent to Accounts Officer. Fully vouched contingent charges-and special provisions relating to telephone, electricity and water charges is also presented in GAR 29 duly supported by sub-vouchers",171:
"The numbers assigned to sub-vouchers pertaining to each entry in the abstract bill shall be detailed against the entry concerned, the amount being given only in those cases where a sub-voucher is for_____",more than ₹ 50.,172:
The monthly detailed bill shall be signed by the Head of the Office and submitted to the Controlling Officer or to the Accounts Officer  with all sub-vouchers amounting ____,above ₹ 50. The countersigning officer shall submit sub-vouchers for items for more than Rs.200 each to Accounts Officer. This limit can be relaxed by the CGA on the advice of the CAG.,173:
The detailed bills duly signed by the controlling officer shall be sent to the Accounts Officer direct within _______ from the date of receipt of such bills in his office.,a month,174:
Bill for contingent charges requiring counter signature before payment shall be drawn in Form ___,GAR 32,175:
Payment not exceeding ₹ 2000/- for purchase of service postage stamps may be made out of Permanent Imprest Advance-True/False,Purchase of Service Postage Stamp shall not be made in cash. It is done by issuing a Crossed 'Government Account' cheque.,176:
Advance payment on account of purchase of store and its settlement is made on form___,GAR 30 and GAR 29 respectively.,177:
Payments for all purchases ordered through the India Supply Missions at London or Washington will be arranged by _______,"the High Commission of India, London or Indian Embassy, Washington, as the case may be. The debits being passed on to concerned Ministry/Department in India by Ministry of Foreign Affairs for adjustment.",178:
"Where the time schedule of payment permits, the Accounts Officer will make payment to foreign supplier by bank draft in the specified foreign currency, the cost will be borne by___",Government. The cost of the bank draft in rupees as reflected in the bank scroll will be booked by the Accounts Officer against the relevant head of account.,179:
"Instructions regarding procedures for payments to foreign suppliers for imports covered under various foreign aid programmes and procedures for accounting of cash and equipment grants received by the Government from various foreign Governments or Institutions, are issued ______","Controller of Aid Accounts and Audit (CAAA), Department of Economic Affairs, duly approved by the CGA on the advice of the CAG. Such instruction will be issued for each loan, credit or grant agreement, separately.",180:
Wages of labourers engaged departmentally shall be drawn on _____,muster rolls,181:
Unpaid wages drawn on Muster Roll shall be recorded in the Muster Roll and carried forward from muster roll to muster roll until they are paid-True/False,True.,182:
