question,answer,srno
The reconciliation statement of the figures given in Appropriation and Finance Accounts exhibits three elements. Those are____,"(i) total expenditure according to Appropriation Accounts; (ii) total of recoveries, and (iii) net total expenditure as shown in the Finance Accounts",14:
A detailed statement showing recoveries relating to each grant/appropriation should be the included as an appendix to the ________,Appropriation Accounts (Appendix II),15:
The Appropriation Accounts relating to State Governments are prepared by the respective State Accountants General (A&E) except in case of the State Government of ______,Goa and Union Territory Government of Pondicherry,16:
The Appropriation Accounts and Finance Accounts are compiled by the_____,AG (A&E).,17:
The draft Appropriation Accounts and Finance Accounts is sent to Accountant General (Audit) for carry out an independent check after a check by _______,ITA Wing  under AG (Audit),18:
"It is not necessary as all the three documents i.e. Appropriation Accounts, Finance Accounts and Audit Report on these accounts should be submitted to the State Legislature simultaneously-True/False",False. (These documents are forwarded simultaneously to the CAG for countersignature/ signature),19:
________ is fully responsible for finally submitting both the draft accounts and printed copies of the Accounts.,The Accountant General (A&E).,20:
______prepares the Combined Finance and Revenue Accounts.,The CAG,21:
An advance copy of the draft of the Appropriation Accounts of the grant/appropriation and the draft Notes and Comments proposed to be inscribed therein should be sent by _____ to ____,"The Compiling Officer, each authority responsible for controlling expenditure against a grant/appropriation.",22:
Which is transmitted first to AG (Audit) by AG (A&E)- Appropriation accounts or Finance Accounts?,"Finance Accounts (FA by 5th October, AA by 25th October)",23:
The important time schedules with respect to preparation and submission of Appropriation and Finance Accounts are____,(i)Finance Accounts: Transmission to AG (Audit) by AG (A&E)- by 5th October every year; Return to AG (A&E) by AG (Audit)- by 25th October every year; Handing over to the Press for printing- by 5th November every year.(ii)Appropriation Accounts:  Transmission to AG (Audit) by AG (A&E)- by 16th November; Return to AG (A&E) by AG (Audit)- by 2th October every year; Handing over to the Press for printing- by 25th Nov every year.,24:
The observations/comments of the AG (Audit) will be attended to and settled by the concerned AG (A&E) within _____of the return of the checked copies of the Finance Accounts and Appropriation Accounts,one week,25:
The Accountant General (A&E) shall furnish_____ progress report about printing of the Appropriation Accounts and Finance Accounts to the CAG,fort-nightly,26:
AG (A&E) will furnish ____ Printed (bound) copies of the Appropriation Accounts and Finance Accounts of their respective States to the CAG for signature so as these could be available for presentation to the Legislature during the ______session,"Five (05), Budget",27:
_______ copies of Appropriation Accounts and Finance Accounts are required by the CAG _____(including/excluding) one for transmission to the Press Information Bureau of the Government of India) after the documents are placed before the Legislature.,"Nineteen (19), including.",28:
The AG (A&E) furnishes certificate to Appropriation and Finance Accounts in pursuance of provision contained in_____,"Article 149 and provisions of the DPC Act, 1971",29:
The AG (Audit) furnishes certificate to Appropriation and Finance Accounts in pursuance of provision contained in_____,"Article 149 & 151 and provisions of the DPC Act, 1971",30:
Any error noticed in the printed copies of the Appropriation Accounts or/and Finance Accounts before forwarding to the Government should be corrected ______,by neatly correcting in manuscript in the copies sent to the CAG or by printing errata.,31:
"Where any error is noticed in Appropriation and Finance Accounts after they were forwarded to the Government, the matter should be brought to the notice of______",the CAG,32:
"In cases where a correction slip is required to be issued after the Appropriation and Finance Accounts have been forwarded to Government, the same may be issued in the name of_____",The Accountant General (A&E) who was responsible for preparation of the accounts. The slip does not bear any date.,33:
The CAG should ensure that any such correction slip issued after the accounts have been forwarded to the Government is pasted in the copies signed by the Comptroller and Auditor General which are to be laid on the table of the legislature-True/False,False. It will be ensured by the AG (A&E) who issued correction slip.,34:
"In cases where an error is noticed after the accounts are laid before the legislature, correction slip will be issued by____",No correction slips can be issued. But they should be reported to the CAG with an explanation for the delay in noticing them.,35:
Appropriation Accounts/Finance Accounts to be classified as ______ till their presentation to the Legislature,Confidential,36:
The Finance Accounts are prepared in _____ parts,Two- Part I- Summarised Statements and Part II- Detailed Statements,37:
Financial results of irrigation schemes are included in which part of Finance Accounts?,Part I- Summarised Statement. Also go thorough other statements accordingly.,38:
Proforma accounts bringing out the financial results of Government’s commercial and trading activities are included in the Finance Accounts-True/False.,False. It is not included in Finance Accounts.,39:
"Who renders a certificate stating  he is satisfied that the balances whether in cash or investments, under each head under “Debt, Deposits and Remittances” have been duly verified and found to agree with the relevant record  and in which accounts?","AG (Audit), Finance Accounts",40:
The printed copies of the Appropriation Accounts and Finance Accounts should be submitted to the Comptroller and Auditor General for his signature at the latest by _____,the 31st January,41:
The classification of government transactions in Appropriation and Finance Accounts should follow the ______,Budget,42:
The main thrust of Appropriation Accounts is to focus and highlight _____,Major excesses/savings,43:
Re-appropriation orders relating to the previous years after closure of Accounts should _____(be/not be accepted and acted upon) in preparation of Appropriation Accounts,not be accepted and acted upon,44:
"When huge provision of funds are made through re-appropriation under New Service, ______ should be briefed and suitable guidelines issued in the matter.",Public Accounts Committee,45:
The nomenclature of the Head of Account should conform to the classification given in the_____,List of Major and Minor Heads of Accounts,46:
Who has to conduct a check while scrutiny of the Finance Accounts that variation between Revised Estimates and actuals have been properly examined to ensure that no serious misclassifications have occurred?,ITA,47:
"While checking the draft Finance Accounts, the ITA should see that entire balance under __________(major head) has been transferred to ______(major head)","8782 Cash Balance- Remittances etc.-Cash Remittances between Treasuries & Currency Chests, “8999 Cash Balance- Remittances in Transit (Article 8.11 of the Account Code for AG)",48:
"In Detailed Statement of Receipts, Disbursements and Balances under Heads of Account relating to Debt, Contingency Fund and Public Account, no balance should appear against the head _______the entire account balance should be shown against _____","“8675-Reserve Bank Deposits”, “8999-Cash Balance-Deposits with Reserve Bank.",49:
Minor head “Writes-off from heads of account closing to balance” is located under the Major Head____,8680- Miscellaneous Government Account,50:
"The figures appearing against this head in Statement titled Detailed Statement of Receipts, Disbursements and Balances Under Heads of Account Relating to Debt, Contingency Fund And Public Account (current debits/credits), should be verified with reference to the sanctions issued by_____",The CAG or by the AG in certain cases,51:
"In Appropriation and Finance Accounts, the letter ‘R’ stands for ____","Re-appropriations, withdrawals or surrenders sanctioned by a competent authority. O-Original grant/appropriation, S-Supplementary grant/appropriation",52:
Which type of expenditure is shown in italics in annual accounts ______,Charged Expenditure,53:
The monetary limits and/or percentages with respect to excess/savings may be prescribed by___,The State PAC,54:
Where the monetary limits and/or percentages with respect to excess/savings are prescribed the Accountant General should not include cases falling within such limit or percentage irrespective of the fact that he considers such cases important enough to bring to the notice of the Legislature irrespective of the limits-True/False,False. The AG is open to include cases which considers important irrespective of the limits.,55:
Funds made available under Vote on Account may be utilized for expenditure on a ‘New Service’- True/False,False.,56:
Block of major heads under the Sector E Public Debt within the Consolidated Fund is ____,6001 to 6005.;  (i) Tax Revenue Receipt (A): 0020 to 0045 (0005 to 0008-GST) ;  (ii) Non-Tax Revenue Receipt (B): 0046 to 1475;  (iii) Grant-in-Aid & Contribution (C): 1601 to 1606;  (iv) Revenue Expenditure (A to D) : 2020 to 3606. (General/Social/Eco/GIA);  (v) Capital Receipt: 4000;  (vi) Capital Expenditure (A to D): 4046 to 5475 (General/Social/Eco/GIA);  (vii) Loan & Advances (F): 6075 to 7615;  (viii) Inter-State Settlement (G): 7810;  (ix) Transfer to Contingency Fund (H): 7999;  (x) Contingency Fund: 8000;  (x) Public Accounts (I to N): 8001 to 8999,57:
Reserve Funds are locate within which part of the Government Accounts?,Public Accounts (Sector J:8115 to 8235). It is divided into two types-Interest bearing and non-interest bearing,58:
Deposits in government accounts are ____types.,Two types-Interest bearing and non-interest bearing.,59:
In statements of Appropriation Accounts and Finance Account the amount may be written in lakh or crore of rupees but in the explanatory notes the amounts may be mentioned_____,in crores of rupees,60:
"In the statement relating to Guarantees given By the State Government, the details of guarantees given by the State Govt. to______ are included.",1. Statutory Corporations  2. Municipal Corporations and Other local bodies  3. Government Companies 4. Other Joint Stock  Companies 5. Co-operative Banks and Societies and 6. Other institutions,61:
In detailed statement of capital expenditure detail individual works/schemes shall be included where the sanctioned estimate/actual progressive expenditure of a project works/schemes exceeds Rs.____,50 lakhs or such other limit fixed by Headquarters office.,62:
Details of loans and Advances by the State Government are shown _____ head wise.,Minor,63:
The individual loans and advances may be mentioned in the detailed statement of Loan and Advance only when the balances at the end of the year _____,Exceeds Rs. 25 lakhs or any higher amount fixed by Headquarters office.,64:
"In the case of Finance Accounts, the figures in the summarized statements may be rounded off to crores or lakhs of rupees as may be convenient whereas in the detailed accounts and statement, the figures should be given in ______",units of rupees.,65:
"In the case of Appropriation Accounts while the Appropriation Accounts of each grant/appropriation will give the figures units of rupees, in the case of group heads selected for comment the figures will be given in ___",lakhs of Rupees to two points of decimal.,66:
All the statements of Appropriation and Finance Accounts should be printed_____,Vertically and not horizontally.,67:
