question,answer,srno
"A sanction for any fresh charge shall, unless it is specifically renewed, lapse if no payment in whole or in part has been made during a period of _______ from the date of issue of such sanction.",twelve (12) months with certain exceptions.,38:
"When there is a specific provision in a sanction that the expenditure would be met from the Budget provision of a specified financial year, it shall lapse_____",at the close of that financial year,39:
"A sanction will not lapse within the period of one year of the date of issue of that sanction, even if the actual payment in whole or in part has not been made during the said period in case of______",purchase of stores if tenders have been accepted (in the case of local or direct purchase of stores) or the indent has been placed (in the case of Central Purchases) on the Central Purchase Organization within one of date of such sanction,40:
"A sanction in respect of an addition to a permanent establishment, made from year to year under a general scheme by a competent authority, or in respect of an allowance sanctioned for a post or for a class of Government servants, but not drawn by the officer(s) concerned, shall lapse after___",Shall not lapse.,41:
Provision for remission of disallowances by Audit and writing off of overpayments made to Government servants has been made in____,"Delegation of Financial Power Rules, 1978",42:
"Any loss or shortage of public moneys, stores or other public property shall be immediately reported by the subordinate authority concerned to the three authorities______",(i) next higher authority (ii) the Statutory Audit Officer and (iii) to the concerned Principal Accounts Officer (with certain exception),43:
Petty losses of value _____need not be reported to concerned authorities.,not exceeding Rupees ten thousand (Rs.10000),44:
Cases involving serious irregularities shall be brought to the notice of ______,"Financial Adviser or Chief Accounting Authority i.e. Secretary of the Ministry or Department concerned and the Controller General of Accounts, Ministry of Finance.",45:
Report of loss shall be made at _____,two stages (i) An initial report and (ii) The final report,46:
"The loss should be disposed of by the Head of Department in accordance with the power delegated under Delegation of Financial Power Rules, 1978. However, the reports, which he cannot finally dispose of under the delegated powers, shall be submitted to_____",the Finance Ministry.,47:
"An amount lost through misappropriations, defalcation, embezzlement, etc., may be redrawn on____",a simple receipt,48:
Who will bear the loss to Government on account of culpability of Government servants?,Central or State Government concerned.,49:
All cases involving loss of Government money arising from erroneous or irregular issue of cheques or irregular accounting of receipts will be reported to the ______,The CGA,50:
"All losses of government property due to suspected fire, theft, fraud etc. shall be invariably reported to the Police provided the loss amounting to ______",above the value of Rupees Fifty thousand (Rs. 50000),51:
"All loss of immovable property ______caused by fire, flood, cyclone, earthquake or any other natural cause, shall be reported at once by the subordinate authority concerned to Government through the usual channel.",exceeding Rupees fifty thousand (Rs. 50000),52:
A copy of the _______of loss or an abstract thereof should be forwarded to the Audit officer and Pay and Accounts Officer.,Detailed report (at the time of submission of detailed report to the Govt.),53:
Which rule (s) of GFR 2017 deal with submission of records and information to Audit?,Rule 39 to 41.,54:
If the contents of any file are categorized as ‘Secret’ or ‘Top Secret’ the file maybe sent personally to the Head of the Audit Office-True/False,TRUE,55:
Which Article of the Constitutions deals with the Budget or Annual Financial Statement?,"Article 112 to 116; (i) Article 112 (1) Presentation to Houses of Parliament; (ii) Article 113: Procedure of budget ; (iii) Article 114: Appropriation bill; (iv) Article 115: Supplementary, Additional, Excess Grant, ; (v) Article 116: Vote on Accounts, Vote on Credit, Exceptional Grant and Token Grant;",56:
Who shall cause to lay the budget before the Houses of Parliament?,The President. Finance Minister just makes arrangement to lay the same,57:
"With the merger of Railway Budget with the General Budget, the Demands for Grants and the Statement of Budget Estimates of Railways shall also be part of the General Budget from year___",2017-18,58:
"The authority estimating receipt shall give the break-up of the Major Head, Minor/Subhead/ Detailed wise estimate along with actuals of the past ______",three years,59:
The accounting heads under which major tax and non-tax revenues are collected shall be prescribed by _____ in consultation with the _______,"the administrative Ministry, Budget Division in the Finance Ministry",60:
"Tax revenues, non-debt capital receipts including disinvestments and borrowings are managed by______",Various departments under Ministry of Finance. Non-tax revenue are managed by other Ministries/Departments/Autonomous bodies.,61:
User charges is a ______types of revenue.,Non-tax,62:
Rates of user charges should be linked with appropriate price indices and reviewed at least every ___,three years.,63:
User charges is fixed through____(executive orders/statue),Executive Order or Rules so that it can easily be revised.,64:
"Settlement of payments against supplies arranged by the Directorate General of Supplies and Disposals (DGS&D) in the Department of Supply; in the Ministry of Commerce on behalf of Railway, Defence and Posts is done through_____","Central Accounts Section, RBI (Nagpur). Other transactions which are settled through Central Accounts Section; (i) Dividend payable in lieu of tax on Railway Passenger Fares, by Railways to Central Revenues.; (ii) Loans from General Revenues to Railways and recovery of interest on loans and advances to Railways.; (iii) Settlement of Income Tax recoveries made from staff salary bills of Railways.; (iv) Settlement of transactions pertaining to Centre and other states against the balance of a state.; (v) Transactions of the Central and State Government handled in other countries by the Indian Embassies/Missions",65:
Dividends and profits including the transfer of surplus from Reserve Bank of India are part of ____revenue,Non-tax,66:
Article ______deals with charged expenditure whereas voted expenditures are dealt in Article ___,"Article 112(3), 113 (2)",67:
The detailed estimates of expenditure shall be prepared by which head of accounts? (Major/minor etc),Object Head. It is the primary unit of appropriation of fund.,68:
Only one Demand for Grant is presented in respect of each Ministry or Department no matter how large is a Ministry or Department-True/False,False. It is generally but for large ministries/departments more than one demand for grant may be presented.,69:
The Demand for Grants shall be presented to Parliament at _____ levels.,Two levels (Main Demand & Detailed Demand),70:
Departmentally Related Standing Committee” (DRSC) of the Parliament considers ____demand presented to Parliament by______.,"Detailed demand for grant, concerned Ministries/ Departments. Main demand for grant is presented by Ministry of Finance (Budget Division) along with Budget",71:
The forms for Annual Financial Statement (Budget) and Demand for Grant are prescribed by____,Ministry of Finance.,72:
Who prepares Outcome budget Statement?,Department of Expenditure in consultation with NITI Aayog and concerned ministries/departments,73:
The Budget statement where outlays are linked against each scheme/project with the outputs/deliverables and medium term outcomes in measurable/quantitative terms is called_____,Outcome Budget.,74:
"To cover expenditure for a brief period pending the completion of the budget procedure under Article 113, the permission given by the Parliament is called_____",Vote on Account. Generally 1/6th of the budget provision (Article 116),75:
The control of expenditure against the budget shall be exercised through____,"the Heads of Departments and other Controlling Officers, if any, and Disbursing Officers subordinate to them.",76:
All the DDOs will send a copy of the entries made in GFR 5 during the preceding month to ____ within_____,"the Head of the Department or other designated Controlling Officer, .On the third day of each month. If there are no entries in the register in any month, a ‘nil’ statement shall be sent.",77:
The controlling officer maintains records in ____ and ____ to monitor the monthly return from DDOs and their compilation.,GFR 6 and GFR 7.,78:
Who shall be responsible for the monthly reconciliation of the figures given in the accounts maintained by the Head of the Department with those appearing in the Accounts Officer’s books?,The Head of the Department and the Accounts Officer jointly,79:
The Head of the Department shall furnish a quarterly certificate to the Principal Accounts Officer certifying the correctness of the figures for the quarter by the ______,15th of the second following month after the quarter in question.,80:
The Departments of the Central Government shall obtain from their Heads of Departments and other offices under them the departmental figures of expenditure in Form _____ by the _____,"GFR 8, 15th of the following month",81:
Appropriation accounts are prepared on the basis of the figures booked in the ______,"Records of Accounts office. In case there is differences in the figure in department record and those appearing in the record of Accounts Officer, the figure of accounts officer shall be assumed to be correct.",82:
A Controlling Officer shall obtain from the spending authorities liability statements in Form ___ every month starting from the month of ______.,"GFR 3A, October in each financial year. Controlling Officer maintains Liability Register in GFR 3.",83:
The Accounts Officer shall report to _____ immediately on the first appearance of any disproportionate expenditure.,The Head of the Department concerned. The authority administering a grant /appropriation is ultimately responsible for the control of expenditure against the grant/appropriation and not the Accounts Officer.,84:
The Accounts Officer shall not allow any payment against sanctions in excess of the Budget provisions unless there is specific approval of the _______,Chief Accounting Authority.,85:
Who should ensure availability of funds through Re-appropriation/ Supplementary Grant before according concurrence for excess under any Head?,The Financial Advisers and Chief Accounting Authority,86:
The funds provided during the financial year and not utilized before the close of that financial year shall stand lapsed at the _______,close of the financial year.,87:
________ shall ensure adherence to the stipulated Quarterly Expenditure Plan and the guidelines issued in this regard by Ministry of Finance from time to time.,The Financial Advisers of the Ministries/Departments,88:
"Where any excess over the allotment is apprehended, the subordinate authority shall obtain additional allotment _____.",before incurring the excess expenditure,89:
Re-appropriation of fund means transfer of fund from______ unit to _____.,"Primary, another primary unit. It has been provisioned in Rule 10 of DFPR, 1978.",90:
"In all orders, sanctioning re-appropriation, the reasons for saving and excess of ____ shall be invariably stated.",₹ 1 lakh or over. A copy of such order/sanction shall be endorsed to the Accounts Officer.,91:
The procedure for obtaining an advance from the Contingency Fund and recoupment of the Fund have been given in _____,"The Contingency Fund of India Rules, 1952.",92:
_____ is responsible and accountable for financial management of his Ministry or Department.,Chief Accounting Authority i.e. Secretary,93:
The main principles according to which the accounts of the Government of India shall be maintained are contained in _______,"(i) GAR, 1990 (ii) Accounting Rules for Treasuries and (iii) Account Code Volume-III",94:
Government accounts are maintained on _______basis of accounting.,Cash. Other mode of accounting may be made on the order of the Central Govt. on the advice of the CAG.,95:
Conditions for not re-appropriating fund from a given unit are__,Two (i) when it is known or anticipated that the appropriation for the unit from which funds are to be transferred shall not be utilized in full or that savings can be effected in the appropriation for the said unit.(ii) with the intention of restoring the diverted appropriation to that unit when savings become available under other units later in the year.,96:
"When a need arises to incur unforeseen expenditure in excess of the sanctioned grant or appropriation or on a new service not provided in Budget and there is not sufficient time for the voting of the Supplementary Demand and the passing of the connected appropriation bill before close of the financial year, it should be_____",met from an advance from Contingency Fund.,97:
___appears before the Committee on Public Accounts and any other Parliamentary Committee for examination on behalf a Ministry/Department.,The Secretary.,98:
"Consolidated Fund, Contingency Fund and Public Account of UT are established under______","Section 47 and 48 of UT Act, 1963 for Consolidated Fund & Contingency Fund respectively. UTs do not have a separate Public Account of their own. Such transaction are recorded under Public Accounts of India. Hence, it is established under Article 266 (2) of Constitution.",99:
______ may open Sub-Heads and Detailed Heads as required by them in consultation with the___,"Ministries/Departments, Budget Division of the Ministry of Finance.",100:
The object heads have been prescribed in______,"DFPR, 1978 (Rule 8).",101:
_____ shall have assignment accounts with the identified branches of the Accredited Bank of the Ministry.,Pay & Accounts offices and Cheque Drawing and Disbursing Officer,102:
The word PFMS stands for____,Public Financial Management System,103:
"DBT should include cash transfers to beneficiaries as well as transfers/honorariums given to various enablers of government schemes like community workers, etc. for successful implementation of the schemes and not in-kind transfer-True/False",False. It includes both cash and in-kind transfers.,104:
Transaction charges for the financial intermediaries facilitating DBT payments shall be paid as stipulated by____,Ministry of Finance.,105:
_______may open Sub/Detailed Heads required under the Minor Heads falling within the _____in consultation with Budget Division of the Ministry of Finance,"Principal Accounts Offices, Public Account of India",106:
Who can amend or modify an existing object head and open a new object head?,Department of Expenditure/CGA (MoF) on the advice of the CAG,107:
The word ICT used in Direct Benefit Transfer programme & scheme stands for_____,Information and Communication Technology.,108:
Proforma accounts relating to Public Works shall be prepared by _____,"the Accounts Officers in accordance with the instructions contained in Account Code for Accountants General. In case of other department, it is departmental authorities who prepares proforma accounts in accordance with their respective departmental regulations.",109:
Who will act as a Designated Officer with respect to a Personal Deposit Accounts?,Government officers acting in their official or any other capacity,110:
The Personal Deposit Account shall be authorised to be opened by the _____in consultation with ______,"Ministry or Department concerned, the CGA",111:
Expenditure on a temporary asset cannot ordinarily be considered as a capital expenditure and shall not be debited to a Capital Head except in cases specifically authorised by the ______on_____,"The President, the CAG",112:
"Where loans outstanding against Public Sector Undertakings may be converted into equity investments in or as grants-in-aid to the Public Sector Undertakings, approval by ______is needed.",the Parliament (by including a token provision in the relevant Demands for Grants or Supplementary Demands for Grants),113:
"For capital outlay met out of specific loans raised by Government, the interest shall be charged at such rate as may be prescribed by_____","Government (the rate of interest actually paid on such loans and the incidental charges incurred in raising and managing them). In other cases other than specific loan, it is determined by Department of Economic Affair (MoF) each year.",114:
"The interest shall be calculated on the direct capital outlay at the end of the previous year plus half the outlay of the year itself, irrespective of whether such outlay has been met from current revenues or from other sources-True/False",True.,115:
"When under any special orders of Government, charges for interest during the process of construction of a project are temporarily met from capital, the writing back of capitalised interest shall form the ______",first charge on any capital receipts or surplus revenue derived from the project when opened for working.,116:
The period accepted mutually by Central and State Governments for re-audit of past transactions involving errors in classification is____,Three years.,117:
"If a doubt arises as to whether a particular claim would fall within or outside the purview of the proposed reciprocal arrangement amongst different Governments, it shall be decided by ___",mutual consultation. Such arrangement will remain in force without any time limit in respect of all State Governments.,118:
"In the case of joint Projects of Governments, recoveries of expenditure by the Government which incurred the expenditure at first instance from other participating Government shall be taken as_",Abatement (reduction) of charges.,119:
State Government prefers claim for execution of power and duties conferred or imposed on the State Government by Central Government under Article____,258 (3). Under 258 (1) the President may with the consent of the Governor of a State entrust executive power of the Union either conditionally or unconditionally. In case of disagreement under Article 258(3) Ministry of Finance shall be consulted.,120:
"Cost of additional staff employed or contingent and other expenditure, as in the case of work devolving on the State Governments in connection with the administration of the Census Act, is reimbursable under Article____","258 (3). Expenditure in this regard shall be provided in the State Budget in the first instance and adjusted in the accounts of the State Governments under the normal Heads of Accounts. These will be reimbursed in lump-sum to the State Governments,",121:
"If the claims of State Government under Article 258 (3) are found to be reasonable and do not exceed______ per annum for any individual item (or connected group of items), a ____ years’ contract shall be offered to the State Government during which the Central Government would pay the fixed sum per annum for the work.","Rupees Fifty thousand (₹ 50000), Five (5) years. The contract will be reviewed every five year. If the amount agreed upon exceeds Rupees Fifty thousand, it shall be necessary to have an annual statement of proposed charges f r o from the State Government at the time of preparation of the Budget.",122:
The expenditure connected with the construction or maintenance of National Highways etc. shall be borne by_____,Central Government. State Government books the expenditure under the Major Head 8658-Suspense and got it reimbursed.,123:
A State function may be entrusted to the Central Government under the provision of Article___,"258A. In such case, the expenditure at first instance is reflected in the Budget of the Central Government and later debited to the State Government’s accounts.",124:
RBI closes its yearly accounts on____,15th April. Inter-Governmental adjustments can be carried out up-to this date.,125:
A charges relating to the maintenance and demarcations and disputes over boundaries between India and a foreign country shall be borne by____,"Central Govt. and foreign country concerned. Failure on the part to recover from foreign country, it will be borne by the Central Government.",126:
Share of charges of which country on accounts of maintenance and demarcations and disputes over boundaries is borne by the Government of India?,Bhutan,127:
"Central Purchase Organisation i.e. Director-General of Supplies and Disposals, New Delhi is a______ department.","Service. Public Works, Forest, Government Printing, Department of Survey etc. are also types of service department.",128:
"All claims shall ordinarily be preferred between Departments be it commercial and non-commercial of the Central Government, within _____ and not beyond____.","the same financial year, three years from the date of transaction. This limitation may be waived off in specific cases.",129:
Provision for the settlement of inter-departmental adjustments has been made in___,"GAR, 1990 (Chapter 4).",130:
"Between different Departments of the same Government, the recoveries effected for services rendered shall be classified as______","Reduction of expenditure in respect of service department. In case of commercial department, it is treated as receipt.",131:
"The Railways, Posts and Defence Departments are regarded as separate Governments for the purpose of adjustment of pensionary charges-True/False.",True.,132:
"In the case of Government Departments and Undertakings declared as commercial, adjustment of Pensionary liability shall be made in the regular accounts by charging the _____ for ___ year of service based on the rates of monthly contribution of pension.","average of the percentage, 15th",133:
Special repairs to previously abandoned buildings or structures including remodelling or replacement is classified as_____ work.,"Original Work. It includes new constructions, site preparation, additions and alterations to existing works, special repairs to newly purchased",134:
A Ministry or Department at its discretion may directly execute repair works estimated to cost ___,"up to Rupees Thirty (30) Lakhs. In case of repair works exceeding ₹ 30 lakh, the Ministry/Department may at discretion award such work to Public Works Organisation, Public Sector undertaking or other agencies notified by Ministry of Urban Development (MoUD).",135:
Grants for Civil Works are administered by_______,Central Public Works Department. Works not specifically allotted to any Ministry or Department shall be included in the Grants for Civil Works.,136:
May a work be financed partly from funds provided in departmental budget and partly from the budget for Civil works? Yes/No,No.,137:
Limited tenders with respect to execution of work by a Ministry/Department under its own arrangement will be called for works costing _____,less than Rupees five (5) lakhs. Open tender for works costing ₹5 lakh to 25 lakh.,138:
The Public Works Organisation or the Public Sector Undertaking or any Organisation allotted work shall then execute the work entrusted to it in accordance with the rules and procedures prescribed in ____,the organisation to which allotted. A Memorandum of Understanding (MoU) may be drawn.,139:
After a project costing_____ is approved the ______will set up a Review Committee to review the progress of the work.,"₹ 100 crore or above, Administrative Ministry or Department. The Committee shall have the powers to accept variation within 10% of the approved estimates.",140:
A Review Committee consists _____members.,"Three (3). One representative each from Administrative Ministry, Finance (Internal Finance Wing) and the Executing agency.",141:
No Review Committee should be constituted for a work costing ₹ 100 crore-True/False,False. It will be at the discretion of the Administrative Min/Dep concerned whether to set up a Review committee or not.,142:
The Ministries or Departments have been delegated ______ (Full/limited/no) power to make their own arrangements for procurement of goods.,full powers,143:
All ________ shall prepare ______ Procurement Plan before the commencement of the year and the same should also be placed on their website.,"Ministries/Departments, Annual (within 30 days of the approval of the budget)",144:
Term Rate contract is associated with ________,DGS&D. The items of DGS&D are of common nature and required on recurring basis.,145:
The term GeM stands for____,Government e-Marketplace. The credential of suppliers on GeM are certified by the DGS&D.,146:
Government may buy direct on-line through any of the available suppliers on GeM where purchases amounting ______,"Up-to 50000/-. 50000 to 30 lakh- lowest of at least 3 bidders on GeM, above 30 lakh- mandatorily obtaining bids, using online bidding or reverse auction tool provided on GeM.",147:
The suppliers registered by DGS& D are prima facie eligible for consideration for procurement of goods through_____(tender type),Limited Tender Enquiry. They are also exempted from furnishing bid security. Such suppliers are registered for minimum one (1) year and maximum three (3) years after which it is renewed afresh,148:
"A bidder debarred for corruption or any law in force, he or any successor of the bidder shall not be eligible to participate in a procurement process of any procuring entity for a period ____","not exceeding three years commencing from the date of debarment. On account of breach of integrity, a procuring entity may debar a bidder or its successor for a period not exceeding two years. Debarment shall be done only after bidder has been given due opportunity to represent his/her point.",149:
The term ACASH stands for____,"Association of Corporations and Apex Societies of Handlooms. KVIC- Khadi Village Industries Commission, Micro, MSME- Small and Medium Enterprises, CPPP- Central Public Procurement Portal",150:
Which rule of GFR 2017 deals with procurement of goods and service without inviting quotations?,(i) Rule 154. Up-to ₹25000/-on the basis a certificate given by the competent authority. (ii) Rule 155-Purchase of goods by Purchase committee for value 25001-250000. It consists of three (3) members of appropriate level decided by the HoD. A joint certificate is render by the committee. (iii) Rule 158- Purchase of goods by obtaining bids.,151:
"Individual cases where confidentiality is required, for reasons of national security, would be exempted from the mandatory e-publishing requirement under the approval of_____ with the concurrence of____","the Secretary of the Ministry/Department, the concerned Financial Advisor. In case of Autonomous and Statutory Body-Head of Body with the concurrence of Head of Finance",152:
Information on the number of cases in which exemption was granted and the value of the concerned contract should be intimated on a ______ basis to _____,"Quarterly, Department of Expenditure (MoF)",153:
It is mandatory for Ministries/Departments to receive all bids through e-procurement portals in respect of all procurements including procurements made by Ministries/Departments through DGS&D Rate Contracts-True/False,False. Not applies to procurement through DGS&D and procurements concerning national security.,154:
Procurement of goods is resorted through advertised tender enquiry when the estimated value of such procurement is___,Rs 25 lakh and above (Rule 161). Limited Tender Enquiry for purchase below ₹ 25 lakh (Rule 162).,155:
"Ordinarily, the minimum time to be allowed for submission of bids should be ____ from the date of publication of the tender notice or availability of the bidding document for sale, whichever is later.",Three (3) weeks. Four (4) weeks for all where the bid from abroad is also intended.,156:
The number of supplier firms in Limited Tender Enquiry should be ___.,more than three (3),157:
Technical Bid and Financial Bid are the part of______,"Two bid system. It is resorted for purchasing high value plant, machinery etc. of a complex and technical nature. (i) Technical bid consisting of all technical details along with commercial terms and conditions; (ii) Financial bid indicating item-wise price for the items mentioned in the technical bid.",158:
"Where a bidder invited to bid but not in a position to supply the subject matter of procurement due to modification in the specifications or terms and condition and withdraw from bidding proceeding, his bid security should _____",not be forfeited. He should not be penalised in other way also.,159:
In which case a Proprietary Article Certificate in the prescribed form is to be provided by the Ministry/Department before procuring the goods?,Single Tender Enquiry other than procurement made from a single source in an emergency.,160:
"An online real-time purchasing technique utilised by the procuring entity to select the successful bid, which involves presentation by bidders of successively more favourable bids during a scheduled period of time and automatic evaluation of bids is called ______",Electronic Reverse Auctioning.,161:
A bidding documents consists of _____chapters.,"Seven. 1-Instruction to bidders, 2- Conditions of Contract,3- Schedule of Requirements, 4- Specifications and allied Technical Details, 5- Price Schedule (to be utilised by the bidders for quoting their prices), 6- Contract Form and 7- Other Standard Forms, if any, to be utilised by the purchaser and the bidders.",162:
Amount of bid security should ordinarily range between ______ percent of the estimated value of the goods to be procured.,"two percent to five. Exemption from deposited bid security is given to Micro and Small Enterprises (MSEs) as defined in MSE Procurement Policy, suppliers registered with the Central Purchase Organisation and Ministry/Department concerned. In addition, Ministry/Department may require Bidders to sign a Bid securing declaration in place of bid security by virtue of which a bidder may be barred in case in fails to abide by the conditions.",163:
The bid security should remain valid for a period of ______ beyond the final bid validity period.,forty-five (45) days. It should be returned to unsuccessful bidders at the earliest after expiry of the final bid validity and latest on or before the 30th day after the award of the contract.,164:
Performance Security should be for an amount of ______percent of the value of the contract,five to ten. When it is received bid security is returned. It should remain valid for a period of sixty (60) days beyond the date of completion of all contractual obligations,165:
Advance payment to supplier may be made _____ conditions.,"two. (i) Maintenance contracts for servicing of Air- conditioners, computers, other costly equipment, etc. and (ii) fabrication contracts, turn-key contracts etc.",166:
The amount of advance payments should not exceed _____percent of contract value,"Private firms-30%, State or Central Government agency or a Public Sector Undertaking-40% and Maintenance contract- amount payable for six months under the contract. It may be relaxed by Min./Dep in consultation with Financial Advisor. Advance payment should be covered by obtaining a bank guarantee.",167:
In cases where only one Bid is submitted the process may be considered invalid on account of lack of competition-True/False,"False. Lack of competition shall not be determined solely on the basis of the number of Bidders. There are other condition such as tender was adequately advertised and sufficient time was given for submission of bid, the qualification criteria were not unduly restrictive and c. prices are reasonable in comparison to market values",168:
"In case a purchase Committee is constituted to purchase or recommend the procurement, no member of the purchase Committee should be reporting directly to any other member of such Committee in case estimated value of procurement exceeds _______",₹ 25 lakhs.,169:
"Type of service that involves primarily non-physical project-specific, intellectual and procedural processes where outcomes/deliverables would vary from one consultant to another is called______",Consultancy Service,170:
"Preparation of a long list of potential consultants may be done on the basis of formal or informal enquiries from other Ministries or Departments or Organisations involved in similar activities, Chambers of Commerce & Industry, Association of consultancy firms etc. where the estimated cost of the consulting service is _____","up to Rupees twenty-five (25) lakhs. Where the estimated value exceeds ₹ 25 lakhs, in addition an enquiry for seeking ‘Expression of Interest from consultants should be published on Central Public Procurement Portal (CPPP)",171:
The number of short listed consultants should be______,not be less than three. Proposals should ordinarily be invited from consultants in ‘Two bid’ system with technical and financial bids sealed separately.,172:
Technical bids in respect of procurement of consultancy services should be analysed and evaluated by______ constituted by ______.,"a Consultancy Evaluation Committee (CEC), the Ministry or Department concerned.",173:
QCBS stands for_____,Quality and Cost Based Selection. It is used in Procurement of consultancy services where quality is a prime concern. Under this quality of technical proposals is scored as per criteria announced in the RFP. Only those responsive proposals that have achieved at least minimum specified qualifying score in quality of technical proposal are considered further.,174:
The weight age of the technical parameters i.e. non- financial parameters under Quality and Cost Based Selection system in no case should exceed ____%,0.8,175:
"Where well established methodologies, practices and standards exist. Unlike QCBS, there is no weight age for Technical score in the final evaluation and the responsive technically qualified proposal with the lowest evaluated cost shall be selected. The method is called______",Least Cost System (LCS).,176:
