question,option_a,option_b,option_c,option_d,answer,hint,srno
Pick the correct one,"In the case of an attachment order issued by a Court in India against a Government  servant   whose pay and allowances are to be disbursed outside the local limits to which the Code of Civil Procedure, 1908 extends, the drawing and disbursing officer of the Ministry of External Affair will be responsible for drawing the amount recoverable monthly in compliance with the attachment order and remitting them to the Court concerned","In cases in which a judgment-debtor does not sign the acquittance roll and intentionally allows his pay to remain undisbursed in order to evade payment on account of an attachment order issued by a Court of law, the head of the office may draw the pay of the judgment-debtor in satisfaction of the attachment order, subject to the prescribed restrictions, and remit the amount to the court concerned.",Both are correct,Neither is correct,B,[Rule: 77 (2) & (3) (DDO of the concerned Min/Dep and not External Affair)],15.
"The cost, if any, of remittance to a Court of money realised under its attachment order shall be",borne by the Government servant concerned,borne by the Government servant concerned,jointly shared by the Department and Government Servant concerned.,deducted from the amount realised and the net amount remitted to the Court.,D,[Rule: 78],16.
A certificate of fitness shall be furnished in the first pay bill where the competent authority under any rule or order authorises the drawal of pay and allowances of a newly appointed Government servant without a medical certificate for a period not exceeding,2 months,3 months,6 months,12 months,A,[Rule: 80],17.
"In cases where a Government servant is on tour and payment has to be made to him at the station where he is on tour, the drawing officer shall remit the amount to him by bank draft at par or Postal Money Order, the charges involved in sending the bank draft by registered post or in remitting the dues by money order shall be",borne by the Government Servant,charged to office contingencies,borne by Government servant if not requested for exemption,charged to office contingencies provided a request is made by the Government servant.,B,[Rule: Note below 80],18.
"The pay and allowances due in respect of the old post (on account of a re-fixation of pay and allowances) which could not, be drawn at the time of a transfer, may, be drawn",DDO of the old post,DDO of the new post,DDO of the old post on the basis of a Due & Drawn vetted by the DDO of new post,DDO of the new post on the basis of a Due & Drawn vetted by the DDO of old post,D,[Rule: 83],19.
"Which of the following shall be drawn and paid by the D.D.O. responsible for drawal and disbursement of the emoluments of the Government servant against the new post, without getting the 'due and drawn' statement verified by the previous D.D.O",arrears of conveyance,arrears of dearness allowance sanctioned by the Government retrospectively,arrears on accounts pay fixation under new Pay Commission,arrears of increased rate of HRA.,B,[Rule: Exception to 83],20.
"State whether true or false        If pay, allowances or leave salary becomes due in India to a Government servant absent out of India, he must make his own arrangements to receive it in India.",True,False,,,A,[Rule: 84],21.
"The net leave salary due to him shall, on his express request, be remitted to him by the drawing and disbursing office by postal money order at Government expense, when a Group 'D' Government servant proceeds on leave for a period",exceeding one month,not exceeding one month,exceeding two months,not exceeding two months,A,[Rule: Note 1 below 87],22.
The overtime allowances shall,not be taken into account while calculating Income Tax,be taken into account while calculating Income Tax,be determined by the HoD for this purpose,be taken into account while calculating Income Tax when the gross income already exceeds the limit of income tax,B,[Rule: 88 (d)],23.
"The travelling allowance bills of Government servants proceeding on tour shall be presented at convenient intervals during the period of their tour or immediately on return to the headquarters and, as far as practicable before",30th day of April if the tour has been completed before that date,30th day of September if the tour has been completed before that date,31st day of January if the tour has been completed before that date,31st day of March if the tour has been completed before that date,D,[Rule: 90 (3)],24.
Who shall be personally responsible for the amount drawn on a bill signed by him or on his behalf until he has paid it to the person entitled to receive it and has obtained a legal quittance?,DDO,Head of Office,Head of Department,Accounts Officer,B,[Rule: 92 (1)],25.
"If for any reason, payment cannot be made within the course of the month, the amount drawn for the payee shall be",refunded by short drawing in the next bill,deposited to bank along with challan,kept in suspense account,shown as a receipt under departmental cash balance,A,[Rule: 92 (2)],26.
"The amount of undisbursed pay and allowances may, at the discretion of HoO be retained for any period not exceeding",one month,two months,three months,six months,C,[Rule: 92 (2)],27.
The amount of undisbursed pay and allowances may be retained for prescribed period at the discretion of Head of Office provided he is satisfied that,proper arrangements can be made for the safe custody of the sums retained,the undisbursed amount be disbursed by the prescribed time,individual concerned requests in writing,All of the above.,A,[Rule: 92 (2)],28.
State whether true or false        Undisbursed pay and or allowances may be kept as a credit under the deposit section of Government Account to facilitate its subsequent withdrawal if the Head of the Department approves the merit of case,True,False,,,B,[Rule: 92 (3)],29.
"An account of undisbursed pay and allowance, should be kept in a Register in Form",GAR 21,GAR 23,GAR 24,GAR 25,D,[Rule: Note 2 below 92 (3)],30.
"From the Register of undisbursed pay and allowance, an abstract should be prepared to ensure their refund either in cash or by short drawal from the next bill of amounts remaining undisbursed for",three months,four months,six months,twelve months,A,[Rule: Note 2 below 92 (3)],31.
Pick the incorrect one,"Normally, the last payment of pay or allowances in respect of a Government servant who finally quits service of the Government or who is placed under suspension may be made only after the Head of Office satisfies himself that there are no demands outstanding against the Government servant.","in case, where security for an amount considered by the said Head of Office to be adequate to cover the aforesaid demands is taken from such Government servant, in cash, or by a surety bond, or by with-holding a part of the gratuity payable to the Government servant",Pay and allowances can be drawn for the day of the Government servant's death; the hour at which death takes place has no effect on the claim.,Day' for the purpose of this rule should mean a calendar day beginning and ending at time when working hour of the office starts.,D,[Rule: Note below 94. Day means midnight to midnight],32.
Pick the incorrect one,"pay and allowances of all kinds claimed on behalf of a deceased Government servant may not be paid without production of usual legal authority, under the orders of the Head of office in which the Government servant was employed at the time of his death","The Head of office may make anticipatory payment of an amount not exceeding Rs.10,0 00.","In cases where the gross amount of the claim exceeds Rs.10,000, payment will be made by the Head of Office only on the execution of an indemnity bond in Form GAR 26 duly stamped for the gross amount due for payment with such sureties as may be deemed necessary.","Normally, there should be two sureties, both of known financial stability unless the gross amount of the claim is less than Rs.10,000 in which case the authority accepting the indemnity bond in Form G.A.R. 26 for and on behalf of the President should decade on the merits of each case, whether to accept only one surety instead of two.",A,[Rule: 95 (1)],33.
