question,option_a,option_b,option_c,option_d,answer,hint,srno
All cheques in the Divisional office shall bear two signature if the amount of the cheque is,Rs. 1 lakh or more,More than Rs. 1 lakh,Rs. 10 lakh or more,More than Rs. 10 lakh,C,,17.
Validity of cheque is,Three months from date of issue,Three months after the month of issue,Six months from date of issue,Six months after the month of issue,A,,18.
"State whether true or false Where a cheque should bear two signature, the second signatory must be the Divisional Accountant",True,False,,,B,,19.
The competent authority to nominate an officer other than Divisional Accountant as second signatory for cheque,Pay & Accounts Officer,Superintendent Engineer,Chief Controller of Accounts.,None as DA alone will second signatory.,C,,20.
"Period for which cheque from date/month of its issue remains unpaid and not surrendered for renewal/cancellation, should be cancelled",Three months,Six months,One year,Two years,B,,21.
"State whether true or false If a cheque is not presented to bank for payment within its currency and surrendered to Divisional Officer within 12 months from the date of issue, it shall be revalidated by DO as special case",True,False,,,B,,22.
"In cases where a cheque is issued and withdrawn i.e. a fresh cheque is not required to be issued, the cheque should be defaced and forwarded to",Head of Department,Accounts Branch of the division,Pay & Accounts Officer,Chief Accounting Authority,C,,23.
"When money is received by a Government Officer on behalf of Government, it should be brought to account in the Cash Book",At once,Whenever money becomes due,After realisation in bank scroll,At the end of the month,A,,24.
Receipt of money towards government dues shall be granted in,CPWA Form 2,CPWA Form 3,CPWA Form 4,CPWA Form 5,B,,25.
Final acquittance for private cheque & draft should be given,At once,Whenever money becomes due,After clearance,At the end of the month,C,,26.
Pick the correct one,"Before an officer signs a receipt in CPWA Form 3 or a Cash Memo, in Form 3- A for cash actually received by him, he should see that the receipt of the money has been duly recorded in his cash book, and in token of this check the entry in the cash book should be initialled and dated at the same time.","At the end of the day the officer issuing receipt in CPWA Form 3 or a Cash Memo, in Form 3- A should enter the amount in cash book and balance it",Both,None,A,(same day and not same month),27.
"State whether true or false Earnest money in legal tender notes and Deposit-at-call receipts of Scheduled Banks attached to tenders and returned to the contractors whose tenders are rejected in the same month in which the tenders are opened by the Divisional Officer, need not pass through the divisional accounts subject to other conditions.",True,False,,,B,,28.
"Pick the correct ones (i) Cheques of private individuals if accepted in payment of Government dues should be treated as cash (ii) When they are sent to the Bank for encashment, their classification should be shown in the disbursement column as relevant major head. (iii) the transactions of receipts of private cheques are frequent and numerous the cheques may be initially entered in a “Register of cheques received and adjusted” in Form No. C.P.W.A. 1-A and only the daily totals of receipts and remittances entered in the Cash Book. (iv) The above procedure will not apply in respect of Deposit-in-Call receipts of Scheduled Banks.",i and ii,i & iii,"i, ii and iii",All of the above,B,ii-remittance to bank in place of classification iv- applies to deposit at call receipt of sch Bank,29.
"When Cheques accepted from private individuals are dishonoured on presentation to the banks, the cash book should be adjusted",By minus entry in debit side,By minus entry in credit side,By minus entries on both side,By debit entry in credit side,C,,30.
"Pick the correct ones (i) The Government Officer who is not in-charge of a cash book receives money on behalf of Government at exceptional times, he should not mix it up with the imprest or any other cash in his charge. (ii) He should pay or remit it at the earliest opportunity, to the nearest officer having a cash book or deposit into accredited Bank accompanied by a challan in duplicate (iii) The acknowledgement of the Bank should be forwarded immediately to the next superior officer having a cash book. (iv) The record of the transaction will be in the correspondence and not in the imprest account of receiving officer.","i, ii and iii","i, iii and iv","I, ii and iv",All of the above,D,,31.
State whether true or false Divisional Officer may make use of departmental cash receipts temporally for current expenditure,True,False,,,A,,32.
If the DO utilizes departmental cash receipt he must send a cheque to the bank for the amounts so utilised before,end of the next working day,end of the month,making transfer entry,submission of accounts to PAO,B,,33.
Cheque sent to bank towards adjustment of utilization of departmental cash receipts is endorsed with,Received payment from departmental cash,Received cash towards debit to PWD,Received payment by transfer credit to PWD,Remittance to bank,C,,34.
"State whether true or false When the payee signs in an Indian script, he should be required to note the amount acknowledged in the script in the Hindi numerals in his own handwriting.",True,False,,,B,(International not Hindi numeral),35.
"Pick the correct ones (i) Until the acknowledgement of the payment, with all necessary particulars, has been given by payee it is open to disbursing officer to decline to hand him the cheque or cash, or to make a remittance to him (ii) In cases of remittance by postal money order, the purpose of the remittance should be briefly stated in the acknowledgement portion thereof. (iii) In the case of article received by value payable post, the value payable cover together with the invoice or bill showing the details of the items paid for may be accepted as a voucher. The disbursing officer should endorse, a note on the cover to the effect that the payment was made through the post office and this will also cover charges for the money order commission. (iv) A certified copy (marked Duplicate) of a receipted voucher may be retained by the disbursing officer, should this be necessary to complete the record of his office and the payee should be required to sign such a copy or give a duplicate acknowledgement of the payment.","i, ii and iii","i, ii and iv","I, iii and iv",All of the above,A,(payee not required to sign duplicate copy),36.
"The Officer in charge of a cash book should he should enter all his remittances, including cheques / drafts to the accredited Bank as they are made in",CPWA Form 4,CPWA Form 5,CPWA Form 6,CPWA Form 7,A,,37.
Cash book and Imprest cash accounts are maintained respectively in,CPWA Form 1 & IA,CPWA Form 1 and 2,CPWA Form 2 & 2A,CPWA Form 1 and 2A,B,,38.
"Pick the correct ones (i) In case of bills of staff desiring payment by cash, the cheques should be drawn by Divisional Officer or Departmental Accounts Officers declared as Cheque Drawing Divisional Officer by their designation (ii) The amount of each bill should be entered on the payment side in the Column “Bank” and the amount of deduction should be simultaneously be entered on payment side under column “Cash” and on receipt side under column “Amount (Cash)”. (iii) The payment on payment side should be classified under the appropriate head of accounts. The recoveries on the receipts side should be classified under the respective Major and Minor heads. (iv) The amount of these cheques should be simultaneously entered in the Subsidiary Cash Book maintained in Form G.A.R 3","i, ii and iii","ii, iii and iv","I, iii and iv",All of the above,D,,39.
Pick the incorrect ones,The cash book must be balanced on the date prescribed for closing the cash accounts of the month.,"When the transactions are numerous, a weekly or daily balance is recommended.","Cash be counted whenever a balance is struck, or at convenient intervals. The results of such intermediate counting should be recorded in the form of a note in the body of the cash book (Column 10).",The actual balance of cash in the chest should invariably be stated in the note both in words and figures.,C,,40.
Pick the incorrect ones,An entry once made in the cash book should in no circumstances be erased.,"If a mistake is discovered before Cash Book is closed, it should be corrected by drawing the pen through the incorrect entry and inserting the correct one in red ink between the lines.",The disbursing officer should initial every such correction and invariably date his initials.,"If the accounts of the month have been closed corrections of errors in amount, classification or name of work, should be made on the advice of Pay & Accounts Officer.",D,(correction by transfer entry),41.
State whether true or false The disbursing officer should verify the totaling of the cash book or have this done by some principal subordinate (other than the writer of the cash book) who should initial (and date) it as correct,True,False,,,A,,42.
The disbursing officer should verify the total of the postings in the “Bank” column on the payment side by reference to,Challan,Paying-in-slip,Remittance Register,counterfoils of Non- MICR cheques and record slip of MICR cheque.,D,,43
The details of the actual balance should be recorded in CPWA,Form 4,Form 5,Form 6,Form 7,B,,44.
"A certificate of the count of cash by disbursing/verifying officer, specifying both in words and figures, should be recorded. Here the actual cash balance means",Cash at chest,Cash at chest and Imprest advance,"Cash at chest, imprest and temporary advances",All of the above,A,,45.
Cash found surplus should be recorded in,0059,2059,8443,8550,C,,46.
Cash found deficient should be recorded in,Miscellaneous Work Advance,8550,8443,2075,A,,47.
The amount of an imprest should be kept as low as possible and should in no case exceed,Rs. 2000/-,Rs. 5000/-,Rs. 7500/-,Rs. 10000/-,B,,48.
Accounting procedure when permanent imprest drawn for the first time for a division is,Debit 8671 Credit 8672,Debit 8672 credit 8782,Debit 8671 Credit 8782,Debit 8782 Credit 8675,B,,49.
Permanent cash imprest is recouped by,Debiting Office Contingency/Work,Crediting office contingency/work,Debiting 8671-departmental cash,Crediting 8671-departmental cash,A,,50.
Accounting procedure on closure of the permanent cash imprest for a division is,Debit 8671 Credit 8672,Debit 8672 credit 8782,Debit 8782 Credit 8672,Debit 8782 Credit 8675,C,,51.
State whether true or false The account of imprest cash should be kept in single copy by the holder of imprest in CPWA Form 2,True,False,,,B,(in duplicate),52.
The abstract of charges for recoupment of imprest will be printed at the back of each CPWA Form 2 and should be filled in by,Divisional Accountant,SDO when imprest holder receives fund from him,Divisional Officer,Both b & c as the case may be.,D,,53.
"If any item in an imprest account appears to the recouping officer to be open to objection, pick the incorrect option available to recouping officer","The imprest should nevertheless be recouped in full, and the items under objection may be entered in his cash book as “Item awaiting adjustment in the Imprest Account under “Miscellaneous Works Advances”",The imprest should not be recouped in full and the items under objection may be deducted from the bill and entered in his cash book as “Item awaiting adjustment in the Imprest Account under “Miscellaneous Works Advances”,Amount in MWA should not be cleared until either the objection is removed or the amount is made good by the imprest holder.,None,B,,54.
Permanent Cash Imprest is maintained in CPWA Form 2 whereas Temporary Advance is accounted for in,Form 1,Form 1A,Form 2,Form 2A,C,,55.
Accounting of temporary advance should be made as,Dr. 8671 Cr 8782,Dr. 8782 Cr. 8671,Dr. 8782 Cr. Functional Head,Dr. Functional Head Cr. 8782,D,Temporary advance is part of cash. It is recorded in the inner column. When given Dr. Person Account Cr. 8782 On adjustment Dr. Work and Cr. Person Account.,56.
"Pick the Correct one (i) When payment of temporary advance is made it should to be recorded in Red ink in the inner column on payment side of the cash book (ii) As and when the disburser, renders the account of Temporary Advance the same should be recorded in Red ink in the inner column of the Receipt side of the Cash Book (iii) Undisbursed amount of Temporary Advance would form part of the cash balance if not paid in the same financial year in which refund of such advance has been recorded in the cash Book. (iv) If the outstanding amount thereunder is paid in subsequent month the payment shall be classified as “By payment of undisbursed amount of temporary advance” in the cash column of the payment side.","i, ii and iii","i, ii, & iv","ii, iii, and iv",All of the above,B,,57.
"Divisional officers may draw advances for Republic Day, Independence Day Celebration or for any other contingency on Contingent Abstract Bill in GAR Form-31. The adjustment of such advance under the proper Head of Account should be made in GAR Form-32 within",7 days,15 days,one month,Three months,C,,58.
Cash taken out of the chest by the disbursing officer himself to take payment at a distance shall be adjusted within,7 days,15 days,one month,Three months,C,,59.
Cheque drawing DDO will send their annual requisition for issue of all categories of cheque to,Accredited bank,Pay & Accounts Officer,Printing Press Nashik,"RBI Central Office, Nagpur",B,,60.
Government cheques have been put into,Two categories,Three categories,Four categories,Six categories,B,,61.
Pick the incorrect one,The concerned Pay and Accounts will consolidate Division-wise requirement of all the CDDOs along with his own for onward transmission to the accredited Bank with the direction to deliver the required number of Cheque books directly to CDDOs/PAOs under intimation to him.,Pay & Accounts Offices of the Divisions will endorse a copy of this requisition to their Principal Accounts Office.,"The cost of printing, binding, packaging and despatch etc. of Cheque Books will be borne by the Division and Pay and Accounts Office concerned",Stock Register of Cheque Books in CAM Form 1 is to be maintained by Divisional Offices / P.A.O.’s of the Division.,C,,62.
CDDOs will intimate the first serial number of cheque of all the three categories of Cheque Books from the first day of their use to their,Accredited bank,Principal Accounts Officer,Accounts Branch of the Division,PAO,B,,63.
Pay and Account Officer and Principal Accounts Officer will reconcile CDDO/PAO-wise issue of cheque,Monthly,Quarterly,Six monthly,Yearly,D,,64.
Fill in the blanks The reconciliation statement of CDDO/PAO-wise issue of cheque details shall be submitted__________ on__________ of the following month,"Dy. CGA/CGA, 10th","Dy. CA/CA, 10th","Dy. CGA/CGA, 15th","Dy. CA/CA, 15th",B,,65.
Receipt Books (Form 3) and Cash Memo Books (Form 3-A) required for use in the Divisional Offices are obtained from,Circle Office,Pay and Accounts Office,"Central Forms Stores, Kolkata","Printing Press, Nashik",C,,66.
"Pick the correct one (i) Public money in the department should be kept in strong treasure chest secured by two locks of different patterns. (ii) All the keys of the same lock must be kept in the same person’s custody and the keys of one lock should be kept apart from the keys of the other lock and in different person’s custody. (iii) When there is a guard, the daffadar or other petty officer of the guard should usually be the custodian of one set of keys and he must always be present when the chest is opened and until it is again locked. (iv) Whenever cashier is attached to a division the keys of one of the locks of the treasure chest will necessarily remain in his possession.","i, ii and iii","I, iii and iv","ii, iii and iv",All of the above,D,,67.
"A duplicate key register should be maintained and the keys should be sent for, examined and returned under fresh sea once a year, in the month of",March,April,May,September,B,,68.
State whether True or False One cashier may make the cash payments of his Division on which strength he is borne and may not be allowed to make cash payment of two or more Divisions wherever such an arrangement is found to be practicable.,True,False,,,B,,69.
Fill in the blanks Each CE will give___________ projection of expenditure & receipt to__________,"Monthly, DG (Works)","Quarterly, DG (Works)","Monthly, PAO","Quarterly, PAO",B,,70.
DG (Works) will give a Division-wise consolidated expenditure and receipt projection to,Chief Controller of Accounts,Controller General of Accounts,Principal Accounts Officer,Ministry of Urban Development,A,,71.
Fill in the blanks Cases of default in reconciliation of expenditure with PAO concerned shall be reported by CE to___________ in the month of __________and thereafter,"DG (Works), April","DG (Works), October","Chief Controller of Accounts, October","Chief Controller of Accounts, October",B,,72.
Payment of the bills of SE and CE will be made by,Division,DG (Works),Principal Accounts Officer,PAO,D,,73.
The proposal for which LoC can be submitted direct to LoC Cell?,Second,Third,Fourth,Fifth,A,,74.
LoC requests received by the PAO will be submitted to Headquarters within,7 days of receipt,10 days of receipt,15 days of receipt,One month of receipt,A,,75.
"If desired by the division, LoC for full amount will be released by LoC cell in respect of works of",Ministry of Home Affairs & Defence,Ministry of Home Affairs & Railways,Ministry of Defence & Railways,Ministry of Railways & Post,A,,76.
State whether True or False LOC for the full amount of deposit in respect of Deposit works which are permissible in the system (from autonomous bodies etc.) will be released. Departmental charges will be presumed to be leviable/ deductible from the LOC amount unless the EE specifically suggests with reasons that no such deduction be made.,True,False,,,A,,77.
