question,option_a,option_b,option_c,option_d,answer,hint,srno
The transit pay & allowances both in respect of the forward and return journeys of Government servant transferred to or from Missions and Offices abroad will be borne by the,Ministry which plans the transfer of the official,Ministry to which Government servant pertains,Missions and Offices abroad,all of the above,A,[Rule: Note 2 below 66 (2)],03.
The transit pay and allowances of the officers belonging to Indian Foreign Service  (A) and Indian Foreign Service (B) from abroad shall be debited to the Budget grant of the Ministry of External Affairs or the Ministry of Commerce and Industry where the official reports for duty in respect of,Onward journey,Return journey,Both onward & return journeys,None.,B,[Rule: Note 2 below 66 (2)],04.
"The travelling expenses of a Government servant should on whatever duty he may be employed be debited under the same major/minor/subhead as his pay. However, in the following cases the travelling expenses of a Government servant may be debited to a major/minor etc. head different from that to which his pay is debited except",in cases where a Government servant is required to travel on duty connected with an outside body or fund,When Government considers it necessary to show separately the cost of a special service in connection with which the tour is undertaken,When government in cases covered by general or special orders of the Government authorising a deviation from the general rule.,When Government servant travels on Medical Treatment,D,[Rule: 67],05.
A grant for the construction of a school should be debited to,2202,4202,2059,4059,A,"[Rule: 68 (1), contribution/grant shall be treated as revenue expenditure]",06.
Pick the correct one,"If the financial assistance given by the Central or State Government to a local body does not take the form of a grant of cash, but of expenditure in the Public Works Department equivalent to the whole or part of the cost of a work constructed by that department on behalf of the local body concerned, the contribution thus made should be debited as capital expenditure.",Contribution paid by a local body or private party with the express object of meeting the whole or a part of the cost of construction by the Public Works Department of a specific work which is eventually to be the property of Government should be credited as revenue receipt of the Government relevant to the function/Programme closely connected with the object for which the contribution is made.,Both,None,B,[Rule: Note 1 & 2 below 68 (1)],07.
"The Article of the Constitution which provides that Union or a State may make any grants for any public purpose, notwithstanding that the purpose is not one with respect to which Parliament or the Legislature of the State, as the case may be, may make laws is",275,278,281,282,D,[Rule: 68 (2)],08.
Moneys advanced for miscellaneous purposes under special authority and recoverable in cash and sums overpaid in vouchers other than those for service payments should be adjusted under the head,8550,8680,8658,8443,A,[Rule: 69 (1)],09.
"Pay and Allowances in respect of an assignable period, paid before they are due shall be debited to",8550,8658,same head to which they are debitable had they been paid after they were due,2070,C,[Rule: 69 (1)],10.
State whether true or false        Advance for law suits should be debited to the functional expenditure head concerned. Refunds of amounts remaining unspent out of these advances should be dealt with as cash recoveries.,True,False,,,A,[Rule: 69 (4)],11.
"Items of receipts and payments which cannot at once be taken to a final head of receipt or charge owing to lack of information as to their nature or for any other reasons, may be held temporarily under the major head",8550,8443,8658,8680,C,[Rule: 70],12.
A service receipt of which full particulars are not given shall be taken to the head,Suspense Account,Misc. Deposit,Civil Deposit,"Other Receipt"" under the revenue major head to which it appears to belong",D,[Rule: 70],13.
Suspense Accounts is located under Sector,L,K,N,M,A,[Rule: 70],14.
Pick out the incorrectly matched regarding crediting the head with the sale proceeds of the land,"When the cost of the land was originally debited to, or remains at the debit of the Capital Account or was originally met from the revenue account of such Project or Undertaking. -->The Capital or Revenue account of the project, as the case may be,",If sold in the Public Works Department. -->4059,"If sold in the Defence --> ""0076, 0077 & 0077-Defence Services- Army, Navy and Air Force"" as the case may be.",if sold by civil agency -->.0075,B,[Rule: 71 (Schedule 1)],15.
"When the cost was originally debited to a capital expenditure head outside the Revenue Accounts, even though no regular Capital and Revenue Accounts are kept for the work covered by the Capital expenditure, the sale proceeds of the land will be accounted for in",The Capital expenditure head originally debited.,The revenue expenditure head,Half of the proceeds to the both the Capital & Revenue heads,Any of the above,A,[Rule: 71 (schedule 1)],16.
"In the case of land acquired by Government on payment for Companies, Railways, or of Government land made over to such Railways by other Government Departments or Railways, where the cost was originally debited to '3001-Indian Railways etc. Subsidised Companies—Land' the sale proceeds are creditable to",3001 (minus debit),0075,1001,0070,C,[Rule: Schedule 1 below 71],17.
"Pick the correct one (i) As a general rule, municipal rates and taxes on a non-residential building utilised for functional purposes, such as for schools, colleges or hospitals, if paid by the relevant departments dealing with those functions, should be adjusted in accounts as part of the sub- heads, minor heads concerned relating to the function, under the detailed head ""Rent, Rates and Taxes"". (ii) Where, however, the whole or a part of the tax is paid by the Public Works Department in administrative control of the building, the payments may be debited to the maintenance estimates of the buildings concerned, viz. ""2059-Public Works-Maintenance and Repairs"". (iii) Taxes on non-residential buildings occupied by Departments other than the Defence Department, if paid by a department nominated by Government in this behalf and not passed on to the occupying department, should be debited to ""2070-Other Administrative Services- Other Expenditure"". (iv) Taxes on residential buildings, if payable by Government should be debited to the maintenance estimates of the buildings under the head ""2216—Housing—Government Residential Buildings—Maintenance and Repairs"" or ""2059-Public Works"", in case the Government has decided to debit maintenance expenditure to the latter head.","i, ii and iii","ii, iii and iv","i, iii and iv",All of the above,D,[Rule: 72],18.
Pick the incorrect one,"In cases where the whole or any portion of the taxes which by local rule or by custom are ordinarily leviable from the tenant, is paid by a department of the Government such payments are treated as part of the contingent expenditure of the department.",Taxes both on residential or non-residential buildings owned or occupied by the Defence Department should be debited to the Defence Service Estimates.,"All extra expenditure connected with Survey of India unit which would not have been incurred but for field operation should be borne by the Defence Estimates, provided the Survey of India unit accompanies the expedition at the request of the Defence Department. Both","The cost of the pay, allowances, contingencies of other scientific parties and the expenditure incurred on special transport arrangements should be borne by the Defence Services.",D,[Rule: 73],19.
