question,option_a,option_b,option_c,option_d,answer,hint,srno
"State whether true or false        When recurring Grants-in-aid are sanctioned to the same Institution or Organisation for the same purpose, the unspent balance of the previous Grant should not be taken into account in sanctioning the subsequent Grant.",True,False,,,B,[Rule: ],14.
Cash balance of an autonomous organisation at a time should preferably not be,more than 2 months of requirements,more than 3 months of requirements,more than 4 months of requirements,more than 6 months of requirements,B,[Rule: ],15.
All interests or other earnings against Grants in aid or advances (other than reimbursement) released to any Grantee institution should be,utilised for internal purpose,allowed to be adjusted against future releases,mandatorily remitted to the Consolidated Fund of India immediately after finalization of the accounts.,disposed of after having obtained the approval of Ministry of Finance.,C,[Rule: ],16.
Assets acquired by Non-Government or Quasi-Government Institutions or Organisations wholly or substantially out of Government shall not be disposed of without obtaining the prior approval of the,Authority which sanctioned the Grants-in-aid.,Governing Body of such Non-Government or Quasi-Government Institutions or Organisations,Ministry of Finance,CEOs of Non-Government or Quasi-Government Institutions or Organisations,A,[Rule: ],17.
Pick the incorrect one,the release of the last instalment of the Annual Grant must be conditional upon the Grantee Institutions providing reasonable evidence of proper utilization of instalments released earlier.,"In the cases where Central Financial Assistance (CFA) has been sanctioned, the grant will be released in one instalment upon the Grantee Institutions/ Organisation providing complete evidence of achieving the specified objectives and expenditure incurred supported by Audited Statement of Expenditure.","In these cases, the grantee institutions will not be required to submit Utilization Certificates.",None of the above (All of the above are correct),D,[Rule: ],18.
"The Grantee Institutions, to submit their requirement with supporting details by the",end of September in the year preceding the year for which the Grants-in-aid is sought,end of October in the year preceding the year for which the Grants-in-aid is sought,beginning of financial year of preceding the year for which the Grants-in-aid is sought,end of financial year of preceding the year for which the Grants-in-aid is sought,A,[Rule: ],19.
The Institution or Organisation should be informed of the result of their requests for Grant by,by December of the year,March of the succeeding year,April of the succeeding year,June of the succeeding year.,C,[Rule: ],20.
"All Grantee Institutions or Organisations should ordinarily formulate terms and conditions of service of their employees which are, by and large, not higher than those applicable to similar categories of employees in Central Government which receive",more than 50% of their recurring expenditure in the form of Grants-in-aid,more than 50% of their non-recurring expenditure in the form of Grants-in-aid,more than 75% of their recurring expenditure in the form of Grants-in-aid,more than 75% of their non-recurring expenditure in the form of Grants-in-aid,A,[Rule: ],21.
"State whether true or false        All Grantee Institutions or Organisations receiving substantial grants from Government should formulate terms and conditions of service of their employees which are, under any circumstance, not higher than those applicable to similar categories of employees in Central Government.",True,False,,,B,[Rule: ],22.
"In all cases of buildings constructed with Grants-in-aid, responsibility of maintenance of such buildings shall be of the",Ministry/Department concerned,CPWD,Grantee Institution or Organisation,Any of the as decided by the Govt.,C,[Rule: ],23.
Grants-in-aid may be sanctioned to meet the bonafide expenditure incurred,not earlier than 6 months prior to the date of issue of the sanction,not earlier than 9 months prior to the date of issue of the sanction,not earlier than a year prior to the date of issue of the sanction,not earlier than 2 years prior to the date of issue of the sanction,D,[Rule: ],24.
State whether true or false        The stipulation in regard to refund of the un-utilised amount of Grant-in-aid with interest thereon should be brought out clearly in the letter sanctioning the Grant as well as in the bond so required to be executed.,True,False,,,A,[Rule: ],25.
Pick the correct regarding precondition to the sanction of Grants-in-aid to the agencies,the recipient body employs more than twenty-five persons on a regular basis and at least fifty per cent of its recurring expenditure is met from Grants-in-aid from Central Government,the body is a registered society or a co-operative institution and is in receipt of a general purpose annual Grants-in-aid of Rupees fifty lakhs and above from the Consolidated Fund of India,"the terms and conditions under which the Grants-in-aid are given, should provide for reservation for SC and ST or OBC in posts and services under such organizations or agencies",All of the above,C,[Rule: ],26.
The approved administrative expenditure on pay and allowances of the personnel of the voluntary organisation should not exceed,10% of Grant-in-aid,25% of Grant-in-aid,50% of Grant-in-aid,75% of Grant-in-aid,B,[Rule: ],27.
Pick the incorrect one,"In the event of the Grantee failing to comply with the conditions or committing breach of the conditions of the Bond, the signatories to the Bond shall be jointly and severally liable to refund to the President of India, the whole or a part amount of the Grant with interest at 10% per annum thereon or the sum specified under the Bond.",The stamp duty for this Bond shall be borne by the Grantee Institution.,"Execution of Bond will not apply to Quasi-Government Institutions, Central Autonomous Organisations and Institutions whose budget is approved by the Government.",None of the above (All of the above are correct),B,[Rule: ],28.
A post-completion review of every Centrally Sponsored Scheme should be undertaken by,Ministries/Departments concerned of Central Government,State Government/Union Territories,"Nodal Executing agencies such CPWD, National Highway Authority etc",Central and State Government/UTs jointly.,B,[Rule: ],29.
"If the assets of a sponsored project/scheme are to be sold, the proceeds therefrom should be",credited to the account of the sponsoring Departments/Organisations.,credited to the account of the Organisations/Institutions executed project/scheme,credited to the Consolidated fund of India,Jointly shared by sponsoring Departments/Organisations and executing institutions,A,[Rule: ],30.
A Register of Grants shall be maintained by the sanctioning authority in Form,GFR 18,GFR 19,GFR 20,GFR 21,D,[Rule: ],31.
"The accounts of all Grantee Institutions or Organisations shall be open to inspection by the sanctioning authority and audit, both by the C&AG under the provision of CAG(DPC) Act 1971 and internal audit by",the Principal Accounts Office of the Ministry or Department,externally hired Chartered Accountants,"Department of Expenditure, Ministry of Finance",Grantee Institutions themselves,A,[Rule: ],32.
"Pick the correct one        The accounts of the Grantee Institution or Organisation shall be audited by the C&AG under Section 14 of the C&AG's DPC Act, 1971, if the Grants or loans to the institution in a financial year \\n(i) are not less than Rupees 25 lakh \\n(ii) not less than seventy-five percent of the total expenditure of the Institution \\n(iii) The accounts may also be audited by the Comptroller and Auditor General of India if the Grants or loans in a financial year are not less than Rupees one crore. \\n(iv) Where the accounts are so audited by the Comptroller and Auditor General of India in a financial year, he shall continue to audit the accounts for a further period of three years notwithstanding that the conditions outlined above are not fulfilled.","i, ii and iv","i, iii and iv","i, ii and iiii",All of the above,C,[Rule: ],33.
"Where any Grant and /or loan is given for any specific purpose to any Institution or Organisation or authority, not being a foreign State or international Body/Organization, the CAG, to scrutinize the procedures by which the sanctioning authority satisfies itself as to the fulfillment of the conditions subject to which such Grants and/or loans were given and shall, for this purpose, have right of access to the books and accounts of that Institute or Organisation or authority under","Section 15 (1) of the CAG's (DPC) Act, 1971","Section 15 (2) of the CAG's (DPC) Act, 1971","Section 16 (1) of the CAG's (DPC) Act, 1971","Section 16 (2) of the CAG's (DPC) Act, 1971",A,[Rule: ],34.
"Where the C&AG is the sole auditor for a local Body or Institution, unless specifically waived by Government auditing charges will be payable by the",Administrative Ministry/Department,auditee Institution in full,IA&AD,"Department of Expenditure, MoF",B,[Rule: ],35.
Approved and authenticated annual accounts to be made available by the Autonomous Body to the concerned Audit Office and commencement of audit of annual accounts,30th April,31st May,30th June,30th September,C,[Rule: ],36.
Issue of the final SAR in English version with audit certificate to Autonomous Body/ Government concerned,30th September,31st October,30th November,31st December,B,[Rule: ],37.
Submission of the Annual Report and Audited Accounts to the Nodal Ministry/Department for it to be laid on the Table of the Parliament,30th September,31st October,30th November,31st December,D,[Rule: ],38.
Utilisation Certificate has been referred to in GFR 2017 under Rule,235,237,238,242,C,[Rule: ],39.
Utilisation Certificate shall be submitted in Form,11A,12A,14A,15A,B,[Rule: ],40.
"State whether true or false        Where Utilization certificate is not received from the Grantee within the prescribed time, the Ministry or Department will be at liberty to blacklist such Institution or Organisation from any future grant, subsidy or other type of financial support from the Government.",True,False,,,A,[Rule: ],41.
Fill in the blank        Release  of  Grants-in-aid  in  excess  of  of the total amount sanctioned for the subsequent financial year shall be done only after utilisation certificate and the annual audited statement relating to Grants-in-aid released in the preceding year are submitted to the satisfaction of the Ministry/Department concerned.,25%,50%,75%,90%,C,[Rule: ],42.
All the Ministries or Departments should include in their Annual Report a statement for the information of Parliament where Private and Voluntary Organizations receiving recurring Grants-in-aid,Rs. 10 lakh to less than Rs. 25 lakh,Rs. 10 lakh to less than Rs. 50 lakh,Rs. 20 lakh to less than Rs. 50 lakh,Rs. 20 lakh to less than Rs. 1 crore,B,[Rule: ],43.
The Annual Reports and accounts of Private and Voluntary Organizations should be laid on the Table of the House where these organisations are receiving recurring Grants-in-aid to the tune of,Rs. 20 lakh & above,Rs. 25 lakh & above,Rs. 50 lakh & above,Rs. 1 crore & above,C,[Rule: ],44.
Where applicable the Annual Reports and accounts of Private and Voluntary Organizations should be laid on the Table of the House within (whether recurring or non-recurring grant),6 months of the close of Financial Year,9 months of the close of Financial Year,6 months of the close of the succeeding financial year,9 months of the close of the succeeding financial year,D,[Rule: ],45.
All the Ministries or Departments should include in their Annual Report a statement for the information of Parliament where Private and Voluntary Organizations receiving one-time assistance or non- recurring Grants as Grants-in-aid,Rs. 10 lakh to up-to Rs. 25 lakh,Rs. 10 lakh to up-to Rs. 50 lakh,Rs. 20 lakh to up-to Rs. 50 lakh,Rs. 20 lakh to up-to Rs. 1 crore,B,[Rule: ],46.
The Annual Reports and accounts of Private and Voluntary Organizations should be laid on the Table of the House where these organisations are receiving one-time assistance or non-recurring Grants as Grants-in-aid,Rs. 20 lakh & above,Rs. 25 lakh & above,Rs. 50 lakh & above,Rs. 1 crore & above,C,[Rule: ],47.
In respect of the Scheme Utilization Certificate is submitted to Central Government by State Government is Form,GFR 12 C,GFR 14 C,GFR 15,GFR 16,A,[Rule: ],48.
UC given by the State Government should be counter-signed by the,"Minister, Finance Department",Chief Secretary,Administrative Secretary of the Division regulating the Scheme/Finance Secretary,None of the above,C,[Rule: ],49.
"When Central Grants are given to State Governments for expenditure to be incurred by them through local bodies or private institutions, the Utilization Certificates should be furnished by",the local bodies or private institutions,the State Government,jointly by local bodies or private institution and State Government,No UC required.,B,[Rule: ],50.
"The Grantee Institutions or Organisations should be required to submit performance cum achievement reports soon after the end of the financial year, and in any case, not later than",3 months after the close of FY,6 months after the close of FY,9 months after the close of FY,a year after the close of FY,B,[Rule: ],51.
"State whether true or false        performance-cum-achievement reports invariably be obtained with regard to non-recurring Grants such as those meant for celebration of anniversaries, conduct of special tours and maintenance Grants for education.",True,False,,,B,[Rule: ],52.
Submission of performance- cum-achievement reports may be dispensed with by the sanctioning authority in cases where Grant-in-aid does not exceed,Rs. 10 lakh,Rs. 15 lakh,Rs. 20 lakh,Rs. 25 lakh,D,[Rule: ],53.
State whether true or false        Sanctioning authority may grant discretionary grant for either recurring or non-recurring purposes but such grant should not involve any future commitment.,True,False,,,B,[Rule: ],54.
Grants-in-aid for provision of amenities or of recreational or welfare facilities to the staff of the offices of the Government are regulated under orders of the,Ministry of Home Affairs,Ministry of Finance,DoPT,Ministry of Social Welfare,A,[Rule: ],55.
Pick the incorrect one,"The Grant in aid will be admissible on the basis of the total strength borne on the regular strength of an organization, i.e., Ministry or Department, etc., and its Attached and Subordinate Offices and such statutory bodies whose budget forms part of Consolidated Fund of India","Staff paid from contingencies, work charged staff etc., will also be taken into calculation for this purpose.",Grant-in-aid in respect of Gazetted Officers will be admissible only to that Ministry or Department or Office where membership of recreation club is open to such officers.,None of the above.,B,[Rule: ],56.
The rate of the Grant-in-aid per head per annum,Rs. 20,Rs. 40,Rs. 50,Rs. 80,C,[Rule: ],57.
To match the subscriptions collected during the previous financial year by the existing staff clubs an additional Grant-in-aid will be admissible up to Rupees (per head per annum),Rs. 10,Rs. 15,Rs. 20,Rs. 25,D,[Rule: ],58.
"In the case of staff clubs which are started during the financial year in which Grant-in-aid is to be given, an additional matching grants-in-aid up to match the subscription collected by such clubs up to the date on which the proposal for the Grant is mooted, may be sanctioned up-to Rupees (per head/pa)",Rs. 10,Rs. 15,Rs. 20,Rs. 25,D,[Rule: ],59.
The total strength of the eligible staff will be that existing on the,31st March,30th April,30th June,30th September,A,[Rule: ],60.
In the case of new staff clubs the total strength of the eligible staff will be that existing on the,31st  March of preceding year,30th September preceding year,date on which proposal for Grant is mooted,date on which proposal for Grant is sanctioned,C,[Rule: ],61.
A maximum one-time Grant for setting up of a Recreation Club is,Rs. 25000,Rs. 50000,Rs. 75000,Rs. 100000,B,[Rule: ],62.
The accounts of recreational clubs for the preceding year duly audited by an Internal Auditor should be obtained immediately by the Ministry or Department before allocating funds for the next financial year after the close of the financial year in any case by the (following year),30th April,31st May,30th June,31st July,A,[Rule: ],63.
The nodal division in the to finalize terms and conditions of loans by the Central Government is,"Budget Division, Department of Expenditure, Ministry of Finance","Budget Division, Department of Economic Affairs, Ministry of Finance",Niti Aayog,Finance Commission,B,[Rule: ],64.
"Interest for the full period (half-year or full year, as the case may be) shall be payable if the payment of the instalment is made in advance of the due date by",14 days or less,15 days or less,20 days or less,30 days or less,A,[Rule: ],65
"When the due date of repayment of any instalment of principal or interest falls on a Sunday or a public holiday, the due date will be",working day preceding Sunday or public holiday,next working day,End of that particular month in which due date falls,Any of the above as decided by sanctioning authority while sanctioning the grant/loan.,B,[Rule: 250 (V)],66.
"If an instalment of principal or interest is payable on the 31st March of a year, and if that day happens to be a public holiday, the due date will be",First working day of April of following year,working day preceding public holiday,by the end of April of following year,Any of the above as decided by sanctioning authority while sanctioning the grant/loan,B,[Rule: Exception to 250 (v)],67.
The payment of interest and the repayment of principal of a loan are always to be made with reference to the calendar date on which the loan,proposal mooted,sanctioned,paid to the borrower,withdrawn by the borrower from his accounts,C,[Rule: 250 (vi)],68.
"State whether true or false        In the case of a loan sanctioned by the Central Government to a State Government on or before 31st March of a year, which is adjusted in the books of the Reserve Bank of India in the month of April of following year the instalment of principal and/or interest shall fall due for payment on the 31st March of the succeeding year",True,False,,,A,[Rule: 250 (vi)],69.
"In regard to cases where adjustment in the books of the Accounts Offices are only involved and actual credit through the Reserve Bank of India is not necessary, the date of drawal of loan for purposes of repayment and charging interest shall be",the first date of the month of account in which the adjustment is effected,the last date of the month of account in which the adjustment is effected,the last date of the Financial year which the adjustment is effected,the first date of following financial year.,B,[Rule: 250 (vii) (b)],70.
"The Principal Accounts Officers or Pay and Accounts Officers s, shall issue notices in Form GFR- 19 to the loanees (other than State and Union Territory Governments) i.e. Public Sector Undertakings, statutory bodies and Government institutions etc. where",the detailed accounts of loan is maintained by PAO,amount involved is more than Rs. 50 lakh,amount has been unpaid for the last 6 months,administrative Ministry/department has authorised PAO to do so.,A,[Rule: 250 (viii)],71.
"The Principal Accounts Officers or Pay and Accounts Officers s, shall issue notices in Form GFR- 19 to the loanees .",15 days in advance from due date,one month in advance from due date,2 months in advance from due date,3 months in advance from due date.,B,[Rule: 250 (viii)],72.
"Before approving the loan, the applicant shall be asked to furnish copies of profit and loss (or income and expenditure) accounts and balance sheets for the last",2 years,3 years,4 years,5 years,B,[Rule: 250 (3) (ii) (a)],73.
Value of the security offered against the loan should be at least,thirty-three and one-third per cent of the loan amount,100% of loan value,thirty-three and one-third per cent above the amount of the loan,50% the amount of the loan,C,[Rule: 250 (3) (iii)],74.
State whether true or false A loan shall bear interest for the day of payment as well as day of repayment.,True,False,,,B,[Rule: 251 (2) for day of payment & not as repayment],75.
"In cases where the normal rate is considered too high and a concession is allowed by direct subsidy, the payment of interest",Amount of direct subsidy should be adjusted against interest due and only net interest due is to paid.,interest shall be paid in the first instance at the normal rates and subsidy shall be claimed separately,Amount of subsidy is accounted for in the records of sanctioning authority against interest due,Interest shall be paid as a normal case and subsidy will be treated as additional loan.,B,[Rule: 253 (i)],76.
A written undertaking shall be obtained from a wholly Government-owned company at the time of sanctioning the loan.in Form,GFR 12,GFR 13,GFR 14,GFR 15,D,[Rule: 253 (2) (ii)],77.
"Pick the correct one \\n(i) In the case of loans to wholly-owned Government Companies, a written undertaking to the effect that the fixed assets of the company shall not be hypothecated without prior approval of the Government shall be obtained in Form GFR  32. \\n(ii) Stamp duty should be paid on these written undertakings by wholly-owned Government Companies. \\n(iii) Loans to parties other than State Governments, wholly owned Government Companies and Local Administration of Union Territories shall be sanctioned only against adequate security. \\n(iv) The security to be taken shall ordinarily be at least sixty-seven and two-third per cent. more than the amount of the loan.",i and iii,ii and iv,"i, ii and iii",All of the above,A,[Rule: 254 & 255],78.
Who will primarily be responsible for certifying to the Accounts Officer regarding fulfilment of the conditions attaching to the loan,The loanee institution,Sanctioning authority,Head of administrative Ministry/Department,Ministry of Finance,B,[Rule: 256 (1)],79.
"State whether true or false        A Certificate of Utilization of the loan shall be furnished to the Accounts Officer in every case of loan made for specific purposes, even if of the any conditions is not specifically attached to the grant.",True,False,,,A,[Rule: 256 (2) (ii)],80.
Utilization Certificates by the Department concerned to the Accounts Officer shall be submitted,not later than 12 months from the date of sanction of the loan.,not later than 18 months from the date of sanction of the loan,not later than 12 months from the close of financial year in which loan sanctioned.,not later than 18 months from the close of financial year in which loan sanctioned.,D,[Rule: 256 (2) (vi)],81.
"State whether true or false        When a loan of public money is taken out in instalments each instalment of the loan so drawn shall be treated as a separate loan for purposes of repayment of principal and payment of interest thereon except where the various instalments drawn during a financial year are, for this purpose, allowed to be consolidated into a single loan as at the end of that particular financial year.",True,False,,,A,[Rule: 257],82.
"The penal or the higher rate of interest, as the case may be, shall not, except under special orders of Government, be less than",2% per annum above the normal rate of interest,2.5% per annum above the normal rate of interest,3% per annum above the normal rate of interest,5% per annum above the normal rate of interest,B,[Rule: 258 (1)],83.
"Any default in the payment of interest upon a loan or in the repayment of principal where details of accounts of loan is maintained by Accounts Officer, shall be promptly reported by him to",Principal Accounts Officer,Loanee Institution,Ministry of Finance,sanctioning authority.,D,[Rule: 258 (2)],84.
Pick the incorrect one,"The event of any default in repayment in the case of grant of interest free loans, interest at prescribed rates will be chargeable on the loans.","In the case of loans sanctioned at concessional rates of interest the difference between the normal rate and concessional rate), shall be made conditional upon prompt repayments of principal and payment of interest thereon by the entity concerned.","In the cases where in addition to interest free loans, subsidy is also provided to meet running expenses the sanction letter shall provide that in the event of any default in repayment, the defaulted dues would be recovered out of the subsidy payable.",None of the above,D,[Rule: 258 ()3],85.
"A competent authority may remit or write off any loans owing to their irrecoverability or otherwise, after prior approval of the",Ministry of Finance,Accounts Officer,Administrative Ministry/Department,Parliament,A,[Rule: 259],86.
"Detailed accounts of loans to Institutions and Organizations, etc., shall be maintained by the Accounts Officer who shall watch their recovery and see that the conditions attached to each loan are fulfilled Subject to such general or specific directions as may be given by the",Administrative Ministry/Department,Ministry of Finance,C&AG,Principal Accounts Officer,C,[Rule: 260],87.
Each Principal Accounts Officer shall submit a statement showing the details of outstanding Central Loans borne on his books as on 31st March each year to the,concerned Ministry or Department,C&AG,Ministry of Finance,Chief Controller of Accounts of concerned Ministry or Department,A,[Rule: 262],88.
The above statement is submitted in Form,GFR 11,GFR 12,GFR 13,GFR 14,C,[Rule: 262],89.
This statement in GFR 13 shall be submitted not later than the,30th  April of following year,30th June of following year,30th  September of following year,31st December of following year,C,[Rule: 262],90.
The Administrative Ministries shall keep watch over the receipt of the Annual Statements regularly from the Accounts Office in Form,GFR 20,GFR 19,GFR 18,GFR 17,A,[Rule: 263 (1)],91.
"A copy of Annual Assessment Report on status of all outstanding loans, including timely and accurate payment of principal and interest due, shall be submitted by the Financial Advisor of the Administrative Ministry concerned by 30th June of each financial year to",concerned Ministry or Department,C&AG,Ministry of Finance,Chief Controller of Accounts of concerned Ministry or Department,C,[Rule: 263 (2)],92.
