question,option_a,option_b,option_c,option_d,answer,hint,srno
Vouchers relating to contingencies are not to be submitted to PAO along with Monthly Accounts which do not amount to,more than Rs. 25/-,More than Rs. 100/-,more than Rs. 500/-,More than Rs. 1000/-,D ,Note1_22.2.10,23A.
Vouchers which are not to be submitted to PAO with Monthly Accounts shall be dealt in manner,Such vouchers should be destroyed,Such vouchers should be sent separately,Such voucher should be kept carefully for production to audit,Such voucher should be cancelled by means of perforating or endorsing a stamp and kept carefully for production to audit,D ,22.2.10,24.
"State whether true or false Vouchers relating to new supplies of tools and plant should be completed by noting on them the name of the month in the accounts of which the articles acquired were brought on to Form C.P.W.A 13, Tools and Plant Received Sheet.",True,False,,,A ,Note 3_22.2.10,25.
"Procedure for seeking further information, certificates etc. from sub-divisions by DA as a result of examination of Accounts and returns of sub-divisions is/may be prescribed by",DO,SE,PAO,CGA,A ,22.2.11,26.
"The remittances made into the accredited Bank as well as cheques drawn on them, by Public Works Division will be accounted for under the Sub-heads “Remittances into Bank” and “Public Works Cheques” respectively under the head",8761,8762,8675,8782,D ,22.3.1,27.
The daily Payment and Receipt Scrolls are prepared by,DO,PAO,Accredited bank,Focal point branch,C ,22.3.2,28.
The daily Payment and Receipt Scrolls are prepared in,Duplicate,Triplicate,Quadruplicate,Quintuplicate,C ,22.3.2,29.
The daily Payment and Receipt Scrolls are prepared,Bank wise,Division wise,PAO wise,District wise,B ,22.3.2,30.
Pick the correct one disposal of Receipt and Payment Scrolls (i) First copy of scrolls and Receipt and payment Scrolls will be sent to designated Focal Point Branch of the Bank along with Paid Cheques/Challans (ii) Second copy of the above mentioned Bank Scrolls without Paid Cheques/Receipted Challans will be sent to the PAO of the division (iii) Third copy of the above mentioned Bank Scrolls without Paid Cheques/Receipted Challans will be sent to the Divisional Officer by the Dealing Branch and (iv) Fourth copy of the Scrolls shall be retained by the Dealing Branch for its own records.,"i, and ii",ii and iii,iii and iv,All of the above,C ,To Focal Point Branch in duplicate and no copy to PAO 22.3.2,31.
The Focal Point Branch of the accredited Bank presently is,RBI,SBI,Any nationalised bank,Any notified bank,B ,22.3.2,32.
The Focal Point Branch of the accredited Bank will prepare Division-wise “Main Scroll” in,Duplicate,Triplicate,Quadruplicate,Quintuplicate,B ,22.3.2,33.
The Focal Point Branch of the accredited Bank will transmit two copies of the “Main Scroll” along with original copy of the Scrolls duly supported with Paid Cheques/Receipted Challans received from the Dealing Branch to,DO,PAO of the Division,RBI Central Office Nagpur,"RBI Government Account Department, Mumbai",B ,22.3.2,34.
Main Scrolls is transmitted by Focal Point Branch to concerned on,Day to day basis,Weekly basis,Fortnightly basis,Monthly basis,A ,22.3.2,35.
"The Pay and Accounts Officer of the Division concerned, after verification of related documents viz the Paid Cheques/Receipted Challans will return the second copy of the “Main Scroll” duly certified without documents to Focal Point Branch",Within 24 hours,Within 48 hours,within 72 hours,within a week,A ,22.3.2,36.
Accounting by PAO for the adjustment of Payment Scroll:,"(-) Credit 8782, credit 8658","(-) credit 8658, credit 8782","Debit 8762, credit 8782","Debit 8782, credit 8762",A ,22.3.3,37.
"On receipt of “Payment Put through Statement” from the Reserve Bank of India, the credit under Major Head “8658 – Suspense Accounts” will be cleared by the Principal Accounts Officer of the Ministry of Urban Development by",(-) Credit 8675 credit 8658,"(-) Credit 8658, credit 8675",Debit 8782 credit 8675,Debit 8675 credit 8675,B ,22.3.3,38.
Accounting by PAO for the adjustment of Receipt Scroll:,"(-) Credit 8782, credit 8658","Debit 8658, (-) credit 8782","Debit 8762, credit 8782","Debit 8782, credit 8762",B ,22.3.4,39.
On receipt of ““Receipt Put Through Statement from Reserve Bank of India the credit under Major Head “8658 – Suspense Accounts” will be cleared by the Principal Accounts Officer of the Ministry of Urban Development by,Debit 8675 (-) Debit 8658,"Debit 8658, (-) Debit 8675",Debit 8782 credit 8675,Debit 8675 credit 8675,A ,22.3.4,40.
"Pick the correct one (i) On receipt of a copy of daily Receipt and Payment Scroll from bank, the Divisional Officer will effect reconciliation of the transactions indicated in the Receipt Scroll and Payment Scroll in Part I – Cash Remitted and Acknowledged” and Part II – Cheques issued and paid respectively in the Schedule of Reconciliation of Cheques and Remittances” in Form C.P.W.A 51. (ii) CPWA 51 with schedule of Reconciliation should be sent by the Divisional Officer along with Monthly Account to the Pay & Accounts Officer of his Division. . (iii) The Divisional Officer should also prepare and furnish list of cheques issued but not encashed and remittances made but not accounted for during the month as well as cheques issued and remittances made during the previous months accounted for in the bank scroll during the month on hand. (iv) P.A.O. of the Division on receipt of Form C.P.W.A 51 along with Monthly Account from the Divisional Officer will reconcile the figures of Bank Scrolls booked in his account with those reported by the Divisional Officer in CPWA Form","i, ii and iii","ii, iii and iv","i, iii and iv",All of the above,D ,22.3.5,41.
Abstract Book is prepared in Form,CPWA 80,CPWA 80A,CPWA 81,CPWA 83,A ,22.4.1,42.
Abstract book is/may be written up,Before compilation of Monthly Accounts,After compilation of Monthly Accounts,"Before the actual compilation of the various schedules and schedule dockets, etc is undertaken","After the actual compilation of the various schedules and schedule dockets, etc has been completed.",C ,22.4.1,43.
"The Abstract Book, Form C.P.W.A 81 may be written up in accordance with the instructions printed on the standard Form from","Works Abstrac, Register of Works and Contractor’s ledger","The original Cash Book, Summaries of Stock Receipts and Indents and the Transfer Entry Book",Both a & b,None,B ,22.4.1,44.
State whether true or false The Abstract book will consolidate all the transactions of the division and will thereby facilitate the location of errors and omissions made in the compilation of the Monthly Accounts from the Schedules and also serves as an independent check over the accounts so compiled.,True,False,,,A ,22.4.1,45.
The Monthly Account shall be submitted to the Pay and Accounts Officer by,5th of the succeeding month,8th of the succeeding month,10th of the succeeding month,15th of the succeeding month,B ,22.4.1,46.
Schedule Dockets is prepared in Form,CPWA 59,CPWA 60,CPWA 61,CPWA 62,C ,22.4.2,47.
"Pick the correct one Cash vouchers and transfer entry orders should be posted in Schedule Docket CPWA 61, those relating to (i) charges on works other than percentages charged for establishment, tools and plant, etc, (ii) charges on works including percentages charged for establishment, tools and plant, etc, (iii) other items of expenditure or disbursement for which a contingent bill is required (iv) other items of expenditure or disbursement for which a contingent bill is not required","i, and iii",i and iv,ii and iii,ii and iv,B ,22.4.2,48.
"At the end of the month, the schedule dockets should be completed in respect of Stock transactions by posting therein all the Stock debits and credits of the month from",Cash Book and Transfer entry orders,Summary of Indents and the Summary of Stock Receipt CPWA 10 and 9 respectively including those brought to the accounts through cash book and TEO,Summary of Indents and the Summary of Stock Receipt CPWA 10 and 9 respectively omitting those brought to the accounts through cash book and TEO,Goods Receipt Sheets and Indents.,C ,22.4.2,49.
"State whether True or False The total of the month’s stock transactions relating to each schedule docket should be entered therein as a single figure, plus or minus according as it is debit or credit, and if there are both debits and credits to be entered, the net result only should be posted.",True,False,,,A ,22.4.2,50.
The schedule dockets in case of works should then be totalled and reconciled with the,Work Estimate,Work Abstract,Register of Works,Contractor’s Ledger,B ,22.4.2,51.
The documents to be attached with Schedule Docket while submission to PAO,"All the vouchers including acknowledgement for stock supplied to contractors,",Transfer Entry Orders in CAM 34,Survey Report and Sale Accounts in CPWA 18 and 19 respectively,All of the above,D ,22.4.2,52.
The audit of schedule dockets is conducted in the Pay and Accounts Office on the assumption that petty vouchers and initial stock account in support of the certified amounts of untouched and stock charges have been duly checked by,Cashier,Accountant,DA,DO,C ,Note_22.4.2,53.
Who is personally responsible for accuracy of these amounts as stated in the Schedule Dockets,Cashier,Accountant,DA,DO,C,Note_22.4.2,53A.
The Form C.P.W.A 62 should be signed by the,DA,DO,SE,PAO,B ,Note_22.4.3 (CPWA 62 is TEO),54.
"Pick the correct one (i) Registers of Revenue Realized is maintained in CPWA 46 for all type of revenue receipts. (ii) a separate register being maintained for each major head and in the case of works for which separate capital accounts are kept, one for each separate system or roject (iii) In this register a column is opened for each minor head of revenue and detailed heads subordinate to it other than Deduct Refunds for which a single deduction is made from the total revenue of the month. (iv) Details of amount making up the figure to be deducted being recorded in a separate Register of Refund in CPWA 46A","i, ii and iii","i, iii and iv","ii, iii and iv",All of the above,A ,22.4.4 (i) to (ii),55.
Pick the item incorrectly matched,Schedule of transactions adjusted under the head CSSA: CPWA 76A,Register of license fee of buildings and lands: CPWA 49,Schedule of Establishment Expenditure: CPWA 64A,Transactions pertaining to MPSSA/MWA: CPWA 69,D ,22.4.4.(a) (xi) It is CPWA 67 and CPWA 69,56.
"Licence fee and other revenue receipts pertaining to (a) Military Engineer Services, (b) Indian Air force, (c) Department of Posts and (d) Department of Telecommunications and (e) Archeological Works of the Central Government for conservation of ancient monuments should be posted in separate register",CPWA 46,CPWA 46A,CPWA 49,CPWA 49A,C ,Note 1_22.4.4(b),57.
"State whether True or False When under a major head of revenue, there is more than one system of works, for which separate capital accounts are kept, a summary of the receipts of all systems working up to the totals of the major head, should also be prepared.",True,False,,,A ,Note 3_22.4.4 (b),58.
Transactions grouped in Schedules of Debit/Credit to Misc. Head of Accounts in CPWA 76 are adjusted finally in the books of the,Division,PAO,CCA,Ministry of Urban Development,B ,22.4.4(d),58A.
Transactions pertaining to which of the following Major Head is not grouped under Schedule of Misc. Debit/Credit to Misc. Heads of Accounts,0021,2070,2235,2245,D ,22.4.4(d),59.
Expenditure on works met to Subventions from Central Road Fund (8449) is shown in the schedule,CPWA 76 Credit,CPWA 76 Debit,CPWA 77 Credit,CPWA 77 Debit,B ,Note_22.4.4(d),60.
"Income-tax deductions from work-charged establishments (excluding such categories of work charged establishments, as are borne on the regular establishment of Department), percentage chargeable on Imported Stores and recoveries of pensionary charges comprised in the percentage charges levied for work done invariably appear in the",Schedule of Credits to Miscellaneous Heads of Account in Form CPWA 76.,Schedule of Debits to Miscellaneous Heads of Account in Form CPWA 76.,Schedule of Establishment Expenditure in CPWA 64A,Schedule of transaction under CSSA CPWA 76A,A ,Note_22.4.4(d),61.
"Transactions, which cannot be classified under final head concerned or the heads in the Public Account shall be shown in the Schedule of Credits or Debits to Miscellaneous Heads of Account, in Form C.P.W.A-76, unless authorised by",SE,DG (Works),PAO,CCA,D ,Note_22.4.4(d),62.
Amounts creditable to ‘0070 – Other Administrative Services – Fees for Government Audit’ or “2016 – Audit”. will appear in the,Revenue Realised CPWA 46,Schedule of Debit to Misc. Heads of Account in Form CPWA 76.,Schedule of Credit to Misc. Heads of Account in Form CPWA 76.,Register of Misc. Receipt/Deposit in CPWA 65,C ,Note_22.4.4(d),63.
Primary unit of appropriation-wise details of individual vouchers of payments of pay and allowances of the officers and staff of Divisions will be shown in Form,CPWA 64,CPWA 64A,CPWA 74,CPWA 74A,B ,22.4.4(e),64.
State whether true or false Details of individual vouchers of payments of pay and allowances of the officers and staff of Divisions will be shown in Form CPWA 64A combined for Regular establishment and Work-charged establishment borne on regular establishment.,True,False,,,B ,Separately for RE and WCE on RE 22.4.4(e),65.
CPWA 64A should be prepared and submitted to PAO in,Single copy,Duplicate,Triplicate,Quadruplicate,C ,22.4.4.(e),65A
"Pick the correct ones (i) Primary unit of appropriation wise debit figures will be shown in Form C.P.W.A. 74 under respective Sub-heads under minor head “Direction & Administration” (ii) Credit figures are shown in the relevant Form C.P.W.A 46 or 76. (iii) The total of Form C.P.W.A 74 will appear in Form C.P.W.A 80. (iv) The amount of recoveries on account of income tax, G.P.F. Conveyance and other advances etc will be shown in Form C.P.W.A. 76 (Debits), and payment of advances etc. will similarly be shown in Form C.P.W.A 76 (Credits) duly supported by vouchers.","i, ii and iii","i, iii and iv","ii, iii and iv",All of the above,A ,CPWA 76 cr and dr respectively 22.4.4(f) and note below it,66.
A covering list of supporting vouchers/schedules shall be prepared in _____ and attached to Form C.P.W.A. 76 (Dr/Cr) as the case may be,Single,Duplicate,Triplicate,Quadruplicate,B ,Note(b)_22.4.4(f),67.
The amounts of pay and allowances or any other advances or recoveries which are adjustable in the books of other Accounts Officer will be shown in Form,CPWA 77 Credit/Debit,CPWA 76 Credit/Debit,CPWA 67,CPWA 64A,A ,Note(b)_22.4.4(f),68.
The total amount of the cheques drawn during the month should be entered in the,Credit Schedule CPWA 76,Debit Schedule CPWA 76,Credit Schedule CPWA 77,Debit Schedule CPWA 77,C,22.4.5,69.
Expenditure on famine relief works should be entered in,Debit Schedule 76,Credit Schedule 76,Schedule 64,Suspense Register CPWA 67,A ,Note_22.4.5,70.
All expenditure incurred directly for the relief of distresses shall be debited to Major Head,2235,2245,8000,relevant functional head,B ,Note_22.4.5,71.
Expenditure incurred indirectly due to any natural calamity shall be debited to,2235,2245,8000,relevant functional head,D ,Note_22.4.5,72.
"Pick the correct ones (i) Before a reconciliation has been effected between the totals of “Works Abstract (Form C.P.W.A 33)” and relevant schedules dockets, a Schedule of Works Expenditure should be prepared in Form C.P.W.A 64 (ii) After a reconciliation has been effected between the totals of “Works Abstract (Form C.P.W.A 33)” and relevant schedules dockets, a Schedule of Works Expenditure should be prepared in Form C.P.W.A 64 (iii) It is prepared separately for expenditure relating to Each Major & Sub Major Head, Military Engineer Service, Indian Air Force, Postal Department Works etc. (iv) It is prepared combined for all works as a single schedule","i, and ii",i and iii,ii and iii,All of the year,C ,22.4.6,73.
State whether true or false Barring some exception only those works on which expenditure has been incurred during the month should be included in the schedule of Works Expenditure CPWA 64.,True,False,,,A ,22.4.6(b),74.
"The schedule CPWA 64 pertaining to the accounts for which months should include all works, including those relating to which no transactions have appeared in the accounts of those months",Jan and Dec,Mar and June,June and Dec,Sep and Mar (Supple),D ,22.4.6(c),75.
For apprising of the excess over estimate a copy of schedule CPWA 64 pertaining to the accounts for the month of Sep and Mar (Supple) should be sent by the Divisional Officer to,SE,DG (Works),PAO,CCA,A ,22.4.6(c),76.
The schedules in CPWA 64 pertaining to the accounts for which months should include all works relating to National Highways and the Central Road Fund,Sep and Mar (Supple),"Sep, Dec and Mar (Supple)","Jul, Oct, Jan and Mar (Supple)","Jun, Sep, Dec and Mar (Supple)",D ,22.4.6(c),77.
A/an _____statement on all works relating to National Highways and Central Road Fund is submitted to GoI by___,"Quarterly, DO","Annual, DO","Quarterly, PAO","Annual, PAO",C ,22.4.6(c),78.
State whether true or false In CPWA 64 the excess of expenditure incurred during the year over the allotment should be shown below the allotment and amount of technically sanctioned estimate and excess should be entered in column 9.,True,False,,,A ,Note 1_22.4.6(c),79.
All debits to Stock should be collected in Form,CPWA 72,CPWA 73,CPWA 67,CPWA 69,A ,22.4.8,80.
"Pick the correct ones (i) The entries in this schedule should be arranged in three groups (1) “Manufacture” (2) “Land, Kilns etc” and (3) “Other Sub-Heads”. (ii) Under (1), should be debited all manufacture operations in progress, under (2) all works in progress in connection with the acquisition of land, construction and repairs of kilns, etc.and (iii) Under (3), should be shown (a) individually, all items of expenditure on the carriage, handling etc.of stock materials when the cost of such processes is debitable to the sub-head of stock (b) individually, all items of acquisition of stock materials for which an estimate is required under rule and (c) collectively, all other items of acquisition of stock materials. (iv) In respect of manufacture operation, the outturn of the month should not be shown in the schedule","i, ii and iii","i, iii and iv","ii, iii and iv",All of the above,A ,22.4.8,81.
"If the Divisional Officer is specially authorized by Government to sanction the carriage, handling etc. charges up to a specified monetary limit, who will conduct the scrutiny of individual items of expenditure against the Divisional Officer’s sanctions",Accountant,DA,SE,PAO,B ,Note_22.4.8,82.
An account of the suspense head “Stock” should be prepared in Form,CPWA 67,CPWA 69,CPWA 72,CPWA 73,D ,22.4.9,83.
"Pick the correct ones regarding C.P.W.A 73, Stock Account (i) It is prepared in two parts (ii) Part 1 of this form is the main account showing the receipts, issues and balances classified by sub-head, separate figures being given in respect of the sub-heads ‘manufacture’, ‘Land Kiln’ ‘Handling and other incidental charges’ etc, and all the other sub heads such as small stores, building materials being lumped up. (iii) Part II of it is the Detailed Account of issues (iv) Part I is written up first, and from this part and the Schedule of debits to Stock, Form C.P.W.A 72, is prepared Part II.","i, ii and iii","i, iii and iv","ii, iii and iv",All of the above,A ,Part II is written up first 22.4.9,84.
Schedule of Transactions Adjusted under the Head “Cash Settlement Suspense Account” in the case of Inter-departmental settlement with,Post and Telecommunication,Ministry of Home Affairs,Ministry of External Affairs,Cabinet Secretariat and the Ministry of Defence,D ,22.4.9(f),85.
Cash Settlement Suspense Account is under major head,8658,8671,8672,8782,A ,22.4.10,86.
Operation of Minor Head Cash Settlement Suspense Account” for the settlement of inter-divisional transactions has been dispensed with from,1.4.1974,1.4.1986,1.4.1993,1.4.2005,C ,22.4.10,87.
CSSA has been replaced by,Book transfer,Advance payment,PAO settlement,All of the above,B ,22.4.10,88.
A consolidated account of all expenditure debited against the grants of the division should be prepared in Form,CPWA 74,CPWA 74A,CPWA 75,CPWA 75A,A ,22.4.11,89.
"The figures relating to the several major and sub-major heads in classified Abstract of Expenditure should be entered in separate sections, arranged in the order indicated in the",Work Estimate,Register of Works,Works Abstract,List of Major and Minor Heads of Accounts.,D ,22.4.11,90.
"When Works for Indian Air Force, Posts, Telecommunication and Archaeological Department undertaken as a standing Military Engineer Service arrangement and funds for the purpose are allotted to the division, the expenditure connected therewith should be abstracted in Form",CPWA 65,CPWA 74,CPWA 76,CPWA 79,B ,Note 1_22.4.11,91.
State whether True or False Refunds of Revenue and Receipts and Recoveries on Capital Account” are excluded for Classified Abstract of Expenditure CPWA 74,True,False,,,B ,Refund of revenue excluded and RR on capital outlay included Note2_22.4.11,92.
"Pick the correct ones (i) The Monthly Account should be prepared in the Form C.P.W.A 80 (with all supporting registers, schedules, vouchers, etc.) for presentation to the DO and submission to the PAO. (ii) This account is an abstract of the entrie receipts and disbursements of the month as worked out in the Abstract Book (Form C.P.W.A 81) and as detailed in the various schedules and registers, (iii) It also shows the opening and closing cash balances. (iv) On the back of the form are printed (1) a memorandum of miscellaneous cash receipts paid into Banks, and (2) a certificate in respect of the closing cash balances of subordinate disbursing officers.","i, ii and iii","i, iii and iv","ii, iii and iv",All of the above,D ,22.4.12,93.
Pick the incorrect one related to Monthly Accounts,The entries in the Monthly Accounts are divided into three groups –,"Revenue entries as taken from the Registers of Revenue Realised, Form C.P.W.A 46","Expenditure Entries which are posted from the Classified Abstract of Expenditure, Form C.P.W.A 64","Other Heads entries which are posted from the figures in Forms C.P.W.A 79, 66 and 76-A",C ,It is taken from CPWA 74 and not from 64 22.4.12,94.
"Pick the correct ones (i) The entries posted under the several heads in the Monthly Account should be checked with corresponding entries in the Abstract Book CPWA 81. (ii) The totals of the columns for receipts and disbursements must agree. (iii) If there is any difference due to cash being in transit between two disbursing officers, its amount etc., should be included in the closing balance and the certificate of cash balance should be amplified so as to state the amount and the steps taken to adjust the difference.",i and ii,ii and iii,I and iii,All of the above.,D ,Note 2_22.4.12,95.
"State whether true or false While preparing stock accounts entries to account through the Cash Book or the Transfer Entry Book such as stock purchase in cash, stock sold for cash, and stock received from works, are left out, and the rest are posted direct from the Summary of Stock Receipts and the Summary of Indents, Forms C.P.W.A 9 and 10.",True,False,,,A ,22.4.14(a),96.
"Who is to ensure that all items of stock accounts are correctly separated off in the Summary of Stock, Receipts and the Summary of Indents, Form C.P.W.A 9 and 10 from those recorded in Cash Book and Transfer Entry Order to avoid booking an item twice in Monthly Accounts?",Head clerk,DA,DO,PAO,B ,22.4.14,97.
Date of submission to Monthly Accounts to the Accounts Officer is fixed by,DG (Works),PAO,CCA,CGA,C ,22.4.15,98.
Schedule of Workshop Suspense is prepared in,CPWA 67,CPWA 67A,CPWA 69,Local Form,D ,22.4.15(12),99.
"The DO may be required by any rule to make a formal report periodically regarding the progress of expenditure on a Deposit Work to the administrator or depositor concerned, it is submitted in Form",CPWA 65,CPWA 65A,CPWA 79,Local Form,B ,Note 1_22.4.15,100.
The above mentioned Statement is submitted through,SE,DG (Works),PAO,CCA,C ,Note 1_22.4.15,101.
"State whether true or false If the DO is authorized to refund, without reference to higher authority, fines which have been remitted by a court of law, a copy of the orders of the court should accompany the Schedule of Refunds of Revenue.",True,False,,,B ,Original orders and not a copy Note 2_22.4.15,102.
Pick the correct one,"The Schedules relating to the suspense and deposit accounts, Form C.P.W.A 70, 73 and 79 and the Workshop Suspense Schedule, must be submitted to the Pay and Accounts Officer, month after month, so long as there are balances outstanding under the accounts concerned, whether there have been transactions during the month or not","The Schedule of Miscellaneous Public Works Advances Form C.P.W.A 70 and the Schedule of Deposits, Form C.P.W.A 79 should however be restricted to the items affected during the month",Both of the above,Neither of the above,C ,22.4.16,103.
"In respect of the Schedule of Deposit Works, Form C.P.W.A 65 the Divisional Officer may dispense with the submission every month, of Part II of the Schedule subject to certain conditions, if so authorized by the",SE,DG(Works),CCA,AO,D ,22.4.16,104.
"In the Schedule of Miscellaneous Works Advances, Form C.P.W.A 70, for the month other than March, each item may be shown in a lump sum, which do not exceed",Rs.5,Rs.50,Rs.100,Rs.500,A ,22.4.16,105.
Summing up the items in lump sum In CPWA 70 for the month other than March subject to amount so prescribed is authorised by,SE,DG(Works),CCA,PAO,A ,22.4.16,106.
"The Abstract Account of Credits, Debits and Balances of the MPSSA, Form C.P.W.A 69 and the Schedule of MWA, Form C.P.W.A 70 for September and March should be accompanied by a list of items outstanding under the Suspense Heads for",Six months or more,more than six months.,Twelve months or more,more than twelve months.,B ,Note 1_22.4.16,107.
"The Schedule of transactions adjusted under the Head CSSA”, Form C.P.W.A 76-A for September and March should be accompanied by a statement in Form C.P.W.A 76-B showing the outstanding which are unsettled for",more than three months,more than four months.,more than six months,more than twelve months.,B ,Ans may be B/C Note 2_22.4.16 & 22.4.24 (b) (ii),108.
"Pick the correct one regarding non-submission of vouchers with Monthly Accounts (i) Muster rolls or other vouchers in support of payments to labourers irrespective of the amount (ii) Vouchers in support of payments of wages to class IV staff of the work charged establishment other than on regular establishment (iii) Other cash vouchers, relating to works (other than running/final account bills of Contractors/Suppliers) and contingencies, the amount of which do not exceeds Rs.1000/-. (iv) Invoices or other vouchers in acknowledgement of issues of stock materials excluding issues of outturn from Manufacture to Stock.","i, ii and iii","i, iii and iv","ii, iii and iv",All of the above,C,"22.4.17 (a) (i to iv),  including issues of outturn",109.
State whether true or false Vouchers in support of payments made for the conversion of cash deposits into interest-bearing securities in cases in which no vouchers other than the security itself or a safe custody certificate of the security exists is exempted from submission to PAO along with Monthly Accounts,True,False,,,A ,22.4.17 (v),110.
"Pick the correct one (i) Transfer entry orders involving debits to remittance heads other than in respect of expenditure on works. Those relating to charges which are supported by vouchers received in transfer is exempted from submission to PAO along with Monthly Accounts (ii) When a voucher is exempted from submission to the Pay and Accounts Officer, the reasons should be noted against the entry of its amount in the Schedule docket or in the Schedule of works expenditure (iii) All vouchers (other than Muster Rolls) in support of debits to Contractors should be submitted to the Accounts Officer even though falling under any of the exceptions. (iv) The Land Award Statements, the vouchers and the accounts etc., with the Transfer Entry order should be submitted to the Accounts Officer.","i, ii and iii","i, iii and iv","ii, iii and iv",All of the above,D ,22.4.17(a) (vi) (b) (c),110A.
