question,option_a,option_b,option_c,option_d,answer,hint,srno
Which copies of indents are sent by supplying division to Divisional Office?,Second & third,Third & fourth,Third & fifth,Fourth & fifth,B,(7.2.11),29.
To keep a watch on the materials issued to works and to avoid excessive issues of materials to contractors a register in Form to be kept,CPWA 33,CPWA 34,CPWA 34A,CPWA 35,D,(7.2.10_3),30.
"A chronological record of the Receipt, Issues and the running balance of each article of stock will be kept in the Bin Card in CPWA",Form 7A,Form 8,Form 8A,Form 10,B,(7.2.12),31.
All the Bin Cards should be serially numbered and a register of them should be maintained in Form,Form 8B,Form 10,Form 12 A,Form 12 B,D,(7.2.12_2),32.
The Divisional Officer should arrange to have the balances as per Bin Cards verified periodically with those shown in the Priced Stores Ledger. This verification should in any case be conducted,before any item is taken up for physical verification,after any item is taken up for physical verification,Monthly,Yearly,A,(7.2.14),33.
Completed Bin card should be,kept in SDO as record,Retuned to DO,Tagged with new Bin card,Returned to Accounts Branch,B,(7.2.15),34.
Discrepancies revealed should be pointed out to SDO in connection with checking of entries of competed Card with,Stock book,Priced Store Ledger,Good Received Sheet,Summary of Indents,B,(7.2.15),35.
Pick the incorrect one,Issue rate on the basis of no ultimate profit or loss in stock account,"It should provide beyond the original price paid and cost of carriage, storage charges etc.","Issue rate of cement, steel and any other items in contract should be higher than the market rate.","It is not necessary that the Issue Rate for an item should be the same in all sub-divisions, but a uniform rate should ordinarily be prescribed for all localities in a sub-division.",C,should not less than the market rate (7.2.19),36.
Pick the Incorrect one,Issue rate should be worked out to nearest rupees.,It is fixed in the beginning of the year and remain constant throughout that year.,It should be kept within market price,"In the case of controlled articles as and when decided by the Government like Cement, Steel etc., the Issue Rate should be revised whenever there is a change in the controlled price.",B,(7.2.20),37.
"If the Issue Rate of an article of stock is appreciably less than the market rate, the Issues to contractors other than those on finished rate shall be made at",Issue rates,Analysed rates,Market rates,Higher than marker rates,C,(7.2.21_a),38.
"If the Issue Rate of an article of stock is appreciably less than the market rate, the Issues to other divisions and departments shall be made at",Issue rates,Higher than Issue rates,Market rates,Analysed rates,B,(7.2.21_b),39.
The expenditure on storage in PWD should be debited to,2059,4059,Both a & b as the case may be,8658,C,(7.2.22_2),40.
The amount of recoveries effected for the year on account of storage for store on suspense account is accounted for in,Credit 0059,Debit 0059,Credit 2059,Debit 2059,A,(7.2.22_3),41.
The amount of recoveries effected for the year on account of storage for store on a particular work account is accounted for in,Credit 4000,Debit 4059,Minus credit 4000,Minus debit 4059,D,tantamount to deduct receipt and recoveries on capital account (7.2.22_3),42.
Fill in the blanks A suitable percentage bases on expenditure on account of these charges of the_________ should be fixed annually and added to issue rate.,Previous year,Last two years,Last three years,Last five years,A,(7.2.23),43.
"In support of every sale of store for Divisional Officer to effect recovery, a sale Account in Form 19 should be prepared by",Sub-division,Division office,Store superintendent,Accounts branch,A,(Note below 7.2.24_a),44.
Percentage charged on account of Supervision Charges that is in addition to the value of stock including storage charges shall be,5%,7.5%,10%,15%,C,(7.2.24_c),45.
Amount recovered on account of Supervision charges should be treated as,receipt on account of stock,Revenue /capital receipt as the case,Misc. deposit,Misc. receipt,B,(7.2.24_c),46.
Extra charges when paid or adjusted on account of purchase of material should be entered in,Column 11 of Bin card,Column 11 of Priced Store Ledger,Column 11 of Good Received Sheet,Column 11 of Work Abstract,C,(7.2.25),47.
"State whether true or false In the case of stores which are not paid for within the month of receipt and of which the actual value will not be known till the supplier’s bill is received and paid, an estimated figure should be adopted for bringing the liabilities under the Minor Head – Material Purchase Settlement Suspense Account below the Major Head “8658 – Suspense Accounts and also for the completion and closing of the Priced Stores Ledger.",True,False,,,A,(Note below 7.2.25),48.
The copy of the indent will be used for posting the Priced Stores Ledger and the Division-wise Register of Transactions adjusted under the head “Cash Settlement Suspense Account”,Second,Third,Fourth,Fifth,B,4th copy sent to indenting unit in due course (7.2.26),49.
The receipt and issue transactions of store of entire division should be abstracted respectively in,CPWA Form 9 & 10,CPWA Form 9 & 12,CPWA Form 10 & 12,CPWA Form 11 & 13,A,(7.2.29),50.
Summary of stock receipt (Form 9) and Summary of Indent (Form 10) should be posted on a,Daily basis,Weekly basis,Monthly basis,Yearly basis,A,(7.2.29),51.
"State whether true or false CPWA forms 9 & 10 should be posted daily in the Divisional Office from the copies of Goods Received Sheets and the Indents, the entries being made in respect of quantity and value.",True,False,,,B,only in respect of value and not quantity (7.2.29),52.
The total value of receipts and issues as brought out in these Summaries should be reconciled with the corresponding monthly total of the,Bin Card,Priced Stores Ledger,Priced Vocabulary of Store,Monthly Accounts,B,(7.2.29),53.
Pick the correct one,The receipts the value of which cannot be adjusted in the accounts of the month in which the actual transactions take place should be accounted for in the Summaries under the suspense Minor head “Material Purchase Settlement Suspense Account” under the Major Head “8658 – Suspense Accounts”,The issues the value of which cannot be adjusted in the accounts of the month in which the actual transactions take place should be accounted for in the Summaries and sub-head “Miscellaneous Public Works Advances under the Minor head 799- Suspense below the Major Head of Account respectively.,Both,None,C,(Note below 7.2.29),54.
"State whether true or false Those receipts and issues of the month which represent transactions, the value of which is brought to account in the same moth through the cash book or transfer entries should be separated from transactions not so brought to account.",True,False,,,A,(Note below 7.2.29),55.
The Account to record day to day transactions relating to each item of stock is called,Bin card,Priced store ledger,Summary of indent,Summary of receipts,B,(7.2.31),56.
Priced store ledger is maintained in the,SD Office,Divisional Office,Store,Accounts branch,D,(7.2.31),57.
"State whether true or false When abstracting the transactions recorded in the Goods Received Sheets and Indents, care should be taken to observe strictly the prescribed accounts classification. It is sufficient to enter the nomenclature of the Major Head affected and the minor and detailed heads at discretion may also be stated.",True,False,,,B,Minor/detailed needs to be specified and only major head (7.2.30),58.
"Pick the Correct one (i) Priced Stores Ledger, which will have different sections or sets of pages for different articles of stock with columns for receipts, issues and balances for both quantities and values. (ii) All items of receipts and issues will be entered in the Ledger from the copies of Goods Received Sheets and the Indents which are received daily from the Sub-divisions (iii) At the end of day’s postings, the balances under each article should be worked out in respect of quantities as well as values. (iv) The ledger should be closed daily","i, ii and iii","i, iii and iv","ii, iii and iv",All of the above,A,closed monthly (7.2.33),59.
"The amount of excess or short-fall representing the differences in values due to revision of rates etc., should be worked out",Monthly,Quarterly,Half-yearly,Annually,D,at the end of each year (7.2.34),60.
Excess on adjustment of store in revenue division/account should be accounted for in,Revenue receipt,Stock receipt,Reduction in expenditure,Capital receipt,A,(7.2.34),61.
Excess on adjustment of store in capital or construction division/account should be accounted for in,Revenue receipt,Stock receipt,Reduction in expenditure of capital A/C,Capital receipt,C,(7.2.34),62.
Loss on adjustment of store shall be accounted for in,Misc. Work Advance,Misc. Expenditure,Misc. Stock issue,Civil advances,A,,63.
A physical verification of all stores shall be made at least once in every,Month,Quarter,Year,Period of work/project,C,(7.2.35_a),64.
Pick the incorrect one,"The custodian, ledger keeper or the Accountant of the Stores to be verified, Shall not be entrusted for physical verification of stores","Who is not conversant with the classification, nomenclature and technique of the particular classes of stores to be verified, Shall not be entrusted for physical verification of stores","The book balance must be set right by the Verifying Officer, treating a surplus as a receipt and a deficit as an Issue, with a suitable remark.","The value of stores found surplus or deficient should be credited at once as a revenue receipt or a receipt on capital account, as the case may be or debit to the final heads respectively.",D,"deficient to MWA at once and to final head after sanction (7.2.35_c, 7.2.36_a & b)",65.
"Corrections of errors in respect of store discovered after the accounts of the month are closed, should, when permissible, be made",by making entries of values without quantities in the Stock accounts of the current month,by making entries of quantities without values in the Stock accounts of the current month,by making entries of values and quantities in the Stock accounts of the current month.,No entry to be made,A,(7.2.38),65A.
Transfer entry is required to be prepared in following cases except,"When quantities are found surplus or short, either as the result of stocktaking or Otherwise",When issue Rates have to be raised or lowered,"When stores of any description become unserviceable and have, therefore, to be removed from stock.",When stores declared to be in excess of requirements,D,(7.2.39 & 41),65B.
Pick the correct one (i) Tools and plant of a division are of three kinds (ii) General or ordinary those required for general use of the division (iii) Special machine and equipment those required for a particular work (iv) Machinery brought on site by the contractor,"i, ii and iii","i, ii and iv",ii and iii,All of the above,C,T&P are of two kind mentioned in (ii) and (iii) (7.3.1),66.
"The cost of supply, repair and carriage cost for general use pertaining to tools and plant is charged to minor head",Machinery,Tools and plant,Work contingency,Work concerned,B,(7.3.1),67.
"The cost of supply, repair and carriage cost for specific use on a work pertaining to tools and plant is charged to",Machinery,Tools and plant,Work contingency,Work concerned,D,(7.3.1),68.
Numerical accounts of tools and plant of general as well as specific categories should be kept in each,Subdivision,Division,Accounts Branch,Workshop,A,(7.3.2),69.
Good Received Sheet Form 13 in respect of tools and plant should be prepared in,Duplicate,Triplicate,Quadruplicate,Quintuplicate,B,(7.3.4) GRS in CPWA 13 for Tools and plant is raised in triplicate in terms of Para 7.3.4.,70.
"Pick the correct one (i) One copy of Form 13being retained by the Store keeper or Junior Engineer or Sectional officer and the other two sent to the Sub-divisional Officer (ii) SDO will retain one copy for posting the Tools and Plant Ledger and pass on the other to the Divisional Officer for making necessary payment or adjustment of values (iii) The entries in Form 13 in respect of the receipt back of articles lent or sent out should be distinguished from others by a suitable remark with a reference to the original entries in the Tools and Plant Received Sheets. (iv) A register showing the receipt, issue and return of the booklets containing Tools and Plant Received Sheets should be maintained in the Divisional and the Sub-divisional Offices","i, ii and iii","ii, iii and iv","i, iii and iv",All of the above,D,(7.3.4 and note 1 & 2 below it),71.
Pick the incorrect one,"The articles of Tools and Plant should be issued only on receipt of requisition known as Tools and Plant Indent, Form 14",The indent should be signed by the Divisional or the Sub-divisional Officer.,"In the case of cash sales, unstamped but dated acknowledgements must be obtained.","When tools and plant are lent to contractors, acknowledgements should further set forth the valuation of all articles lent as determined by the Subdivisional Officer.",C,the condition applies to except in cash sale cases (7.3.5),72.
The Indent for tools and plants should be prepared in,Single,Duplicate,Triplicate,Quadruplicate,C,(7.3.6),73.
Tools and plant ledger in CPWA Form 15 is maintained by,Store keeper,SDO,DO,Accounts branch,B,(7.3.7),74.
Tools and plants is maintained in three parts. Pick the incorrect one,Article in hand,Article temporary lent out,Article temporary received,Shortage awaiting adjustment,C,(7.3.7),74A.
The whole cost of carriage of all Government tents belonging to Executive and Revenue Officers should be debited,Work contingency,Office contingency,Misc. Expenditure,Machinery and Equipment,D,(7.3.12),75.
"If the amount of sale of tools and plant is not recovered within the month in which the articles are delivered, it should be charged to",Part III of Tools and plant Ledger,Misc. Work Advances,Civil Advances,Contingent expenditure,B,(7.3.13),76.
State whether true or false It is permissible to write-back the cost of special tools and plant in anticipation of the possibility of the articles being utilized on another work or project at some distant date.,True,False,,,B,not permissible (7.3.15_2),77.
"State whether true or false No articles can be removed from the numerical accounts on the plea that the accounts of the work to which the cost of the articles was debited have been closed until they are actually sold or transferred, or they having become unserviceable, their write off is sanctioned.",True,False,,,A,(Note below 7.3.15_2),78.
The article found surplus and deficient should be registered respectively in,Part I and II,Part I & III,Part II and III,None,B,(7.3.17),79.
Pick the correct one,"If the deficiencies are made good in kind, the receipt or recovery should be shown in the Tools and Plant Received Sheet, Form 13, without making any entry in the quantity columns, and, when posting the transaction in the Ledger Form 15, the articles received should not be entered in Part I, but taken (with a suitable remark) direct to Part III, in clearance of the items outstanding therein.","If the deficiencies are made good by recovery of cost or their write-off is sanctioned the articles should be shown, as issued in the Tools and Plant Indent Form 14, with a suitable remark, and when this entry is transcribed into the Ledger Form 15, it should not only be entered in Part I in the ordinary way, but also entered with a suitable remark in Part III, as in the case (c), thus clearing the items outstanding therein.",Both,Neither,C,(7.3.17_c & d),80.
"A quantity account of it should be maintained in Form 16, “Statement of Receipts, Issues and Balances of Road Metal” in the",Sub-divisional Office,Divisional Office,Accounts Branch,Workshop,A,(7.4.1),81.
Copies on loose sheets of Form 16 shall be submitted to the Divisional Office,Daily,Weekly,Fortnightly,Monthly,D,(7.4.1),82.
Copies on loose sheets of Form 16 shall be submitted monthly to the Divisional Office within,5 days of the submission of the monthly accounts.,7 days of the submission of the monthly accounts.,15 days of the submission of the monthly accounts.,7one month of the submission of the monthly accounts.,C,(7.4.1),83.
"Receipt, disposal and balance of road metal of each kind in CPWA Form 16 should show as",Feet by feet,Meter by meter,kilometer by kilometer,ton by ton,C,(Note 2 below 7.4.1),84.
Pick the correct one,"The balance of metal in each kilometer should be shown, whether there are any transactions on it during the month or not.","Consolidated Statements should ordinarily be kept for metal collected for annual repairs, for renewals and for petty repairs.",Both,None,A,separate and not consolidate statements is kept (Note 3 below 7.4.1),85.
Road metal found surplus should be brought in the quantity account,At once,After approval of survey report,At the time of monthly account,Before submission of account,A,(7.4.3),86.
"In case of road metal found deficient, a red ink remarks is recorded at once and the quantity is removed",At once,After recovery or receipt of value,After sanction to write off,Both b & c,D,(7.4.3),87.
"A rate-book or Schedule of Rates showing the lowest rate at which metal can be supplied to the road-side throughout the division in Form 17, should be kept in",Sub-divisional Office,Divisional Office,Accounts Branch,Workshop,B,(7.4.4),88.
Pick the incorrect one regarding Land is acquired for extracting road metal primarily intended for:-,the maintenance of an existing road,the construction of a new road,the raising in class of an existing road,Mining of natural resources,D,(7.4.5),89.
"Pick the correct one (i) When the charges do not exceed Rs.1000, the amount should be debited direct to Maintenance and repairs” for the maintenance of an existing road or to “Construction” for the construction of a new road or the raising in class of an existing road accordingly (ii) When the charges exceed Rs.1000 and the road metal is required to maintain an existing road or roads for a series of years the total initial outlay should be debited to the sub-head “Land, Kilns, etc” of the Stock Account (iii) This sub-head should be gradually relieved, by debit to the collection estimates of each year (iv) When the charges exceed Rs.1000 and the road metal is required for the purpose of construction of a new road or raising in class of an existing road, the Divisional Officer should charge direct to the original work concerned such portion of the cost as is proper. The balance, if any, should be debited to the sub-head should eventually be cleared by debit to “Maintenance & Repairs”","i, ii and iii","i, iii and iv","ii, iii and iv",All of the above,D,(7.4.5_a to c),90.
State whether true or false Materials obtained specially for a work is under Special tools and plant charged to works do not fall under the category “materials charged to works,True,False,,,A,(7.5.1),91.
