question,option_a,option_b,option_c,option_d,answer,hint,srno
"The responsibilities of the DA include (i) The responsibility extends to the examination of all claims included in bills, presented direct at Treasuries by the Divisional Officer. (ii) He should see that the service books and leave accounts of subordinates are maintained in accordance with rule and that the admissibility of leave applied for by subordinates is verified before the competent authority decides upon their leave applications. (iii) In all cases of doubt, however, he should advise the Divisional Officer to consult the Superintendent Engineer. (iv) The Divisional Accountant is responsible for the arrangements for checking the computed tenders, i.e. for seeing that satisfactory and efficient arrangements are made for checking","i, ii and iii","i, ii and iv","ii, iii and iv",all of the above,B ,8.10 & 8.11 ,11.
State Government of which State has absolved the Divisional Accountant of his responsibility to examine all claims included in bills presented direct at Treasuries by the Divisional Officer and to see that the service books and leave accounts of subordinates are maintained in accordance with rule and that the admissibility of leave applied for by subordinates is verified before the competent authority decides upon their leave applications?,Government of Bihar,Government of West Bengal,Government of Maharashtra,Government of Tamil Nadu,C ,Note below 8.10 ,12.
"The responsibilities of the DA include (i) Conducting detailed check of muster rolls and petty vouchers which are not submitted to the Accountant General's office. (ii) Arrangements for checking the computed tenders, i.e. for seeing that satisfactory and efficient arrangements are made for checking (iii) Conducting personally a test check of the computed and checked tenders sufficient to satisfy himself reasonably that the checking work has been properly done; and (iv) Ensuring that the comparative statement correctly incorporates the totals as checked on the individual tenders.","i, ii and iii","i, ii and iv","ii, iii and iv",all of the above,D ,8.10-8.11.3 ,13.
"If the DA considers that any transaction or order affecting receipts or expenditure is such as would be challenged by the Accountant General if the preliminary internal check entrusted to the Divisional Accountant were applied by the former, it is his duty to bring this fact to the notice",Divisional Officer,Superintendent Engineer,Chief Accounting Officer,A.G/PAO,A ,8.12,14.
If the objection of the DA has been overruled and he is not satisfied with the decision of the Divisional Officer he should,Overrule the order and bring the matter into the notice of SE,Comply the orders and bring the matter into the notice of SE,Overrule the order by recording a brief note of the case in the Register of Divisional Accountant's Objections (Form 23),Comply the orders and at the same time make a brief note of the case in the Register of Divisional Accountant's Objections (Form 23),D ,8.12,15.
An objection entered in the Register of Divisional Accountant's Objections (Form 23) should not be considered as finally disposed of until it has been reviewed by the,Superintendent Engineer,Chief Engineer/DG (Works),Chief Controller of Accounts,Accountant General,D ,8.12,16.
"The procedure to be observed regarding the examination of accounts and vouchers received from Sub-Divisional Officers and obtaining further information accounts, vouchers, certificates, etc., required to rectify relevant records of their offices to avoid the recurrence of any irregularity may be prescribed by the",Divisional Accountant,Divisional Officer,Chief Controller of Accounts,AG/PAO,B ,8.13,16A.
The records connected with the results of the examination of the accounts and vouchers of Sub-Divisional Offices should be retained so as to be available for the inspection of,Superintendent Engineer,Chief Engineer/DG (Works),Accountant General,Chief Controller of Accounts,C ,8.13,17.
The Divisional Accountant is required to inspect periodically the accounts records of the Sub Divisional Offices to check a percentage of the initial accounts under the orders of the,Divisional Officer,Superintendent Engineer,Accountant General,Chief Controller of Accounts,A ,8.14,18.
"State whether true or false The defects noticed during the inspection of the accounts records of Sub-Divisional Office by the DA should be reported to the Divisional Officer for orders as the Divisional Officer will be responsible, as far as possible, for explaining personally the defects of procedure and for imparting necessary instructions thereon to the Sub Divisional Officers and their staff.",True,False,,,B ,"8.14, DA will be responsible for the functions mentioned ",19.
Pick the incorrect one,The results of DA’s inspections of SD Office should be placed on record for the inspection of the Accountant General,The results of DA’s inspections of SD Office should be placed on record for the inspection of the Divisional Officer,"Serious financial irregularities should be reported at once for the information of that officer, even though set right under orders of competent authority.","All defalcations or losses of public money, stores or other property, which required report to the Accountant General, under the financial rules of the Government concerned should be immediately reported to him.",B ,8.14,20.
State whether true or false The quarterly reconciliation of works expenditure/receipts will be carried with reference to the Works Accounts Summary Register maintained for each Division which in turn will be got certified from the monthly classified abstracts of expenditure/receipts maintained in Works Miscellaneous Sections.,True,False,,,A ,8.15,21.
"The Works Accounts Department in the officer of Accountant General (A&E) should be divided into sections, each headed by a",Section Officer,Audit/Accounts Officer,Sr. Audit/Accounts Officer,Group Officer,A ,8.17,22.
The primary responsibility of checking and compiling the accounts of Public Works/Irrigation Divisions and other work connected therewith rests with the,A.G,Group Officer,AAO/AO/Sr.AO,Clerk/Accountant/Sr. Accountant,D ,8.17,23.
The work of accounting in the Works Accounts Departments shall commence on receipt of the Monthly Accounts,Immediately,Within 5 days of receipt,Within 7 days of receipt,Within 10 days of receipt,A ,8.18,24.
"Pick the correct regarding the work of checking of monthly account in Accountant General's office is made to see that (i) It is complete in all respects with supporting schedules and vouchers as described in the list of accounts from C.P.W.A. 81 (ii) all the schedules attached with the monthly account are in proper form (iii) figures of receipts and disbursement as shown in form C.P.W.A. 81 tally with the totals of the items concerned as appearing in various schedules, i.e. form C.P.W.A. 74, 76, 79, 77 etc. and also to see that these are correctly classified in the monthly account; (iv) the items of receipts and disbursements are arithmetically tallied and if they do not agree the difference be taken to ""Miscellaneous Public Works Advance"" or ""Deposit"" under intimation to the Divisional Office.",i and ii,ii & iv,"i, ii and iii",All of the above,B ,"8.18, for (i) CPWA 83 and (iii) CPWA 80 for 81 respectively ",25.
Pick the correct regarding the work of checking of monthly account in Accountant General's office is made to see that,"the opening cash balance agrees with the closing balance of previous months and that the figure ""cash balance diminished/ increased"" is equal to the difference between opening and closing cash balance.",the monthly account form C.P.W.A. 80/83 is signed by the Divisional Accountant.,Neither a or b,Both a & b,A ,"8.18, v & vi CPWA 80/83 signed by DO and not DA ",26.
"Point of attention while checking Schedule of Revenue Realised C.P.W.A. 46 shall be (i) the amount brought forward from last month with reference to Form C.P.W.A. 46 of previous month (ii) it is arithmetically accurate (iii) the amounts appearing under ""Deduct refund"" is supported by a separate schedule of refund of revenue and the amount of refund agrees in the amount mentioned in the schedules (iv) the totalling of schedules of refunds of revenue is done correctly and that the refunds are correctly classified.","i, ii and iii","i, ii and iv","ii, iii and iv",all of the above,D ,"8.18, schedule of Revenue ",27.
"State whether true or false While checking Classified Abstract of Expenditure it should be ensured that the totals under each head of account are correct and the figures are tallied with those appearing in respective schedule, i.e. Form C.P.W.A. 64, 62, 73, etc. as also that the expenditure has been correctly classified.",True,False,,,A ,"8.18, classified abstract of expenditure ",28.
"Pick the correct regarding Schedule of Works Expenditure (i) the schedule is arithmetically accurate; (ii) the nomenclature of the works and the expenditure shown against each work during the month tallies with that shown in the schedule docket Form Central Public Works Account Code 61 (iii) the figures of departmental charges are shown correctly as per Form C.P.W.A.62; and (iv) all works relating to Central Road Fund are shown in the schedule for July, October, January and April even if no expenditure appears during the month.","i, ii and iii","i, ii and iv","ii, iii and iv",all of the above,A ,"8.18 (schedule of work expenditure, it is Jul), Sep, Dec and March ",29.
"The schedule for which months shall include all works, including those relating to which no transactions have appeared in the accounts of these months.",January and June,September and March (Suppl.),October and March (suppl.),December and March (Suppl.),B ,8.18 schedule of work expenditure ,30.
"Pick the correct regarding checking of Schedule of Deposit Works C.P.W.A. 65 (i) the opening balances as shown in Part I, II and Part III are correctly entered as per closing balance of previous month's account (ii) the expenditure figures and departmental charges are correct as per schedule Docket Form Central Public Works Account 61 and the Schedule docket for percentage recoveries C.P.W.A. Form 62; (iii) the totals of ""deposits"" and Expenditure charged to Miscellaneous Works Advances agree with corresponding totals in the Schedule of Deposits (Form C.P.W.A. 79) and Works Advances (Form C.P.W.A. 70); (iv) the report of progress of expenditure after verification by audit, is transmitted to the responsible administrator of the Work without delay.","i, ii and iii","i, ii and iv","ii, iii and iv",all of the above,C ,"8.18 schedule of deposit works , CPWA consists of two parts only",31.
Schedule of Takavi Works is submitted to A.G in the form,CPWA 40,CPWA 62,CPWA 64,CPWA 66,D ,8.18,32.
Schedule of Debits/Credits to Misc. Heads of Account is submitted in Public Works Account Code’s Form,CPWA 76 in case of CPWD and PWA 40 in case of State PWD.,CPWA 62,CPWA 64,CPWA 66,A ,8.18,33.
Points to be remembered while checking Schedule of Debits/Credits to Misc. Heads of Account in Form 40 (i) the totals are correctly stuck (ii) the figures and classification agrees with that in schedule of works expenditure (iii) the suspense slips are prepared (iv) Check of current month's Receipts with reference to Form C.P.W.A. 72 and Schedule Docket.,"i, ii and iii","i, ii and iv","ii, iii and iv",all of the above,A ,8.18 schedule of debit/credit ,34.
"Points to be remembered while checking Schedule of Debits/Credits to Remittances Form C.P.W.A. 77 & 77 A (i) the totals and classifications are correctly made; (ii) items have been correctly classified as originating/ responding; (iii) all debit entries are supported by proper vouchers, transactions on account of cost of works done by Divisional Officer for other parties are supported by detailed schedule of works expenditure in Form C.P.W.A. 64. (iv) reference to authority of acceptance of transfer exists and the Suspense Slips are prepared.","i, ii and iii","i, ii and iv","ii, iii and iv",all of the above,D ,8.18 (schedule of dr/cr-CPWA 77 & 77A) ,35.
Points to be remembered while checking Schedule of Settlement with Treasuries Form C.P.W.A. 51 (i) Schedule of Settlement with Treasuries is submitted in Form C.P.W.A. 51 (ii) the differences as per line 1 have been correctly brought forward from previous month (iii) the figure of 'differences' (Line 3) have been correctly worked out (iv) the figures in line 4 are supported by consolidated Treasury Receipts and certificates of cheques by Treasury Office.,"i, ii and iii","i, ii and iv","ii, iii and iv",all of the above,B ,"8.18 (schedule of statement with treasury), it is line 5 and not 3 ",36.
"State whether true or false While checking the Schedule of Cash Settlement Suspense Account, it is to be seen that the entry of debits is agreed with the entry in the corresponding schedules (Form C.P.W.A. 73 and 74).",True,False,,,B ,"8.18 (Sch of cash settlement), it is with Sch 73 and 64 ",37.
Current month's Receipts shown in Stock Accounts Form C.P.W.A. 73 is checked with the reference of Schedule Docket and Form,CPWA 63,CPWA 69,CPWA 72,CPWA 83,C ,8.18 (Stock Account) ,38.
"All corrections made in the Monthly Account or in any of the schedule should be advised to the through special letters for correction, after verification, of the relevant records of the division to",Office of SE,Office of CE,Authority next to Divisional Office,Divisional Office,D ,8.19.1 ,39.
"State whether true or false The supplementary Account of the year should be dealt with in accounts, as far as possible, in the same way as the Monthly Account of one of the month of the year.",True,False,,,A ,8.19.2 ,40.
"When a minimum period for the preservation of an initial or compiled account record in a Divisional or Sub Divisional Office has not been prescribed in the rules framed by the Government concerned for the destruction of records, Divisional Officers, before destroying that record, are required to obtain the approval of the",Chief Controller of Accounts,Controller General of Accounts,Comptroller & Auditor General of India,Accountant General.,D ,8.21,41.
"State whether true or false Copies of Sub Divisional cash books or of other accounts records which Sub Divisional Officers submit to the divisional office should be treated as copies, and not as original account records, as the Divisional Officer's accounts rendered to the Accountant General's office are based on such copies and not on the original thereof.",True,False,,,B ,Note 2 below 8.21 ,42.
A work Register for each Division in the Office of A.G shall be maintained in,Form 13,Form 14,Form 15,Form 16,C ,8.22,43.
"Pick the correct ones regarding Work Register Form 15 (i) It is maintained in two part to serve as collective record of important sanctions. (ii) Part I-of the register will contain sanctions to works and Part II will contain sanctions to contracts. (iii) In Part-I-sanctions to works-only those sanctions would be registered where the cost of work is more than Rupees one crore and where more than one public works/Irrigation Divisions are engaged in the construction/execution. (iv) No Work Register need be maintained by the R.A.O's/or by the Accountant General (A&E) in case of Irrigation etc., projects where centralized Accounting organizations has been set up and if that organization is maintaining identical records.","i, ii and iii","i, ii and iv","ii, iii and iv",all of the above,B ,"8.22-8.24, Rs. 1 crore & above and not above Rs. 1 crore ",44.
"Pick the correct regarding writing up of Work Register (i) Part I shows month by month the progress of expenditure on each work. (ii) the total works expenditure incurred during each month as shown in the Schedule of Works Expenditure should be posted each month against the Divisional allotment under each unit of appropriation. (iii) if the allotment is only for the net charge under the whole minor head ""Suspense"" the month's expenditure to be posted in Part I will be the figure described as ""Net Debit"" to ""Suspense (iv) if there is a separate allotment for each suspense head, the form of Part I will not be suitable; in this case the form may be modified suitably. The form of the Broadsheet (Form 17) may be used with advantage","i, ii and iii","i, ii and iv","ii, iii and iv",all of the above,D ,8.25,45.
"In part II of Work Register Form 15 all sanctions relating to construction for works, supplies, carriages etc., in respect of sanction works registered in Part I of the Register as communicated by the",Divisional Officer,authorities higher than the Divisional Officer,authorities lower than the Divisional Officer,Any/all of the above,B ,8.25,46.
Fill in the blanks The Work Register shall be closed__________ and will continue till the______ work for which it is meant.,"Monthly, the completion of work","Yearly, the completion of work","Monthly, close of financial year","Quarterly, close of financial year",A ,8.26,47.
Who will make suitable arrangements for ensuring the accuracy of the postings in the Works Register?,Section Officer in charge Work Accounts Department,Branch Officer,Group Officer,Accountant General,D ,8.28,48.
A Register of Land charges for checking the Land Award Statements which are submitted to the Accountant General shall be maintained in,Form 10,Form 12,Form 12,Form 16,D ,8.29,49.
The Land Award Statements are submitted to the Accountant General under the rules mentioned in,"GAR, 1990","R&P Rules, 1983","GFR, 2005",Land Acquisition Act,D ,8.29,50.
State whether true or false The accountant General (A&E) should review this Register once a month and enquire into the causes of delays in the disposal of the statement.,True,False,,,B ,"8.29, section/Gazetted Officer-in-Charge and not AG ",51.
"A Broadsheet to prove the accuracy of the monthly transactions under each Suspense and balanced head and of the balances under the head ""Deposit"" by a comparison of the results brought out in the Divisional schedules with the Department Consolidated Abstract or Detailed book and the Ledger, as the case be, should be maintained in",Form 14,Form 15,Form 16,Form 17,B ,8.3,52.
Fill in the blanks The Broadsheet in Form 17 should be submitted________ to __________the after the reconciliation has been effected.,"Yearly, A.G","Monthly, A.G","Yearly, Gazetted Officer-in-charge","Monthly, Gazetted Officer-in-charge",D ,8.3,53.
All transactions relating to services rendered or supplies made by one Division to another (whether the Divisions fall within the same Account circle or in different Account circles) including those pertaining to works done by a division on behalf of another division are settled by the divisions,With the intervention of the Accountant General.,Without the intervention of Accountant General,With the intervention of the Controller General of Accounts,Without the intervention of Controller General of Accounts,B ,8.32,54.
"State whether true or false The head ""Public Work Remittances"" is intended for transactions of Public Works Officers with Treasury and other officers of the Civil Department (excluding the Forest Department) within the same circle of account and with officers (excluding Treasury Officers) in other circles of account in cases where the transactions originate in those circles.",True,False,,,A ,8.33,55.
"The head ""Public Work Remittances"" comprises",Two divisions,Three divisions,Four divisions,Five divisions,B ,8.33,56.
Pick the incorrect regarding divisions within the head Public Work Remittances,"Remittances into Treasuries, i.e. cash remitted by officers of the Public Works Department to Treasuries in account with the same Accountant General","Cash transaction in division, i.e. all receipt and payment in cash originated within the division","Public Works Cheques, i.e. cheques drawn by officers of the Public Works Department on Treasuries in account with the same Accountant General and cashed at those treasuries","Other Remittances, i.e. transfer transactions between officers of the Public Works Department on the one hand, and officers of Civil Departments (including the Forest Department) in account with the same Accountant General or officers (including Treasury Officers) in other circles of account in cases where the transactions originate in those circles, on the other",B ,8.33,57.
On receipt of Form CP.W.A. 51 (P.W.A.26) it should be seen that the figures in line 4 of part I and part II are supported by original Consolidated Receipt/Certificate of issue of cheques signed by,Divisional Accountant,Divisional Officer,Treasury Officers,Chief Accounting Officer,C ,8.35,58.
"Pick the correct ones (i) As the Divisional Schedule of monthly settlement with treasuries form C.P.W.A. 51 (P.W.A. 26) are checked, Broadsheets in Form 19 and 20 should be posted from them in respect of transactions (cheques and cash remittances respectively) with treasuries in account with the Accountant General. (ii) Each Broadsheet, when completely posted, should be totalled, and its total agreed with the corresponding figures in the Ledger. (iii) At the close of the year, the outstanding differences should represent merely the amount drawn up-to submission of supplementary accounts i.e. 20th May remaining uncashed by that date and cash remittances in transit on that date. (iv) This monthly reconciliation, so far as the Civil figures for each treasury are concerned, is made on the basis of Treasury Officer' monthly certificates received with the accounts of Public Works Officers.","i, ii and iii","i, ii and iv","ii, iii and iv",all of the above,B ,"8.36, for (iii) cheques drawn upto 31st March and not 20th May ",59.
"If the month's total thus arrived at, for ""Cheques cashed at treasuries"" or ""Remittances, acknowledged by Treasury Officers"", as the case may be, agrees with the corresponding figures in the Details Book",no reference to treasury schedules be necessary,reference to treasury be necessary,At the discretion of Gazetted officer-in-charge,All of the above,A ,8.36.1 ,60.
"Pick the correct ones (i) If the Schedule of Settlement with the treasuries Form P.W.A. 26 is not received with the monthly accounts, pairing of debits and credits may be done with reference to the cheque-wise and challan-wise details received along with the monthly accounts from P.W. Divisions and Treasury Officers, as is the case in respect of C.P.W.D. (ii) The head ""III-Other Remittances"" is sub divided into-",Items adjustable by Civil Officers and,Items adjustable by Public Works Officers.,Neither,Both a & b,D ,8.36.1 & 8.37 ,61.
"The financial results of Irrigation, Navigation, Embankment and Drainage Works for which capital and Revenue Accounts are kept and compiled by the Central Government yearly in",Form 18,Form 19,Form 20,Form 21,A ,8.43,62.
"Each Accountant General should prepare a statement in form 18 and submit it, in the case of State through the State Government so as to reach the Central Government not later than the",31st March,1st May,1st November,31st December,C ,8.43,63.
Annual statements on “Detailed schedules of revenue and Government expenditure of the public works Department” (in such detail as the Government may require) should be prepared and submitted to,Government,Public Works Department,Both,Neither,A ,8.46,64.
Annual statements on “Financial details to be embodies in the Public Administration Report on the public Works Work Department (in such from as Department the Government may prescribe in of the consultation with the Accountant Government General) should be prepared and submitted to,Government,Public Works Department,Both,Neither,B ,8.46,65.
Objection Book in the Works Accounts Department in the Office of A.G (A&E) for each division should be maintained in,Form 20,Form 21,Form 22,Form 23,C ,8.47,66.
Objection Book is maintained in respect of objection relating to,Mismatch of Account,Non-receipt of vouchers and stamped Receipt,Delay in receipt of vouchers and stamped receipt,All of the above,B ,8.47,67.
State whether true or false As set of pages of the Objection Book should be reserved for each distinct class of objections of which a separate record may be required for any purpose,True,False,,,A ,8.47,68.
The amount placed under objection in Objection Book during the month in respect of only item should be noted against it in,Blue ink,black ink,Red ink,Green ink,B ,8.47,69.
The Progressive total of the amount placed under objection to end of the month should be as a denominator of monthly figure in,Blue ink,black ink,Red ink,Green ink,D ,8.49,70.
"Pick the correct ones (i) The posting of all items placed under objection should be verified by the Section Officer at the end of each month (ii) Objections regarding “vouchers awaited” should be recorded in the objection book as two item viz. (1) number of awaited vouchers, and (2) amount of awaited vouchers. (iii) An objection should be removed as soon as the necessary vouchers or document is received by an entry of the amount adjusted in the column “Amount cleared”, for the month following the month the accounts of which were closed (iv) the progressive total of the adjustments being also noted at the same time and brief notes of, or references to all correspondence or other action taken towards clearance of any objection should be kept in the column “Remarks” of the Objection Book.","i, ii and iii","i, ii and iv","ii, iii and iv",All of the above,D ,8.50 & note below it ,71.
The Objection Book in Form 22 should be closed,Weekly,Monthly,Quarterly,Annually,D ,8.53,72.
"Pick the correct ones regarding objection book (i) The balances of outstanding objections in a closed Objection Book should be carried forward to the following year’s Book and the entries being attested by a member of the Superintending staff. (ii) If the outstanding balances thus brought forward relate to two or more years, the balances of each year should be clubbed and be registered in a single section (iii) This action, however, cannot be taken completely until the Supplementary Account of the year is received and checked and is accounted for (iv) The Section Officer is however responsible to see that any correction due to the Supplementary Account are carried out neatly in the new Objection Book in due course by plus or minus entries.","i, ii and iii","i, iii and iv","ii, iii and iv",All of the above,B ,"8.53, for (ii) it should be shown separately and not clubbed ",73.
Fill in the blanks An annual review on the working of all Public Works Divisions is required to be conducted each year and is required to be sent to____________ by _________,"Central Government, 30th September","State Government, 30th September","Central Government, 15th December","State Government, 15th December",D ,8.54,74.
Information for annual review on the working of all Public Works Divisions is collected from,Works Accounts sections,Audit Wing,Public Works Department,Both a & b,D ,8.54,75.
Numbers of statement pertaining to Account Wing in annual review on the working of all Public Works Divisions are,Three,Four,Five,Six,D ,8.54,76.
"Pick the correct Accounts Wing’s statement and its heading/details (i) Statement I: Delay in the receipt of accounts, vouchers (ii) Statement II: Name of Divisions from which certain schedules have not been received and the months for which they are not received (ii) Statement III: Statement showing amounts held under objection to end of March (Position as on 30 September). (iv) Statement IV: Statement showing the Arrears in reconciliation.","i, ii and iii","i, iii and iv","ii, iii and iv",All of the above,A ,"8.54, Statement IV-amount outstanding under III-OR ",77.
Pick the incorrect Accounts Wing’s statement and its heading/details,Statement IV: Amount outstanding under III OR items adjustable by PWD (For Works Miscellaneous Remittances issued during FY).,Statement V: Showing the Arrears in reconciliation.,Statement VI: Showing the defects in the preparation of Monthly Accounts.,Statement VII: Showing the fund position of the Division pertaining to sanction given to works,D ,"8.54, number of statements VI (Six) ",78.
"State whether true or false STATEMENT I shows the delay in the receipt of accounts, vouchers that is prepared in two parts i.e. part A for delay in receipt of monthly accounts and part B for delay in receipt of vouchers",True,False,,,A ,8.54,79.
STATEMENT II of Accounts wings shows the name of Divisions from which certain schedules have not been received and the months for which they are not received. Pick the incorrect schedule regrading:,Schedule of public Works Deposits,Schedule of Purchases,Schedule of sales,Schedule of Misc. Public Works Advances.,C ,8.54,80.
STATEMENT II of Accounts wings shows the name of Divisions from which certain schedules have not been received and the months for which they are not received. Pick the incorrect schedule regrading:,Schedule of Misc. Public Works Advances,Schedule of Cash Settlement Suspense Accounts,Schedule of Reconciliation with Treasury,Schedule of work where expenditure exceeded allotment.,D ,8.54,80A.
Numbers of statement pertaining to Account Wing in annual review on the working of all Public Works Divisions are,Three,Four,Five,Six,D ,8.54,81.
Pick the incorrect Audit Wing’s statement and its heading/details,Statement I: Common types of irregularities noticed in Central Audit,Statement II: Details of Audit Notes and Inspection Report not replied,Statement III: Important irregularities noticed in the local Inspection of Public Works/Irrigation Division,Statement IV: Statement showing the Arrears in Audit Objections.,D ,8.54,82.
"State whether true or false So far accounts wing is concerned, the information should be collected from the Works Accounts Sections and Works Miscellaneous Section for Audit Wing, the information should be collected from the Accountant General (Audit).",True,False,,,D ,"8.54, Total number of statements (Audit) is 3  ",83.
Classified Abstract of Revenue and expenditures pertaining to a Forest Division is submitted to A.G (A&E) in Form,F.A. 5,F.A. 6,F.A. 7,F.A. 8,A ,9.2,83A.
A monthly lists of sanctions is received in the A.G (A&E) from the,Divisional Forest Officer,Conservator,State Government,Central Government,B ,9.2,84.
"Pick the correct ones (i) The Divisional Forest Officer is to maintain a Register of Cheques for recording in a chronological order all cheques drawn by him (ii) On the basis of information obtained from the Accountant General (A&E), the actual date of encashment of cheque to be noted in the Register. (iii) The Divisional Forest Officer should furnish a statement which should invariably accompany the monthly compiled accounts rendered to the Accountant General. (iv) The Register of Cheque should be submitted to the Accountant General along with monthly compiled accounts","i, ii and iv","ii, iii and iv","i, ii and iii",All of the above,C ,"9.3, for (iv)-Register of cheque not submitted but only an extract on last day of month ",85.
"During the scrutiny of monthly compiled account, particular attention should be paid to cheques which have been shown as un-cashed for more than",Two months,Three months,Six months,Twelve months,B ,9.3,86.
"State whether True or False If a party pays to the Division by cheque/Demand Drafts, they are first encashed and then the cash is remitted into Treasury at which time an entry is taken in the cash book.",True,False,,,A ,9.4,87.
Items should be referred to Divisional Forest Officer for speedy settlement when the items are remaining unadjusted at the treasury for,more than 3 months.,more than 6 months,more than 9 months,more than 12 months,A ,9.4,88.
"Pick the correct ones (i) Permissible debits and credits arising out of inter-divisional adjustments should be set against corresponding credits and debits respectively. (ii) Provisions regarding inter-divisional adjustments are given in Article 275 of the Account Code Volume III. (iii) Ordinarily when such transactions are paired a note of agreement should be recorded in red ink by the Accountants dealing with both the Divisions against the relevant entries in the Cash Accounts. (iv) If the number of transactions is large, a suitable register may be prescribed, in addition to facilitate proper watch over unadjusted transfers.","i, ii and iii","i, iii and iv","ii, iii and iv",All of the above,B ,9.5 given in Article 245 of Accounts Code Volume III and not Art 275 ,89.
Transaction between Forest and Public Works Officer of the same Audit Circle whether originating in the Forest or P.W. Account should be classified under the head,Forest Remittances,Public Works Remittances,Civil Remittances,Central Remittances,B ,Note below 9.6 ,90.
"Monthly reports of progress of revenue and expenditure if required by the Conservators, should be furnished to them in such form as may be prescribed by the",Account General,Conservator,State Government,Central Government,C ,9.9,91.
Fill in the blanks An annual review on the working of Forest Divisions is required to be conducted each year and is required to be sent to____________ by _________,"Central Government, 30th September",State Govt. 31st December.,"Central Government, 15th December","State Government, 15th December",B ,9.1,92.
Numbers of statements pertaining to Accounts Wing in annual review on the working of Forest Divisions are,Three,Four,Five,Six,C ,"PWD Accounts Wing 6, Audit wing 3. Forest Account wing 5 and audit wing 3",93.
