question,answer,srno
The AG of States are not normally authorised to debit the Central Government by sending advices to the Reserve Bank,,59:
"However, AG can withdraw amount erroneously credited to Central Govt. an account of repayment of loans and interest in an earlier advice by sending supplementary advice to CAS, RBI with a requisite certificate in this regard.",,60:
It is also certified that withdrawn are being furnished to Chief Controller of Account/Principal Accounts Officer of Central Min/Dept. concerned,,61:
are responsible for maintenance of detailed accounts of the loans sanctioned by the Central Government to the State Governments and watching the recovery of instalments of principal and interest.,Pr. Accts Officer of Min/Dept. concerned,62:
The income tax recoveries effected from the bills paid by the treasuries/State Govt./HQ PAO/State Government departmental office rendering compiled accounts to the AG shall be classified in the State Section of Accounts under,TDS Suspense (8658),63:
"After the monthly accounts are closed, a cheque duly supported by a Statement in duplicate for the total amount booked under the TDS Suspense shall be sent by the AG to the concerned Zonal Accounts Officer of the CBDT.",,64:
Statement shows the figures pertaining to each treasury/PAOs/Departmental officer rendering compiled accounts to AG.,,65:
The DDOs of the State Governments will also furnish quarterly returns in Form 24-Q and 26- Q to the Income Tax Department.,,66:
The claim for reimbursement on account of Payment of interest on Central Government securities at State Treasuries shall be prepared by the AG on,net basis (Gross minus Income Tax),67:
The claim for reimbursement on account of Payment of interest on Central Government securities at State Treasuries shall be settled by,Pr. AO (DEA),68:
"Accounting of Tax deducted from interest paid to securities at State Treasuries/Public Debt Office, RBI will be accounted under 8658-TDS Suspense",State-State Section A/c Central-Central Section,69:
"The Executive Engineers of the State PWD will incur the expenditure out of State balances, and then incorporate it in the monthly compiled accounts submitted to the State AG",In respect Adjustment of Transaction pertaining to National Highways,70:
The AG State will booked the transaction under the major head for subsequent re- imbursement from National Highway though cash settlement (Cheque/DD) under 8658-PAO (NH),,71:
"For the month of March , the Divisions incurring the expenditure on National Highways will telegraphically/fax intimate the figures of weekly expenditure to the AG",,72:
"The PAO (NH) shall settle the claim relating to the first three weeks of March without insisting on the vouchers, by payment through cheque as usual.",,73:
"For the expenditure incurred during the fourth week of March, the AG by will send a telegraphic/fax advice to PAO (NH) 29th or 30th of March. The PAO will settle this claim by telegraphic transfer.",,74:
"The claim pertaining to March residual for reimbursement shall be preferred by the A.G by 15th April, duly supported by vouchers etc.",,75:
All the vouchers and supporting documents for the entire claim of March will be sent to PAO (NH) by 15th April,,76:
"The reimbursement sought in connection with maintenance and construction works on NH under the Major heads ""3054"" and ""5054"" respectively will be invariably indicated in distinct manner, in the weekly / telegraphic advices, sent by the AG.",,77:
"Due to late receipt of monthly compiled accounts in AG, an On Account Payment system was put into use under which payments will be released to State/UT in quarterly instalments, on the formal sanctions issued by the Ministry of Road Transport & Highways.",,78:
"Payment for the first quarter will be released soon after the 'Vote-on account' is passed by the Parliament. The fund releases for the second and third quarters will be based on the actual expenditure of the previous quarter as well as the likely expenditure in the succeeding quarter, as reported by the State Governments.",,79:
"The Regional PAOr (NH) will maintain register to ensure prompt and periodical adjustment of ""On Account"" payments made.",,80:
Direct payment procedure for execution of national Highway work for World Bank assisted project,,81:
The State PWD will continue to execute various schemes of Central Govt. on NHs as entrusted to them and passing through their respective states will continue to be treated as agent to Central Govt. and will also continue to be responsible for contractual liability.,,82:
The Regional Officer (National Highways) will be the DDO for all payments and receipts relating to National Highways.,,83:
"The Supervising Engineer (EE or AE) will, through Regional Officer, submit claims of contractors or of their own department, duly verified and certified to the Regional Officer (NH) for payment instead of going through State Treasury and State AG",,84:
"The Regional Officer (NH) in turn, after applying necessary checks as prescribed in the preceding paras, pass on the bills to the Regional PAO (National Highways) for processing and issue of cheques / Demand Drafts.",,85:
"All receipts pertaining to National Highways will also be deposited with the RPAO (NH) by means of Cheque / Demand Draft,",,86:
The cheque for agency charges for executing the work of National Highways will be sent by RPAO directly to the State AG for credit to the accounts of the State Government on a fortnightly basis along with schedule showing the details of the bills,,87:
"The Supervising Engineer will also send a monthly statement of Bills and Payments received from RPAO (NH) to the State AG so as to enable him to calculate the amount of the agency charges due to the State, and endorse a copy of the statement to the concerned PAO.",,88:
The Supervising Engineer will be required to reconcile the details of expenditure being booked in his office with that in the R.O. on month-to-month basis.,,89:
"Even though the UT Governments with legislature have separate Consolidated Funds of their own, they do not have separate balances with the Reserve Bank of India.",Transaction between UT and Central Govt.,90:
"The payment by issuing advice to RBI does not apply to them, and settlement in cash will be followed for the payment of loans and grants, repayment of loans and payment of interest",,91:
"The Min/Deptt. of the Government of India will address the sanctions relating to payment of grants/loans to the UT Governments with Legislature, to their Pr. AO with a copy to the concerned Finance Secretary and Accounts Officer/Director of Accounts of the UT Govt.",,92:
"Loan or grant when over Rs. 1 crore, the Pr. AO of the Min/Dep sanctioning the loan or grant will advise RBI, New Delhi, to transfer the amount by telegraphic transfer to the bank account of the concerned UT Govt. at their headquarters. Applies to repayment by UT also",,93:
Government of India does not give Loans or grants to the Union Territory Administration under the Major head,3601,94:
Instead budget provision is made by the Min/Dept. under the relevant functional major heads in the Revenue and Capital sections of the Demands for Grants.,,95:
"In the case of UT Administrations whose accounts have already been separated, the PAO of the concerned Central Ministry / Department will book the expenditure directly against the Demands for Grants of the Min/Dept.,",,96:
"In respect of transactions for which the relevant Civil Min/Dept. do not have to maintain detailed individual wise accounts of the receipts and payments, they will be finally accounted for under the concerned Major etc. (Civil) heads of account in the books of P&T, Railways and Defence Departments.","0020, 0021, 2047, 2049, 7610 etc.",97:
"Individual account is maintained in the cases of licence fee for Government quarters that are a part of the General Pool accommodation managed by the Director of Estates, no monetary settlement is to be effected.","Final head (0216) booking by P&T, Rail & Defence",98:
