question,answer,srno
The Head of the Department shall furnish a quarterly certificate to the Principal Accounts Officer certifying the correctness of the figures for the quarter by the,15th of the second following month after the quarter in question,38:
The Departments of the Central Govt. shall obtain from their Heads of Departments and other offices under them the departmental figures of expenditure in Form GFR 8 by the,15th of the following month,39:
"In case the Accounts Office figures are found to be higher than departmental figures, the correct figures shall be",The figure in Accounts Office as appropriation accounts are prepared on the basis of the figures booked in the accounts.,40:
To watch the prompt receipt of the various returns from month to a Broadsheet in Form GFR 9 shall be maintained by the,"Departments of Central Govt. or each HoD and other authorities directly under them,",41:
A Controlling Officer shall obtain from the spending authorities liability statements in Form GFR 3-A every month starting from the month of,October,42:
Liability Register is maintained by,Controlling Officer (GFR 3),43:
"On the first appearance of any disproportionate expenditure, the Accounts Officer shall report immediately to",Head of Department,44:
The Accounts Officer shall not allow any payment against sanctions in excess of the Budget provisions unless there is specific approval of the,Chief Accounting Authority,45:
The funds provided during the financial year and not utilized before the close of that financial year shall,stand lapsed at the close of FY.,46:
Adherence to the stipulated Quarterly Expenditure Plan and the guidelines issued in this regard by Ministry of Finance from time to time shall be ensured by,The Financial Advisers of the Ministries/Departments,47:
"Where any excess over the allotment is apprehended, the subordinate authority shall obtain additional allotment",before incurring the excess expenditure,48:
Re-appropriation is made in terms of provision of,Rule 10 DFPR,49:
Re-appropriation of funds shall be made only when,It is known or anticipated that the appropriation for the unit from which funds are to be transferred shall not be utilized in full or that savings can be effected in the appropriation for the said unit.,50:
An application for re-appropriation of funds shall ordinarily be supported by a statement in Form,GFR 1,51:
"In all orders sanctioning re-appropriation, the reasons for saving and excess of shall be invariably stated when amount involved is",â‚¹ 1 lakh and above,52:
Advance from Contingency Fund is obtained when,"expenditure in excess of the sanctioned grant or appropriation or on a new service not provided in Budget and there is not sufficient time for the voting of the Supplementary Demand and the passing of the connected appropriation bill before close of the financial year,",53:
The procedure for obtaining an advance from the Contingency Fund and recoupment of the Fund have been given in,"The Contingency Fund of India Rules, 1952.",54:
Expenditure in excess of the provisions for the service included in Vote on Account shall be met by,Advance from Contingency Fund,55:
The authority that appears before the Committee on Public Accounts and any other Parliamentary Committee for examination on behalf a Ministry/Department is,Chief Accounting Authority i.e. Secretary of the Min/Department concerned,56:
The main principles according to which the accounts of the Government of India shall be maintained are contained in,"(i) GAR, 1990 (ii) Treasury Rules (iii) Account Code Volume-III",57:
