question,answer,srno
"The travelling allowance bills of Government servants proceeding on tour shall be presented at convenient intervals during the period of their tour or immediately on return to the headquarters and, as far as practicable, before","31st March, if the tour has been completed before that date",55:
The detail of legal acquittance for having received payment obtained in an Acquittance Roll in Form G.A.R. 24 will be filled in from,Bill Check Register (GAR 19),56:
"Pay and allowances can be drawn for the day of the Government servant's death, day for this purpose means",a calendar day beginning and ending at midnight.,57:
"Where payment drawn through a cannot be made within the course of the month, the amount drawn for the payee shall","be refunded by short drawing in the next bill,",58:
The amount of undisbursed pay and allowances may be retained by Head of Office for any period,not exceeding 3 months,59:
An abstract of amounts remaining undisbursed for three months should be prepared on the basis of entries made in,"Register of Undisbursed Pay and Allowances, etc. (gar 25)",60:
the last payment of pay or allowances in respect of a Govt. servant who finally quits service or who is placed under suspension may be made only after satisfaction of,Head of office,61:
Part of Retirement benefits which may be with-hold to cover the demand of Govt. at the time quitting the service,Gratuity.,62:
Pay and allowances of all kinds claimed on behalf of a deceased Government servant may be paid without production of usual legal authority by the Head of Office provided value of such claim,"does not exceed â‚¹ 10000/- . However, Indemnity Bond (GAR 26) and minimum one surety is required.",63:
"Where the claim exceeds â‚¹ 10000/-, payment will be made by the Head of Office only on the execution of an indemnity bond in Form GAR 26 duly stamped and",such sureties (normally two) as may be deemed necessary.,64:
