question,answer,srno
"When Central Grants are given to State Governments for expenditure to be incurred by them through local bodies or private institutions, the Utilization Certificates should be furnished by",The State Government,51:
"The Grantee Institutions or Organisations should be required to submit performance cum achievement reports soon after the end of the financial year, and in any case, not later than",6 months after the close of the FY.,52:
performance-cum-achievement reports need not be obtained non-recurring Grants are meant for,"celebration of anniversaries, conduct of special tours and maintenance Grants",53:
The sanctioning authority may dispense with the submission of performance cum achievement reports where the grantee receives the recurring grant-in-aid,Not exceeding â‚¹ 25 lakh,54:
Discretionary grants is applicable to,Non-recurring grants only,55:
Grants-in-aid for provision of amenities or of recreational or welfare facilities to the staff of the offices of the Government are regulated under orders of,Ministry of Home Affairs,56:
The Grant in aid towards amenities or of recreational or welfare facilities to the staff will be admissible on the basis of,the total strength borne on regular establishment,57:
The rate of the Grant-in-aid towards amenities or of recreational or welfare facilities to the eligible staff will be Rupees,â‚¹ 50 per head per annum+ Additional matching grant-in-aid up to â‚¹ 25. Maximum â‚¹ 75/- per annum,58:
Additional grant of â‚¹ 25 is given to,match the subscriptions collected during the previous FY by the existing staff clubs/till the date of proposal in case of new club.,59:
The total strength of the eligible staff that is taken into account as on,31st March of previous FY.,60:
"For setting up of recreational club, one time Grant may be sanctioned to the tune of maximum of â‚¹",â‚¹ 50000/-,61:
The accounts of recreational clubs duly audited by an Internal Auditor should be obtained on or before,30th April of succeeding year.,62:
Powers and Procedure for sanction of loans are given in,Delegation of Financial Power Rules,63:
Nodal agency to finalise terms and conditions of loans by the Central Government is,"Budget Division, Department of Expenditure (MoF)",64:
Maximum period repayment of amount of loan and interest due,30 years (Specific cases only),65:
The term of repayment is to be calculated from the date on which the loan is,Completely drawn or declared by competent authority to be closed.,66:
Installment fixed for repayment of loan shall ordinarily be,Annual installment.,67:
"Any instalment paid before its due date may be taken entirely towards the principal, provided",it is accompanied by payment toward interest due up-to-date of actual payment of instalment,68:
"The interest for the full period shall be charged, if the payment of the instalment is in advance of the due date by",14 or less days,69:
"When the due date of repayment of any instalment of principal or interest falls on a Sunday or a public holiday, the revised due date will be",The next working days. The previous day where due date is 31st March.,70:
"the case of a loan sanctioned by the Central Govt. to a State Govt. on or before 31st March, which is adjusted in the books of the RBI in the month of April but in the accounts of the previous year, the due date will for repayment will fall on",31st March,71:
"When monetary settlement is involved in loan given by the Central Govt. to State Govt., the date of drawl of loan by the State Govt. is",date on which amount of a loan is actually credited to the account of the State Government by the RBI,72:
"Where no monetary settlement is involved in loan from Central Govt. to State Govt., the date of drawl will be",the last date of the month of account in which the adjustment is effected,73:
A notices in Form GFR-19 to the loanees other than State and Union Territory shall be issued in advance (a month) of due date by,"the Pr. AO or PAO who maintain the detailed accounts of loans,",74:
"Before approving the loan, the private applicant shall be asked to furnish the copies of profit and loss/income and expenditure accounts and balance sheets for the last",3 years,75:
"Loans to parties other than State Govt., wholly owned Govt Companies and Local Administration of UTs shall be sanctioned only against adequate security which should be at least",133.33% of the loan amount. 33.33% more than amount of loan.,76:
A loan should bear the interest for the period,for the day of payment but not for the day of repayment.,77:
Interest for a period shorter than a year is calculated,Number of days X Yearly rate of interest 365 or 366 as the case may be,78:
The repayment of principal and interest instalments may be rounded off to the nearest,Rupees,79:
A suitable period of moratorium,May be agreed for payment of principal but not in respect of interest on loan.,80:
"Loans to State and UT Governments, Local Bodies, Statutory Corporations, PSUs, etc. shall be sanctioned at",Normal rate of interest.,81:
"Concession, if any, given to normal rate of interest shall take",Form of direct subsidy. interest shall be paid in the first instance at the normal rates and subsidy shall be claimed separately.,82:
"At the time of sanctioning the loan, a written undertaking in Form GFR 15 shall be obtained from",a wholly Government-owned company,83:
In case of loan to wholly owned Govt. Companies a Undertaking in GFR 32 is obtained to the effect that,the fixed assets of the company shall not be hypothecated without prior approval of the Government,84:
"UC in respect of loan and grants-in-aid made to parties other than State Govt., wholly owned Govt. Companies and Local Administration of UTs shall be submitted within",18 months from close of the FY in which loan or grant-in-aid was sanctioned,85:
"In respect of loans the detailed accounts of which are maintained in the Audit Offices, the authorities sanctioning the loan shall furnish the UC in respect of",each individual case.,86:
"Where the detailed accounts of loan is maintained by the departmental authorities, UC to audit officer is submitted as",A consolidated Utilization Certificate,87:
"When a loan of public money is taken out in instalments,",each instalment of the loan so drawn shall be treated as a separate loan,88:
"where various instalments drawn during a FY are allowed to be consolidated into a single loan as at the end of that particular financial year, interest will be calculated",For each drawl separately.,89:
"In case of default in repayment of principal and interest, the penal or the higher rate of interest, should not be less than",2.5% above the normal rate of interest prescribed by Govt.,90:
"Submission of Utilization Certificate, Reports, Statements, etc. in respect of loan has been mentioned in GFR Rule.",256,91:
Any loans owing to their irrecoverability or otherwise may be written off by,competent authority with prior approval of Ministry of Finance,92:
Interest on interest-free loan is chargeable when,"There is default in repayment,",93:
"In the cases where in addition to interest free loans, subsidy is also provided to meet running expenses, in the event of any default in repayment,",the defaulted dues would be recovered out of the subsidy payable.,94:
"Detailed accounts of loans to Institutions and Organizations, etc., shall be maintained by",the Accounts Officer,95:
Annual Report on outstanding Central Loans borne on a Ministry/Departmentâ€™s books as on 31st March each year shall be submitted by the Pr. AO to concerned Ministry/Department by,30th September,96:
"A copy of Annual Assessment Report on status of all outstanding loans, including timely and accurate payment of principal and interest due, shall be submitted by the Financial Advisor of the Administrative Ministry concerned to the Ministry of Finance by",30th June,97:
