question,answer,srno
"AO specially authorised by the Govt. to write cheques by means of cheque perforating machines may obtain their supply of, cheque forms by requisition from the","Deputy Controller of Stamps, Central Stamp Stores, Nasik Road.",34:
"Where cheques are authorised to be written by means of cheque perforating machines, there will be no separate book number on the cheque forms. In such cases, the numbers assigned to cheque forms intended to be used during a particular period shall be intimated to",relevant branches of the accredited bank by the concerned Principal Accounts Office.,35:
"In cases where withdrawal of funds by cheques is no longer necessary, all the cheque forms of cheque books which remain partly or wholly unused shall be surrendered to",the Accounts Officer,36:
"On receipt of surrender cheques, the Accounts Officer shall",destroy by incineration the partly used ones and wholly unused to proper use,37:
Surrender wholly unused cheques shall be put to proper use by the AO after taking the same on stock and under intimation to,The Pr. AO,38:
The loss of a cheque book or a blank cheque form shall be notified promptly by the AO/CDDO concerned to the,branch bank with which the AO/ CDDO has his account.,39:
"in the case of the Postal Section of the Posts and Telegraphs Department, the lowest sum for which a cheque may be issued is",â‚¹ 100/-,40:
"Cheques payable to Government officers to enable them to make disbursement in cash, such as of pay and allowances of establishments, of contingent expenditure on behalf of the Government, shall be issued in favour of","disbursing Government officer concerned by designation,",41:
All salary cheque shall be issued crossed i.e. Account Payee where amount,Exceeds â‚¹ 1000/-,42:
All non-salary cheque shall be issued crossed i.e. Account Payee where amount,Exceeds â‚¹ 500/-,43:
Cheque drawn in favour of Government offices or Departments or payment on account of interdepartmental or inter-Governmental dues shall be,"crossed and the words ""for credit to Government account and not payable in cash""",44:
Cheques payable to Government officers to enable them to make disbursement in cash on behalf of the Government shall bear the superscription,Non-transferable,45:
Govt. servants shall exercise their option to receive their salary in cash or by cheque in the month of,March for ensuing year.,46:
"At Ministry/Department or UTâ€™s headquarter level, the relaxation with regard to issue of salary cheques may be issued 'open' instead of 'Account Payee' cheques even when the amount to be paid in a case exceeds â‚¹ 1000 may be accorded by",CCA/CA/Dy. CCA in consultation with the Financial Advisor,47:
"At other than headquarter level, the relaxation with regard to issue of salary cheques may be issued 'open' instead of 'Account Payee' cheques even when the amount to be paid in a case exceeds Rs. 1000 may be accorded by",PAO with the approval of the HoD,48:
Relaxation with regard to issue of salary cheques may be issued 'open' instead of 'Account Payee' cheques shall be given by the competent authority in the event of,Working of accredited bank is affected by go-slow and timely payment is likely to be delayed.,49:
Open cheque will invariably be made over to the individual payees through the concerned,Drawing and Disbursing Officers,50:
Cheque shall be payable at any time within,3 months from the date of issue,51:
Cheque shall be payable at any time within 3 months from the date of issue does not applies to,cheques drawn on local banks by the Indian Missions and Posts abroad.,52:
Revalidation of cheque means,Changing the date of cheque under the signature of the drawer,53:
Revalidation of cheque is permissible when,Not permissible under any circumstance. It has been dispensed with.,54:
"Where a time-barred cheque is received by CDDO, he should",deface and forward it to the PAO.,55:
The fact of receipt of the time-barred cheque and action taken should be noted on,Counter-foil and Register of Cheque Delivered.,56:
"If the cheque is not in the drawer's possession after satisfying himself with reference to relevant records, intimation by registered post (acknowledgement due) shall be sent to",Bank branch for stop payment. If drawer is CDDO intimation to PAO as well.,57:
A cheque should be cancelled if not surrendered for renewal after remained unpaid for any cause for a period of,6 months,58:
"Where a cheque is to be cancelled for remaining unpaid for prescribed period and not surrendered for renewal, the intimation required to be sent to the Bank would be",No acknowledgement of the stop order may be insisted from the bank.,59:
Fan-fold cheques are cheque forms in,continuous lengths and do not have counter-foils,60:
Fan fold cheques are used in,Defence services,61:
Cancellation of fan fold cheques are recorded on,copy of the schedule of cheques issued and the register of bill payments as the case may be.,62:
A fresh cheque in lieu of a cheque alleged to be lost may be issued by PAO/CDDO within a period of,1 year from the date of issue of cheque,63:
"A fresh cheque in lieu of a cheque alleged to be lost may be issued by PAO/CDDO within a period of 1 year from the date of issue of cheque or 3-1/2 years from the date on which the relevant claim had become due, wherever this is beneficial with the concurrence of",Pr. AO,64:
"Where a fresh cheque is to be issued against an alleged to be lost one, a non-payment certificate to obtained from",PAO,65:
"In cases where a fresh cheque is issued for a cheque allegedly lost and both are noticed to be paid,",the amount of renewed cheque shall be placed to suspense account (8658),66:
"If a cheque is handed over to the payee or to his authorised messenger, the date of payment will be reckoned from",the bank's working day next to the date of the cheque or the specific date super-scribed whichever is later.,67:
"If a cheque/DD is posted to the payee in pursuance of a request for sending it by post, the date of payment will be reckoned from",Date put into the post or the specific date super-scribed whichever is later.,68:
"Wherever payment is arranged by means of a bank draft to a payee, the date of payment will be reckoned from the",date handed over,69:
"Where payment is made by Govt. by postal money order or by any other recognised mode of remitting money by post, the date of payment shall be reckoned from the",date on which the receipt for the money is issued by the post office.,70:
"Payment to a PSU/ Government aided institution, have to be authorised by the concerned PAO at New Delhi through the RBI, New Delhi where the amount is",â‚¹ 1 crore and above.,71:
"Where Payment to a PSU/ Government aided institution is made through the RBI, the date of payment shall be reckoned from",Date of payment appeared in payment scroll.,72:
"The AO concerned shall communicate to the relevant branch of the accredited bank, the amount of credit assignment authorised in favour of a CDDO under his jurisdiction",Quarterly assignment.,73:
The credit assignment remaining unspent as at the end of a financial year is,not to be carried forward to the first quarter of the next financial year.,74:
Responsible to ensure that at no time the amount assigned in the letter of credit is exceeded by the payment of any cheque is,Paying branch concerned.,75:
The cheques issued during the last quarter but presented for payment during the next quarter within the period of validity will be taken by the bank against the assignment of the year in,The year in which drawn/issued.,76:
Drawing cheques and depositing the amount in the department's cash chest at the end of the year for the purpose of showing the full amount of the grant as utilised is,Not permissible,77:
Specimen signatures of every Government officer handling government transaction shall be communicated to,PAO-in case of bill Bank-in case of cheque,78:
Specimen signature a Govt. official is communicated to AO through,Some superior officer/predecessor whose signature is already with AO.,79:
Mint Master is exempted from circulating the specimen signature of their officers,issuing Mint Out-turn Certificates payable at the bank.,80:
"All orders and authorities for payment will be stamped with a special seal, wherever required to be issued from one",Accounts Office on another,81:
The provisions special seal to be affixed on payment authorities are not applicable to payment orders issued by or upon,Defence Accounts Officers.,82:
The cost of remittance where money due by the Government is paid by Postal Money Order shall be borne by,The payee,83:
The acknowledgement for payment shall not be insisted upon,In case of adjustment bill for NIL payment.,84:
"When money is withdrawn for payment, it may be remitted to the payee by postal money order irrespective of whether a request to this effect has been received from the payee or no provided",(i) payee does not receive it or arrange to receive it within a month of drawal and (ii) individual payments are of value up-to â‚¹ 100/-,85:
"In all cases in which it is not possible or expedient to support a payment by worker or by the payee's receipt, a certificate of payment duly signed by the disbursing officer and counter-signed by the",Superior officer.,86:
"In case of articles received by value payable post, acceptable as a voucher will be",value payable cover together with the invoice or bill,87:
The cash memoranda need not be stamped or bear the supplier's acknowledgement. submitted in support of the claims for reimbursement of the cost of,special medicines purchased from the market under the Medical Attendance Rules,88:
Pay-order means,the amount payable specified both in words and figures on a bill and signed by disbursing officer by hand and ink.,89:
Vouchers and acquittances which are not required to be submitted to the Accounts Officer shall be filed and retained carefully in the office concerned as important documents till,they are destroyed under the orders of competent authority.,90:
Recovery from AO/Controlling Officer may be considered only,in the event of culpable negligence on the part them,91:
"If a Government servant from whom a recovery is ordered is transferred to the jurisdiction of another disbursing officer, the orders of recovery should",be passed on to that disbursing officer without delay.,92:
Recoveries from a Govt. Servant may not ordinarily be made at a rate,exceeding 1/3rd of pay,93:
Recoveries from a Govt. Servant may be made at a rate exceeding 1/3rd of the pay when,"(i) acted contrary to orders or without due justification or taken an advance for a specific purpose, not utilised it for the purpose within the prescribed period or failed to refund.",94:
Bills for monthly pay and fixed allowances of Government servants may be signed at any time not earlier than,5 days before the last working day of the month,95:
