question,answer,srno
The month's total receipt/payments are also to be posted in the Departmental Classified Abstract (Payment) against the Suspense Head Departmental Adjusting Accounting (DAA) of the Department,as a minus entry in respective column (Receipt/Payment),31:
"When an item of receipt or expenditure which is properly adjustable in the Abstract of one department appears in the treasury schedule pertaining to another department or head of account, the amount should provisionally be classified the under the detailed suspense head for the department",Which must finally receive the credit or debit.,32:
"An intimation of the transaction supported by the vouchers or extracts from vouchers, to the departmental accountant of the adjusting department on",a Suspense Slip (Form 3),33:
"If everything in order, the accountant of the adjusting department should make appropriate adjustment in his account",,34:
The amount and other particulars of each suspense slip raised should be entered in a register called,Outward Suspense Slip Register (From 4).,35:
This Register should be maintained in original and should be used as a transit register for the transfer of the suspense slips to the various sections.,,36:
"Separate registers or separate portions of a register bearing distinct letters must be set apart for the suspense slips relating to each detailed head under the suspense head ""DDA"" for each section, as may be found convenient.",,37:
The entries in each register should be numbered in a separate series for the year and the number of each entry with the distinct letter of the register should be entered in the relevant suspense slip.,,38:
A certificate to the effect that all the suspense slips have been transferred to section concerned and acknowledgment obtained as prescribed in the form should be signed by,AAO/SO of Section (monthly),39:
The Outward Suspense Slip Register along with the monthly classified abstracts shall be submitted by the AAO/SO to,Branch Officer,40:
"The Section which receive the suspense slips, should maintain",Inward Sus. Slips Register (Form 5),41:
"A periodical (say quarterly) review of the D.A.A. suspense broadsheets of the various sections should be conducted by a control section (Book or T.M.) and the review report, indicating the action which is called for to adjust the outstanding items, should be submitted to the",Accountant General.,42:
The Departmental Classified Abstracts thus completed will include monthly all transactions of whatever nature connected with receipts and payments of the department grouped under the head,"Horizontal-Treasuries, Suspense & TEs Vertical-Several Head of accounts",43:
Agreement of the horizontal and vertical totals should be ensured,,44:
The correctness of the postings in the 'Departmental Classified Abstract' for both receipts and expenditure relating to each department is proved through the,Proof sheet,45:
The AAO/Section Officer and the Branch Officer will check the correctness of posting in the Compilation Book/Classified Abstract of individual items under any detailed head of account above â‚¹,â‚¹ 10000/- & â‚¹ 50000/- respectively,46:
(i) Up-to â‚¹ 10000/- Accountant (100%) (ii) For â‚¹ 10001-40000/- AAO/SO (50%) Branch Officer (12.5%) (iii) For â‚¹ 40001-100000/- AAO/SO (100%) Branch Officer (25%) (iv) For â‚¹ 100001-500000/- AAO/SO (100%) Branch Officer (50%) (v) For exceeding â‚¹ 500000/- Branch Officer (100%),Percentage of check,47:
(i) Broadsheet of Departmental Adjusting Account Suspense (ii) Register of suspense slips issued and received,Put of Classified Abstract to AAO/SO,48:
A review of the work done by the AAO/Section Officer is conducted by another AAO/Section Officer selected by.,Group Officer,49:
A review of the work done by the AAO/Section Officer is conducted by another AAO/Section Officer,Half-yearly (30th June & 31st Dec),50:
The results of this test check is submitted by the Reviewing SO to the AG through the,DAG/Sr. DAG,51:
Monthly accounts are to be reviewed to find out any (i) misposting (ii) defects (iii) discrepancies.,,52:
Recurring defects in accounts attributable to the DDOs should be brought to their notice and to the Heads of the Department Concerned if necessary.,,53:
"Abstracts which are intended to show the progressive figures, month by month under the major, minor and detailed heads of receipts and service payments appearing in the Departmental Classified Abstracts",Departmental Consolidated Abstract,54:
The revenue and service head transactions appearing in the PWD Accounts and Forest Divisional Accounts are compiled by W.A.C. and F.A.C. Sections as separate set of accounts and included in the Departmental Consolidated Abstracts as,Distinct entries.,55:
Transaction pertaining to DDR appearing in the Treasury Cash Accounts and List of Payments and in the Departmental and other abstracts shall be collected for the whole circle of account under each major head of account in a,Detail Book,56:
"The progressive totals pertaining to DDR Heads, month by month, under each major head and under such minor head and detailed head as may be necessary.",Consolidated Abstract of DDR,57:
"From the Consolidated Abstract of DDR Heads and the Departmental Consolidated Abstracts, the Abstract of Major Head Totals is prepared showing (i) the receipts and disbursements by major heads during and (ii) to the end of the month.",Abstract of Major Head,58:
The total figures in the Abstract of Major Head Totals should agree with the,Stat. of Disburser's A/c,59:
"For each detailed Ledger head subordinate to the Suspense head ""DDA"", the departmental accountant will maintain a Broadsheet of debits and credits in",Form 6,60:
(i) Schedule of Receipt and Payment each treasury (ii) Suspense slips representing items transferred from other sections.,Original entries of Broadsheet from,61:
As minus credits or minus debits from the Departmental Abstract,Adjusting entries of Broadsheet from,62:
The net total difference for the account circle should be agreed with the postings in the Ledger and a memorandum of reconciliation is prepared wherein the progressive difference from the beginning of the year will be resolved into the individual items,,63:
"the certificate at the foot of the Broadsheet, which should be submitted to the Branch Officer in charge with the memorandum of reconciliation not later than",10th of the second month,64:
Amounts drawn in AC bills should be kept under objection by the A.G. (A&E) pending receipt of Detailed Contingent bills.,,65:
(i) bill has been drawn by an Officer authorised to draw money on A.C. Bills. (ii) All A.C. Bills drawn by the Drawing Officers are to be noted in Objection Books to be maintained for watching D.C. Bills. (iii) Clearance of item noted in Objection After only after receipt of DC Bill,Key points in scrutiny of AC Bills,66:
(i) The bill is in proper form and the classification is correctly recorded thereon (ii) Requisite certificate wherever required have been provided. (iii) Duly counter-signed by the competent authority (iv) Amount in agreement with that of AC bill and difference noted for recovery,Key points in scrutiny of DC Bills,67:
"It will suffice, if the detailed contingent bills in adjustment of the abstract contingent bills are submitted in the prescribed form, without sub-vouchers and payees' receipts. Therefore, Payees' receipts and sub-vouchers are not required to be forwarded to AG along with the detailed bills.",Detailed Contingent bill in adjustment of Abstract Contingent Bill,68:
All the sub-vouchers as are required to be submitted along with the contingent bills and in case of non-receipt the items will be kept under objection and the sub-vouchers called for from the Drawing Officers.,Other contingent Bill,69:
Payees' Receipts are not required to be attached to the bills presented at the treasury or sent to the Accountant General (A&E).,,70:
A separate file being maintained for all classes of vouchers which have the same period prescribed for their retention,File/record keeping,71:
"Within each file, the vouchers appertaining to each district schedule should be kept together",,72:
The vouchers relating to a schedule should be arranged by minor heads and sub-heads and units of appropriation.,,73:
