question,answer,srno
"The Divisional Officer, is the primary disbursing officer of the Division who is permitted by the Chief Controller of Accounts through Letter of Credit.",,23:
He also collects some of the departmental receipts of the division and pays/ remits them into the banks.,,24:
"in the case of a Public Works Division, if an Officer other than the Executive Engineer is declared as a drawing and disbursing officer for the purpose of not only drawing the bills for pay and allowances etc. of the establishment of the Public Works Division but also for drawing bill for works and ancillary payments, such Drawing and Disbursing Officers working on the Public Works System may be delegated powers to draw cheques for work and ancillary payments in addition to the categories of payments mentioned above with the prior approval of the Controller General of Accounts in respect of the said Division or Divisional Office.",,25:
"Divisional offices are assigned a Cash Assignment Account in the accredited bank by the Chief Controller of Accounts,",,26:
All payments relating to a specified circle office(s)/Zonal office(s) may be made by the respective Pay and Accounts Officer.,,27:
The Pay and Accounts Office for a particular Division will be decided by Chief Controller of Accounts. General principle is that the Division will be attached with Zonal Pay and Accounts office corresponding to the Chief Engineer he reports for administrative directions.,,28:
"In case of non-fulfillment of conditions for opening of Cash Assignment Account as given in Annexure-A, the Chief Controller of Accounts may attach such division with the other Cheque Drawing Divisional Officer or Pay and Accounts Office.",,29:
"Where the Cheque Drawing Powers are not vested or Cash Assignment Account is not opened. (i) The EE, will maintain cash book in GAR-3 (as is being done by other NCDDO).",,30:
PAO/CDDO may arrange payment of Permanent Advance to Divisional officer or any other sub-ordinate officer,,31:
"No temporary advance will be drawn. In such eventuality the amount may be drawn on Abstract Contingent bill (GAR-30) and details sent in GAR – 31 or GAR – 32. PAO/CDDO will debit the Head “8671- Departmental Balances-101-Civil” while making payment on GAR – 30 and while adjusting it through GAR – 31 & 32, will Dr. the final head of Account by contra Credit to Head “8671-Departmental Balances-101-Civil”.",,32:
Divisional Officer (NCDDO) will be personally responsible for clearance of balances under CSSA and MPSSA.,,33:
"Wherever the Division is attached with some other Cheque Drawing Divisional office, the Cheque drawing Divisional Office will compile the Monthly Account on behalf of such Division.",,34:
