question,answer,srno
States that have not so far entered into agreement with the Reserve Bank of India for the conduct of their general banking business by the Reserve Bank.,Jammu & Kashmir and Sikkim,18:
"With effect from 1st February, 1978 transactions on account of discharge value of, and periodical interest on securities of State Governments, as well as receipts on account of subscriptions against market loans floated by State Governments are","taken by the officers of the Reserve Bank of India directly against the cash balance of the State Government concerned with the Central Accounts Section of the RBI, Nagpur",19:
The Central Accounts Section of the Reserve Bank shall maintain,Individual account for each Ministry/ Department of the Central Government.,20:
"the CAS, RBI, Nagpur shall send a statement of closing balance of account to the concerned AG, Pr. AO of the Ministry/Department and the AG of UTs on",Monthly basis,21:
Monthly account statement shall accompany supporting details as may be prescribed by,"the RBI, in consultation with the CGA",22:
"In the case of transactions pertaining to the other State Governments including receipt moneys,","the AG shall make the requisite adjustments through the CAS, RBI against the balances of the other State Governments concerned.",23:
The settlement of transactions between the State Government of Jammu and Kashmir & the State Government of Sikkim and other States the Centre is effected,in cash or by demand drafts in accordance with the instructions contained in separate orders.,24:
Major head of Suspense Accounts is,8658,25:
"payments pertaining to Central Government Securities, will be borne by","Pr. AO, Department of Economic Affairs, New Delhi",26:
"Expenditure on account of Central (Civil) Pensions including High Court Judges and Freedom Fighters, will be borne by",the PAO in the Central Pension Accounting Office.,27:
Departments required to submit compiled accounts to their PAO are,CPWD and Forest.,28:
"The monthly statements compiled by Pay and Accounts Officer showing receipts and payments pertaining to the Ministry, Department or UT Administration under his payment control is called",Classified Abstract,29:
Classified abstract is prepared from,"accounts received from the bank and departmental officers, and from the book adjustments initiated in an Accounts Office,",30:
Classified abstract is classified as per,"Relevant major, minor, sub and detailed heads.",31:
Consolidated Abstract,"(i) prepared from the classified Abstract (ii) it shows the progressive totals month by month under major, minor, sub and detailed heads of accounts will be compiled.",32:
A consolidated account of the Ministry/Department or UT Administration as a whole is prepared by,Concerned Pr. Accounts Office,33:
"Central transactions taking place at Central treasuries in UTs whose accounts are maintained by State AsG, each State AsG shall, send a monthly statement to","the Controller General of Accounts,",34:
The Consolidated Account of the Central (Civil) transactions as a whole is prepared by the,The Controller General of Accounts,35:
"The cash balance of the Central Government in the books of the Controller General of Accounts, at the close of each month will be reconciled with",The statements of closing cash balance received from the Central Accounts Section of the Reserve Bank.,36:
Till the switch over of pension payment from treasury counter to Public Sector Bank is completed Central Section of Account shall be maintained by the,"The Principal Director of Audit (Central), Kolkata and the AG (A&E) West Bengal",37:
"Receipts realised in the Public Works, Forest and any other authorised departments shall be paid into a treasury or the bank in lump and accounted for at the treasure as.",merely as receipts on behalf of such departments,38:
The detailed accounts of receipts realised in the Public Works and Forest shall be kept by,The departmental officers concerned.,39:
The initial 'accounts' of payments in India on behalf of the State Governments and the UTs made either at its treasury or the bank shall be kept by,Treasury,40:
Initial accounts where departmental officers are authorised to withdraw sums in lump from treasury or the bank for making payments shall be kept by,Department concerned,41:
Officers of the Civil Departments who pay their receipts into the Consolidated Fund or the Public Account or withdraw moneys for expenditure therefrom or from the Contingency Fund in lump will submit detailed accounts of their transactions to,their respective Accountant General,42:
"Each State or Central treasury, which renders accounts to a State Accountant General will submit a",double set of accounts,43:
Monthly double set of accounts are meant for,One for transactions of the State Government and the other for transactions of the Central Government.,44:
The receipt and payment of moneys on behalf of a State outside its jurisdiction shall be arranged through the,AG of the State in which the transactions take place,45:
"the Central Accounts Sections of the Reserve Bank of India, Nagpur shall send a statement of monthly closing balance of each such account to","AsG concerned, Pr. AO of the ministry/department concerned and AsG of UTs",46:
General Clearing House for the adjustment of all transactions between different State Governments and transactions between the Central and State Governments as may be specified by the Central Government is,"CAS, RBI Nagpur",47:
All adjustments to be made between the accounts of different State Governments as well as all payments which one of these Governments has to make to another shall be advised by the,"The AG concerned through CAS, Nagpur",48:
"the CAS, RBI shall maintain a separate proforma account styled ""Departmentalised Ministries Account"" to","To keep the transactions under departmentalised system of Railway, Defence, Post and Telecommunication distinct from other Central transactions,",49:
Transactions on behalf of State Governments arising in Central treasuries shall be classified in the treasury accounts under the head,8658 â€“ Suspense (Civil) - Accounts with Accountant General,50:
Cash balances held in a State Treasury form part of the,"Consolidated Fund, the Contingency Fund and the Public Account of the State to which the Treasury belongs.",51:
The treasury Rules of each State Government issued under article,283 of the Constitution,52:
All transactions on behalf of other State Governments and the Central Government taken place in a State Treasury shall be,taken in the first instance against the cash balance of the State concerned.,53:
"transactions of the Central Government, including Railways / Postal / Defence Departments at State treasuries (both banking and non-banking), Section in which these shall be accounted for by the treasuries is",State Section under 8658 Suspense,54:
"All receipts in India on behalf of each State Government and on behalf of each Union Territory shall be paid into its Treasury or the bank, and initial accounts of such receipts shall be maintained at the treasury except that of","Public Works, Forest and other departments so authorised.",55:
Officers of the Civil Departments who pay their receipts into the Consolidated Fund or the Public Account or withdraw moneys for expenditure therefrom or from the Contingency Fund in lump will submit detailed accounts of their transactions to their,Respective Accountant General.,56:
Major Head 8675 pertains to,Deposit with the RBI,57:
The final stage of compilation of Receipt and Disbursement during the year will be the preparation of the Abstract of,Major Head Totals,58:
"The transactions relating to Debt, Deposit and Remittance heads will be collected for the whole circle of account under each head of account from month to month in a",Detail Book.,59:
"A copy of the monthly account of each State Government, will be submitted by the AG to",The State Government concerned.,60:
A copy of the monthly/March Supplementary account will be rendered by the Accountant General to the Controller General of Accounts relating to,"a Union Territory Government, and of Central Government Civil pensions finally adjusted in the books",61:
Accounts between different Accounts offices of the Central Government is mentioned in Rule,16 of GAR,62:
"Submission of Annual Accounts to the President, the Governor or the Administrator of a UT as the case may be is governed by","Article 151, Section 11 of the DPC Act and Section 49 of UT Act, 1963",63:
"Annual Accounts (including Appropriation Accounts) in respect of State Governments, and UT Governments with Legislature are prepared by the",AG concerned,64:
"Appropriation Accounts of Central Civil Ministries and Central Civil Departments (other than Railways, Defence, Post and Telecommunication) shall be prepared by",Respective Ministry/Department under supervision of the CGA,65:
"Appropriation Accounts of Central Civil Ministries and Central Civil Departments (other than Railways, Defence, Post and Telecommunication) shall be signed by",the Chief Accounting Authority i.e. the Secretary of concerned Ministry/Department,66:
Appropriation Accounts pertaining to Departments of Posts/Telecommunications shall be prepared and signed by,Secretary to Department of Post/Telecommunication,67:
Appropriation Accounts pertaining to Railways shall be prepared and signed by,"Financial Commissioner, Railway Board",68:
Appropriation Accounts pertaining to Defence shall be prepared and signed by,Secretary (Defence Finance) respectively.,69:
"for the purpose of submission of Appropriation Accounts of Central Civil Ministries and Central Civil Departments, it is consolidated by",The CGA,70:
"Annual accounts (Finance Accounts) of the Union Government as a whole including Railways, Defence, Post and Telecommunication is prepared by",The CGAs,71:
Certification of Appropriation and Finance Accounts is done by,The CAG,72:
Pro forma basis Accounts that is maintained for undertakings of a commercial or a quasi-commercial character is,Located outside the general accounts of government.,73:
Proforma accounts is maintained in addition to regular accounts so every transaction that enters into Proforma Accounts finds a place in the regular accounts except,"those adjusted on a liability basis,",74:
Proforma Account shall be maintained by the,Department concerned.,75:
"Certain pro forma accounts relating to Irrigation, Navigation, Embankment and Drainage Projects to be prepared by",Civil Account Offices.,76:
Proforma Accounts relating to Government residential buildings are to be prepared by,Civil Account Offices.,77:
Non-commercial or non-quasi commercial activity for which a proforma accounts to be maintained is,Famine Relief Fund,78:
The form in which any pro forma accounts are prepared in Accounts Offices will be determined by the,Government concerned on the advice of the CAG,79:
The accounts of Government are based on the,single entry system (Cash Basis),80:
"Journal, Ledger and Trial Balance Sheet are called",Technical Accounts,81:
The Journal and Ledger are maintained where Government acts as a,"banker, or remitter or borrower or lender.",82:
The various Accounts Officers under the Central Government shall prepare Ledger and summary of balances in accordance with the procedure prescribed by.,The CGA,83:
The annual summary of Balances or Trial Balance Sheet relating to transactions of the State Government is prepared by,Concerned State AG (also maintains Journal & Ledger),84:
